BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,2.290227e-01,2.290227e-01,0.000000e+00
2,1.704591e-01,1.997409e-01,2.070535e-02
3,1.268892e-01,1.754570e-01,2.415940e-02
4,2.197447e-01,1.865289e-01,2.050022e-02
5,1.657990e-01,1.823829e-01,1.681419e-02
6,1.918079e-01,1.839538e-01,1.408501e-02
7,2.196543e-01,1.890538e-01,1.296337e-02
8,1.868794e-01,1.887820e-01,1.134580e-02
9,3.345666e-01,2.049803e-01,1.830139e-02
10,1.736968e-01,2.018520e-01,1.673649e-02
11,2.102865e-01,2.026187e-01,1.523255e-02
12,3.373037e-01,2.138425e-01,1.761945e-02
13,3.138264e-01,2.215336e-01,1.786403e-02
14,2.813074e-01,2.258031e-01,1.709063e-02
15,2.634969e-01,2.283160e-01,1.613494e-02
16,1.379127e-01,2.226658e-01,1.608542e-02
17,4.638808e-02,2.122966e-01,1.817672e-02
18,1.351240e-01,2.080092e-01,1.766530e-02
19,2.696529e-01,2.112536e-01,1.703087e-02
20,1.608719e-01,2.087345e-01,1.636457e-02
21,2.074894e-01,2.086752e-01,1.558541e-02
22,3.920428e-01,2.170101e-01,1.695988e-02
23,1.458286e-01,2.139153e-01,1.650245e-02
24,1.373384e-01,2.107246e-01,1.612035e-02
25,1.126947e-01,2.068034e-01,1.594531e-02
26,1.794012e-01,2.057494e-01,1.536682e-02
27,2.009758e-01,2.055726e-01,1.479870e-02
28,1.407207e-01,2.032565e-01,1.445029e-02
29,2.864646e-01,2.061257e-01,1.423401e-02
30,2.257275e-01,2.067791e-01,1.377453e-02
31,1.602198e-01,2.052772e-01,1.341182e-02
32,1.911981e-01,2.048372e-01,1.299992e-02
33,1.477351e-01,2.031069e-01,1.272062e-02
34,1.924137e-01,2.027924e-01,1.235037e-02
35,2.206598e-01,2.033029e-01,1.200805e-02
36,2.074420e-01,2.034178e-01,1.167504e-02
37,1.087791e-01,2.008600e-01,1.163631e-02
38,9.297164e-02,1.980209e-01,1.167132e-02
39,1.428313e-01,1.966058e-01,1.145753e-02
40,1.527236e-01,1.955087e-01,1.122349e-02
41,2.472298e-01,1.967702e-01,1.102041e-02
42,1.942463e-01,1.967101e-01,1.075818e-02
43,1.440727e-01,1.954860e-01,1.057741e-02
44,1.033715e-01,1.933925e-01,1.054215e-02
45,1.610869e-01,1.926746e-01,1.033230e-02
46,2.830540e-01,1.946393e-01,1.029280e-02
47,2.461305e-01,1.957349e-01,1.013194e-02
48,1.621141e-01,1.950345e-01,9.945038e-03
49,2.242045e-01,1.956298e-01,9.759879e-03
50,1.856904e-01,1.954310e-01,9.566706e-03
51,1.756747e-01,1.950436e-01,9.386963e-03
52,2.469776e-01,1.960423e-01,9.259422e-03
53,1.605186e-01,1.953721e-01,9.108943e-03
54,1.191632e-01,1.939608e-01,9.048925e-03
55,1.903677e-01,1.938955e-01,8.884635e-03
56,1.050922e-01,1.923097e-01,8.866369e-03
57,9.553719e-02,1.906119e-01,8.871877e-03
58,2.154631e-01,1.910404e-01,8.729254e-03
59,1.268014e-01,1.899516e-01,8.648936e-03
60,1.173140e-01,1.887410e-01,8.589098e-03
61,1.866325e-01,1.887064e-01,8.448362e-03
62,2.050893e-01,1.889707e-01,8.316230e-03
63,2.307370e-01,1.896336e-01,8.210609e-03
64,1.500760e-01,1.890155e-01,8.105549e-03
65,1.980006e-01,1.891538e-01,7.982027e-03
66,1.212362e-01,1.881247e-01,7.927143e-03
67,2.769005e-01,1.894497e-01,7.918790e-03
68,2.472050e-01,1.902991e-01,7.847754e-03
69,1.190235e-01,1.892661e-01,7.801706e-03
70,3.437620e-01,1.914732e-01,7.996351e-03
71,2.237087e-01,1.919272e-01,7.896605e-03
72,1.511357e-01,1.913606e-01,7.807227e-03
73,1.292186e-01,1.905094e-01,7.746549e-03
74,1.616326e-01,1.901191e-01,7.651688e-03
75,1.055841e-01,1.889920e-01,7.632230e-03
76,2.755845e-01,1.901314e-01,7.616377e-03
77,1.274832e-01,1.893178e-01,7.560795e-03
78,9.209752e-02,1.880714e-01,7.565901e-03
79,2.417195e-01,1.887505e-01,7.500545e-03
80,2.685450e-01,1.897479e-01,7.472814e-03
81,1.879251e-01,1.897254e-01,7.380591e-03
82,1.007421e-01,1.886402e-01,7.369927e-03
83,2.044756e-01,1.888310e-01,7.283602e-03
84,2.303074e-01,1.893248e-01,7.213609e-03
85,2.576761e-01,1.901289e-01,7.173423e-03
86,1.666628e-01,1.898560e-01,7.095199e-03
87,2.096463e-01,1.900835e-01,7.017291e-03
88,2.349731e-01,1.905936e-01,6.956065e-03
89,2.029927e-01,1.907329e-01,6.879302e-03
90,6.837712e-02,1.893734e-01,6.935899e-03
91,1.171735e-01,1.885800e-01,6.904911e-03
92,1.387411e-01,1.880383e-01,6.851075e-03
93,1.007521e-01,1.870997e-01,6.841395e-03
94,1.669220e-01,1.868851e-01,6.771981e-03
95,2.048303e-01,1.870740e-01,6.703331e-03
96,2.144439e-01,1.873591e-01,6.639564e-03
97,1.017474e-01,1.864765e-01,6.629517e-03
98,1.252516e-01,1.858517e-01,6.591240e-03
99,1.184673e-01,1.851711e-01,6.559712e-03
100,1.127070e-01,1.844465e-01,6.534017e-03
