BLOCK,ACTUAL_M,M_AVE,ERROR
1,8.036000e-03,8.036000e-03,0.000000e+00
2,1.446000e-02,1.124800e-02,2.271227e-03
3,2.068400e-02,1.439333e-02,2.981286e-03
4,1.410000e-02,1.432000e-02,2.236867e-03
5,1.127600e-02,1.371120e-02,1.870507e-03
6,1.934800e-02,1.465067e-02,1.779106e-03
7,1.363200e-02,1.450514e-02,1.530888e-03
8,1.102800e-02,1.407050e-02,1.399869e-03
9,7.392000e-03,1.332844e-02,1.427521e-03
10,8.984000e-03,1.289400e-02,1.349258e-03
11,1.847600e-02,1.340145e-02,1.318576e-03
12,1.269600e-02,1.334267e-02,1.210005e-03
13,1.108000e-02,1.316862e-02,1.129376e-03
14,1.528400e-02,1.331971e-02,1.058766e-03
15,9.080000e-03,1.303707e-02,1.025215e-03
16,1.135600e-02,1.293200e-02,9.665082e-04
17,1.464400e-02,1.303271e-02,9.148863e-04
18,1.338000e-02,1.305200e-02,8.642627e-04
19,1.088000e-02,1.293768e-02,8.263009e-04
20,1.020400e-02,1.280100e-02,7.962105e-04
21,9.540000e-03,1.264571e-02,7.732902e-04
22,1.086000e-02,1.256455e-02,7.423884e-04
23,1.478800e-02,1.266122e-02,7.163772e-04
24,9.056000e-03,1.251100e-02,7.021011e-04
25,1.073600e-02,1.244000e-02,6.775975e-04
26,1.307600e-02,1.246446e-02,6.519774e-04
27,1.406800e-02,1.252385e-02,6.305293e-04
28,1.631200e-02,1.265914e-02,6.223557e-04
29,1.597600e-02,1.277352e-02,6.113145e-04
30,6.000000e-03,1.254773e-02,6.312575e-04
31,1.417600e-02,1.260026e-02,6.130757e-04
32,1.404400e-02,1.264537e-02,5.955748e-04
33,1.154000e-02,1.261188e-02,5.784683e-04
34,1.404000e-02,1.265388e-02,5.629774e-04
35,1.574800e-02,1.274229e-02,5.537898e-04
36,9.860000e-03,1.266222e-02,5.441635e-04
37,1.460800e-02,1.271481e-02,5.319914e-04
38,9.236000e-03,1.262326e-02,5.258096e-04
39,1.195600e-02,1.260615e-02,5.126056e-04
40,1.043200e-02,1.255180e-02,5.026639e-04
41,1.031600e-02,1.249727e-02,4.933529e-04
42,1.600000e-02,1.258067e-02,4.886045e-04
43,1.719200e-02,1.268791e-02,4.888687e-04
44,1.388000e-02,1.271500e-02,4.785082e-04
45,1.019600e-02,1.265902e-02,4.711376e-04
46,1.490800e-02,1.270791e-02,4.634253e-04
47,1.242800e-02,1.270196e-02,4.536034e-04
48,1.372800e-02,1.272333e-02,4.446567e-04
49,1.131600e-02,1.269461e-02,4.365087e-04
50,9.512000e-03,1.263096e-02,4.323945e-04
51,1.638800e-02,1.270463e-02,4.301458e-04
52,1.523200e-02,1.275323e-02,4.246108e-04
53,1.728000e-02,1.283864e-02,4.251027e-04
54,1.464000e-02,1.287200e-02,4.185373e-04
55,1.166400e-02,1.285004e-02,4.115034e-04
56,1.438400e-02,1.287743e-02,4.050658e-04
57,8.708000e-03,1.280428e-02,4.045101e-04
58,2.028800e-02,1.293331e-02,4.176078e-04
59,6.480000e-03,1.282393e-02,4.246121e-04
60,1.820400e-02,1.291360e-02,4.268981e-04
61,1.360800e-02,1.292498e-02,4.200515e-04
62,1.193600e-02,1.290903e-02,4.135793e-04
63,9.700000e-03,1.285810e-02,4.101392e-04
64,1.114400e-02,1.283131e-02,4.046044e-04
65,1.423200e-02,1.285286e-02,3.989531e-04
66,9.808000e-03,1.280673e-02,3.955668e-04
67,1.408400e-02,1.282579e-02,3.901219e-04
68,1.306000e-02,1.282924e-02,3.844001e-04
69,1.597200e-02,1.287478e-02,3.815179e-04
70,1.546000e-02,1.291171e-02,3.778510e-04
71,1.560400e-02,1.294963e-02,3.744270e-04
72,1.122000e-02,1.292561e-02,3.699965e-04
73,1.680800e-02,1.297879e-02,3.687305e-04
74,1.013600e-02,1.294038e-02,3.657434e-04
75,1.343600e-02,1.294699e-02,3.609265e-04
76,1.582800e-02,1.298489e-02,3.581627e-04
77,1.347600e-02,1.299127e-02,3.535680e-04
78,7.752000e-03,1.292410e-02,3.553582e-04
79,9.136000e-03,1.287615e-02,3.540804e-04
80,1.398800e-02,1.289005e-02,3.499270e-04
81,1.132800e-02,1.287077e-02,3.461379e-04
82,1.712800e-02,1.292268e-02,3.457884e-04
83,2.444400e-02,1.306149e-02,3.684320e-04
84,1.191200e-02,1.304781e-02,3.642999e-04
85,1.039200e-02,1.301656e-02,3.613514e-04
86,1.829200e-02,1.307791e-02,3.623189e-04
87,1.360800e-02,1.308400e-02,3.582056e-04
88,1.566000e-02,1.311327e-02,3.553291e-04
89,2.241600e-02,1.321780e-02,3.663880e-04
90,1.920800e-02,1.328436e-02,3.683129e-04
91,1.860800e-02,1.334286e-02,3.688823e-04
92,1.695600e-02,1.338213e-02,3.669574e-04
93,1.223200e-02,1.336976e-02,3.632199e-04
94,1.519600e-02,1.338919e-02,3.598751e-04
95,1.562800e-02,1.341276e-02,3.568577e-04
96,1.219600e-02,1.340008e-02,3.533655e-04
97,1.182400e-02,1.338384e-02,3.500959e-04
98,1.464000e-02,1.339665e-02,3.467581e-04
99,1.198000e-02,1.338234e-02,3.435506e-04
100,1.788000e-02,1.342732e-02,3.430466e-04
