BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,3.528784e-01,3.528784e-01,0.000000e+00
2,3.418226e-01,3.473505e-01,3.908840e-03
3,3.494437e-01,3.480482e-01,2.667437e-03
4,3.336834e-01,3.444570e-01,3.697964e-03
5,3.415459e-01,3.438748e-01,3.003857e-03
6,3.227713e-01,3.403575e-01,4.071273e-03
7,3.481062e-01,3.414645e-01,3.637037e-03
8,3.304507e-01,3.400878e-01,3.433099e-03
9,3.259598e-01,3.385180e-01,3.391595e-03
10,3.437211e-01,3.390383e-01,3.092090e-03
11,3.437492e-01,3.394666e-01,2.840494e-03
12,3.386540e-01,3.393989e-01,2.604593e-03
13,3.407283e-01,3.395011e-01,2.406246e-03
14,3.453589e-01,3.399195e-01,2.270458e-03
15,3.546434e-01,3.409011e-01,2.321606e-03
16,3.410561e-01,3.409108e-01,2.176525e-03
17,3.431470e-01,3.410423e-01,2.052465e-03
18,3.442054e-01,3.412181e-01,1.945948e-03
19,3.337374e-01,3.408243e-01,1.882939e-03
20,3.515049e-01,3.413584e-01,1.862982e-03
21,3.398523e-01,3.412867e-01,1.775648e-03
22,3.392400e-01,3.411936e-01,1.697372e-03
23,3.410574e-01,3.411877e-01,1.623584e-03
24,3.467980e-01,3.414215e-01,1.572673e-03
25,3.350794e-01,3.411678e-01,1.530090e-03
26,3.428559e-01,3.412327e-01,1.472617e-03
27,3.421558e-01,3.412669e-01,1.418473e-03
28,3.456802e-01,3.414245e-01,1.376542e-03
29,3.296372e-01,3.410181e-01,1.387787e-03
30,3.365810e-01,3.408702e-01,1.349386e-03
31,3.336274e-01,3.406365e-01,1.325929e-03
32,3.428489e-01,3.407057e-01,1.286295e-03
33,3.285958e-01,3.403387e-01,1.298608e-03
34,3.275586e-01,3.399628e-01,1.313688e-03
35,3.440219e-01,3.400788e-01,1.281263e-03
36,3.321083e-01,3.398574e-01,1.264657e-03
37,3.411088e-01,3.398912e-01,1.230929e-03
38,3.431424e-01,3.399768e-01,1.201506e-03
39,3.458107e-01,3.401263e-01,1.179973e-03
40,3.415396e-01,3.401617e-01,1.151003e-03
41,3.325927e-01,3.399771e-01,1.137638e-03
42,3.478817e-01,3.401653e-01,1.126012e-03
43,3.465682e-01,3.403142e-01,1.109627e-03
44,3.495937e-01,3.405251e-01,1.104268e-03
45,3.469003e-01,3.406667e-01,1.088779e-03
46,3.294981e-01,3.404240e-01,1.091846e-03
47,3.347510e-01,3.403032e-01,1.075266e-03
48,3.506163e-01,3.405181e-01,1.074116e-03
49,3.368767e-01,3.404438e-01,1.054763e-03
50,3.398110e-01,3.404311e-01,1.033744e-03
51,3.473898e-01,3.405676e-01,1.022440e-03
52,3.344316e-01,3.404496e-01,1.009564e-03
53,3.380176e-01,3.404037e-01,9.915574e-04
54,3.401697e-01,3.403994e-01,9.732047e-04
55,3.359173e-01,3.403179e-01,9.589159e-04
56,3.531186e-01,3.405465e-01,9.686543e-04
57,3.393821e-01,3.405260e-01,9.518757e-04
58,3.442079e-01,3.405895e-01,9.375784e-04
59,3.331737e-01,3.404638e-01,9.300743e-04
60,3.424398e-01,3.404968e-01,9.151559e-04
61,3.415975e-01,3.405148e-01,9.003312e-04
62,3.365417e-01,3.404507e-01,8.880874e-04
63,3.374039e-01,3.404024e-01,8.753066e-04
64,3.485399e-01,3.405295e-01,8.708160e-04
65,3.423151e-01,3.405570e-01,8.578520e-04
66,3.445411e-01,3.406173e-01,8.469755e-04
67,3.362398e-01,3.405520e-01,8.368504e-04
68,3.434856e-01,3.405951e-01,8.256550e-04
69,3.433825e-01,3.406355e-01,8.146766e-04
70,3.327410e-01,3.405228e-01,8.108069e-04
71,3.442486e-01,3.405752e-01,8.010835e-04
72,3.357633e-01,3.405084e-01,7.927402e-04
73,3.415499e-01,3.405227e-01,7.820091e-04
74,3.423632e-01,3.405475e-01,7.718369e-04
75,3.337699e-01,3.404572e-01,7.668178e-04
76,3.564530e-01,3.406676e-01,7.850814e-04
77,3.381302e-01,3.406347e-01,7.755769e-04
78,3.314684e-01,3.405172e-01,7.744857e-04
79,3.408947e-01,3.405220e-01,7.646968e-04
80,3.394027e-01,3.405080e-01,7.552661e-04
81,3.380274e-01,3.404773e-01,7.465624e-04
82,3.374938e-01,3.404410e-01,7.383441e-04
83,3.443814e-01,3.404884e-01,7.309731e-04
84,3.320397e-01,3.403878e-01,7.291580e-04
85,3.453288e-01,3.404460e-01,7.228930e-04
86,3.446989e-01,3.404954e-01,7.161768e-04
87,3.296072e-01,3.403703e-01,7.187969e-04
88,3.370425e-01,3.403325e-01,7.116228e-04
89,3.401644e-01,3.403306e-01,7.036296e-04
90,3.277608e-01,3.401909e-01,7.095371e-04
91,3.346720e-01,3.401303e-01,7.043271e-04
92,3.408528e-01,3.401381e-01,6.967152e-04
93,3.266736e-01,3.399933e-01,7.041058e-04
94,3.444724e-01,3.400410e-01,6.982258e-04
95,3.365186e-01,3.400039e-01,6.918598e-04
96,3.485896e-01,3.400933e-01,6.904092e-04
97,3.298070e-01,3.399873e-01,6.913876e-04
98,3.331241e-01,3.399173e-01,6.878704e-04
99,3.428184e-01,3.399466e-01,6.815461e-04
100,3.405937e-01,3.399530e-01,6.747614e-04
