BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,21.7059,21.7059,0
2,21.2062,21.4561,0.176664
3,21.605,21.5057,0.124553
4,22.326,21.7108,0.200666
5,21.2407,21.6168,0.181218
6,21.0345,21.5197,0.175082
7,21.6327,21.5359,0.150813
8,21.1162,21.4834,0.140791
9,21.8377,21.5228,0.130537
10,21.5037,21.5209,0.117497
11,21.6993,21.5371,0.107929
12,20.6399,21.4623,0.122114
13,21.766,21.4857,0.114933
14,21.4576,21.4837,0.106741
15,21.7651,21.5024,0.10126
16,20.4547,21.4369,0.114157
17,21.5102,21.4413,0.107523
18,21.0183,21.4178,0.104086
19,20.8201,21.3863,0.103252
20,21.1351,21.3737,0.0988506
21,20.3716,21.326,0.105032
22,21.9594,21.3548,0.104128
23,21.5508,21.3633,0.0999487
24,20.8803,21.3432,0.0977894
25,21.6702,21.3563,0.0947486
26,22.1325,21.3861,0.0956927
27,21.8628,21.4038,0.0937629
28,21.113,21.3934,0.0909875
29,21.4737,21.3962,0.0878922
30,20.7751,21.3755,0.0873668
31,21.6867,21.3855,0.0851235
32,21.1459,21.378,0.0827919
33,21.762,21.3897,0.0810966
34,21.1112,21.3815,0.079124
35,21.2698,21.3783,0.0769277
36,21.3229,21.3767,0.0748062
37,21.4979,21.38,0.072856
38,21.2292,21.376,0.0710469
39,22.0081,21.3923,0.0710498
40,21.4463,21.3936,0.0692864
41,21.5479,21.3974,0.0676986
42,22.0466,21.4128,0.0678284
43,21.867,21.4234,0.0670684
44,21.3987,21.4228,0.0655465
45,21.0301,21.4141,0.0646684
46,21.6297,21.4188,0.0634322
47,20.9949,21.4098,0.0627203
48,21.1065,21.4035,0.061731
49,20.7955,21.391,0.0617055
50,21.8641,21.4005,0.0611924
51,21.5534,21.4035,0.060066
52,21.0866,21.3974,0.0592193
53,21.6482,21.4021,0.0582908
54,21.4921,21.4038,0.0572351
55,20.6787,21.3906,0.0576928
56,21.2992,21.389,0.0566856
57,21.7815,21.3959,0.0561079
58,20.9305,21.3879,0.0557113
59,21.2913,21.3862,0.0547911
60,20.8425,21.3772,0.0546221
61,21.8967,21.3857,0.0543866
62,21.3778,21.3855,0.0535096
63,21.5388,21.388,0.0527155
64,21.7103,21.393,0.0521318
65,21.1888,21.3899,0.0514244
66,21.5008,21.3916,0.0506727
67,21.3946,21.3916,0.0499164
68,20.8566,21.3837,0.0497985
69,21.9496,21.3919,0.0497475
70,21.5353,21.394,0.0490789
71,21.3913,21.3939,0.0483877
72,21.3912,21.3939,0.0477157
73,21.168,21.3908,0.0471622
74,21.4473,21.3916,0.0465311
75,20.9292,21.3854,0.0463174
76,21.7759,21.3905,0.045992
77,21.3932,21.3906,0.0453947
78,20.9862,21.3854,0.0451078
79,21.704,21.3894,0.0447168
80,21.5744,21.3917,0.0442176
81,21.6592,21.395,0.0437948
82,21.3926,21.395,0.0432608
83,22.1192,21.4037,0.0436106
84,21.053,21.3996,0.0432908
85,22.357,21.4108,0.0442227
86,21.8762,21.4162,0.0440383
87,20.9116,21.4104,0.0439123
88,21.7093,21.4138,0.0435445
89,21.3022,21.4126,0.0430733
90,20.9562,21.4075,0.0428921
91,20.9582,21.4026,0.042704
92,22.0006,21.4091,0.0427317
93,21.2092,21.4069,0.0423262
94,21.9342,21.4125,0.042246
95,21.5696,21.4142,0.0418336
96,21.0311,21.4102,0.0415877
97,21.8364,21.4146,0.0413905
98,21.5415,21.4159,0.0409884
99,21.2665,21.4144,0.0406021
100,22.1317,21.4216,0.0408248
