BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,-0.408044,-0.408044,0
2,-0.412315,-0.410179,0.00150982
3,-0.412293,-0.410884,0.00115933
4,-0.418225,-0.412719,0.00181178
5,-0.402678,-0.410711,0.00230807
6,-0.409849,-0.410567,0.00192786
7,-0.408063,-0.41021,0.00168531
8,-0.416093,-0.410945,0.00162719
9,-0.407323,-0.410543,0.00149532
10,-0.409158,-0.410404,0.00135218
11,-0.411084,-0.410466,0.00123067
12,-0.397443,-0.409381,0.00153368
13,-0.40836,-0.409302,0.00141771
14,-0.413934,-0.409633,0.0013545
15,-0.411883,-0.409783,0.00127248
16,-0.407545,-0.409643,0.00120062
17,-0.409228,-0.409619,0.00113024
18,-0.411579,-0.409728,0.00107268
19,-0.412846,-0.409892,0.0010287
20,-0.406883,-0.409741,0.000988207
21,-0.412675,-0.409881,0.000950972
22,-0.408826,-0.409833,0.000908954
23,-0.411793,-0.409918,0.00087342
24,-0.410042,-0.409923,0.000837043
25,-0.418749,-0.410276,0.000874838
26,-0.420094,-0.410654,0.000919079
27,-0.416927,-0.410886,0.000913934
28,-0.411644,-0.410913,0.000881694
29,-0.414362,-0.411032,0.000859271
30,-0.404731,-0.410822,0.000855918
31,-0.409653,-0.410785,0.000829138
32,-0.405063,-0.410606,0.000822278
33,-0.399865,-0.41028,0.000859362
34,-0.410884,-0.410298,0.00083427
35,-0.409058,-0.410263,0.000811186
36,-0.409914,-0.410253,0.00078871
37,-0.416902,-0.410433,0.000787602
38,-0.406514,-0.41033,0.000773596
39,-0.410346,-0.41033,0.000753761
40,-0.408433,-0.410283,0.000736407
41,-0.402779,-0.4101,0.000740838
42,-0.409004,-0.410073,0.000723658
43,-0.413102,-0.410144,0.000710248
44,-0.414727,-0.410248,0.000701701
45,-0.402743,-0.410081,0.000705649
46,-0.407654,-0.410028,0.000692279
47,-0.417613,-0.41019,0.000696105
48,-0.41205,-0.410229,0.000682681
49,-0.408412,-0.410192,0.000669754
50,-0.403317,-0.410054,0.000670324
51,-0.408737,-0.410028,0.000657678
52,-0.418541,-0.410192,0.000665091
53,-0.418288,-0.410345,0.000669856
54,-0.418156,-0.410489,0.000672887
55,-0.412785,-0.410531,0.000661947
56,-0.412108,-0.410559,0.000650725
57,-0.407161,-0.4105,0.000642035
58,-0.409391,-0.410481,0.00063125
59,-0.412651,-0.410517,0.000621622
60,-0.404952,-0.410425,0.000618142
61,-0.425785,-0.410676,0.000657303
62,-0.417129,-0.41078,0.000654891
63,-0.404177,-0.410676,0.00065283
64,-0.417065,-0.410775,0.000650218
65,-0.412523,-0.410802,0.00064077
66,-0.411332,-0.41081,0.000631112
67,-0.413209,-0.410846,0.000622706
68,-0.416577,-0.41093,0.000619225
69,-0.416399,-0.41101,0.000615301
70,-0.419452,-0.41113,0.000618219
71,-0.402711,-0.411012,0.00062078
72,-0.415071,-0.411068,0.000614713
73,-0.416919,-0.411148,0.000611494
74,-0.402167,-0.411027,0.000615158
75,-0.386857,-0.410705,0.000686199
76,-0.403645,-0.410612,0.000683428
77,-0.406839,-0.410563,0.000676307
78,-0.404495,-0.410485,0.000672095
79,-0.408692,-0.410462,0.000663971
80,-0.408111,-0.410433,0.000656321
81,-0.42514,-0.410614,0.000672866
82,-0.418601,-0.410712,0.000671672
83,-0.404837,-0.410641,0.000667299
84,-0.406526,-0.410592,0.000661151
85,-0.404136,-0.410516,0.00065772
86,-0.407214,-0.410478,0.000651192
87,-0.411982,-0.410495,0.000643937
88,-0.412362,-0.410516,0.000636968
89,-0.411765,-0.41053,0.000629966
90,-0.421478,-0.410652,0.000634602
91,-0.409462,-0.410639,0.000627763
92,-0.407023,-0.410599,0.000622169
93,-0.413884,-0.410635,0.00061648
94,-0.416466,-0.410697,0.000613035
95,-0.413045,-0.410722,0.00060708
96,-0.413502,-0.410751,0.000601447
97,-0.411904,-0.410762,0.000595364
98,-0.403262,-0.410686,0.000594188
99,-0.406636,-0.410645,0.000589593
100,-0.416726,-0.410706,0.000586825
