BLOCK,ACTUAL_X,X_AVE,ERROR
1,6.726838e-01,6.726838e-01,0.000000e+00
2,6.779865e-01,6.753351e-01,1.874789e-03
3,6.758892e-01,6.755198e-01,1.258923e-03
4,6.731514e-01,6.749277e-01,1.074454e-03
5,6.645892e-01,6.728600e-01,2.039403e-03
6,6.577838e-01,6.703473e-01,2.854769e-03
7,6.713676e-01,6.704931e-01,2.450663e-03
8,6.831324e-01,6.720730e-01,2.604282e-03
9,6.397054e-01,6.684766e-01,4.105581e-03
10,6.624595e-01,6.678749e-01,3.738856e-03
11,6.653405e-01,6.676445e-01,3.406051e-03
12,6.486486e-01,6.660615e-01,3.470625e-03
13,6.626865e-01,6.658019e-01,3.213349e-03
14,6.494486e-01,6.646338e-01,3.189071e-03
15,6.583865e-01,6.642173e-01,3.003540e-03
16,6.743459e-01,6.648503e-01,2.881758e-03
17,6.595838e-01,6.645405e-01,2.728844e-03
18,6.621595e-01,6.644083e-01,2.580446e-03
19,6.395297e-01,6.630989e-01,2.756902e-03
20,6.684757e-01,6.633677e-01,2.632133e-03
21,6.613027e-01,6.632694e-01,2.508629e-03
22,6.508324e-01,6.627041e-01,2.457472e-03
23,6.637486e-01,6.627495e-01,2.351045e-03
24,6.752270e-01,6.632694e-01,2.309853e-03
25,6.442703e-01,6.625094e-01,2.339138e-03
26,6.673514e-01,6.626956e-01,2.256572e-03
27,6.521216e-01,6.623040e-01,2.206718e-03
28,6.713405e-01,6.626267e-01,2.151377e-03
29,6.651297e-01,6.627130e-01,2.078922e-03
30,6.811514e-01,6.633277e-01,2.098510e-03
31,6.612108e-01,6.632594e-01,2.031927e-03
32,6.707541e-01,6.634936e-01,1.981881e-03
33,6.601297e-01,6.633916e-01,1.924444e-03
34,6.552892e-01,6.631533e-01,1.882540e-03
35,6.841541e-01,6.637534e-01,1.921998e-03
36,6.720270e-01,6.639832e-01,1.882300e-03
37,6.628676e-01,6.639530e-01,1.831668e-03
38,6.511000e-01,6.636148e-01,1.814427e-03
39,6.741297e-01,6.638844e-01,1.787823e-03
40,6.489027e-01,6.635099e-01,1.781928e-03
41,6.721459e-01,6.637205e-01,1.750872e-03
42,6.685270e-01,6.638349e-01,1.712920e-03
43,7.028189e-01,6.647415e-01,1.897901e-03
44,6.496541e-01,6.643986e-01,1.885489e-03
45,6.933135e-01,6.650412e-01,1.950005e-03
46,6.718622e-01,6.651895e-01,1.913243e-03
47,6.654838e-01,6.651957e-01,1.872546e-03
48,6.435216e-01,6.647442e-01,1.887192e-03
49,6.705784e-01,6.648633e-01,1.852430e-03
50,6.550946e-01,6.646679e-01,1.825655e-03
51,6.576405e-01,6.645301e-01,1.795050e-03
52,6.632189e-01,6.645049e-01,1.760707e-03
53,6.589378e-01,6.643998e-01,1.730617e-03
54,6.501459e-01,6.641359e-01,1.718581e-03
55,6.586324e-01,6.640358e-01,1.690244e-03
56,6.697946e-01,6.641387e-01,1.663187e-03
57,6.790270e-01,6.643999e-01,1.654391e-03
58,6.601432e-01,6.643265e-01,1.627494e-03
59,6.602703e-01,6.642577e-01,1.601361e-03
60,6.795703e-01,6.645129e-01,1.594878e-03
61,6.734351e-01,6.646592e-01,1.575425e-03
62,6.431243e-01,6.643119e-01,1.587843e-03
63,6.690622e-01,6.643873e-01,1.564428e-03
64,6.588703e-01,6.643011e-01,1.542357e-03
65,6.493838e-01,6.640716e-01,1.535608e-03
66,6.658757e-01,6.640989e-01,1.512584e-03
67,6.657730e-01,6.641239e-01,1.490215e-03
68,6.553081e-01,6.639942e-01,1.473928e-03
69,6.648784e-01,6.640071e-01,1.452623e-03
70,6.613270e-01,6.639688e-01,1.432375e-03
71,6.517432e-01,6.637966e-01,1.422513e-03
72,6.543568e-01,6.636655e-01,1.408785e-03
73,6.747162e-01,6.638168e-01,1.397596e-03
74,6.813459e-01,6.640537e-01,1.398640e-03
75,6.806892e-01,6.642755e-01,1.397469e-03
76,6.610811e-01,6.642335e-01,1.379713e-03
77,6.593730e-01,6.641704e-01,1.363238e-03
78,6.663324e-01,6.641981e-01,1.346042e-03
79,6.598135e-01,6.641426e-01,1.330147e-03
80,6.733351e-01,6.642575e-01,1.318474e-03
81,6.592784e-01,6.641960e-01,1.303629e-03
82,6.715892e-01,6.642862e-01,1.290845e-03
83,6.614135e-01,6.642516e-01,1.275757e-03
84,6.713027e-01,6.643355e-01,1.263328e-03
85,6.663297e-01,6.643590e-01,1.248683e-03
86,6.692568e-01,6.644159e-01,1.235461e-03
87,6.612297e-01,6.643793e-01,1.221803e-03
88,6.645892e-01,6.643817e-01,1.207922e-03
89,6.629081e-01,6.643651e-01,1.194463e-03
90,6.814676e-01,6.645552e-01,1.196211e-03
91,6.572027e-01,6.644744e-01,1.185792e-03
92,6.541486e-01,6.643621e-01,1.178202e-03
93,6.611189e-01,6.643273e-01,1.166049e-03
94,6.654730e-01,6.643394e-01,1.153708e-03
95,6.807649e-01,6.645123e-01,1.154447e-03
96,6.427676e-01,6.642858e-01,1.164430e-03
97,6.680459e-01,6.643246e-01,1.153071e-03
98,6.889135e-01,6.645755e-01,1.168285e-03
99,6.624973e-01,6.645545e-01,1.156672e-03
100,6.786405e-01,6.646954e-01,1.153651e-03
