BLOCK,ACTUAL_M,M_AVE,ERROR
1,4.580400e-02,4.580400e-02,0.000000e+00
2,2.731200e-02,3.655800e-02,6.537909e-03
3,5.628800e-02,4.313467e-02,6.916103e-03
4,5.775200e-02,4.678900e-02,6.076297e-03
5,3.387200e-02,4.420560e-02,5.382272e-03
6,3.492000e-02,4.265800e-02,4.702462e-03
7,3.727600e-02,4.188914e-02,4.093053e-03
8,7.097600e-02,4.552500e-02,4.938988e-03
9,6.277600e-02,4.744178e-02,4.747607e-03
10,6.336400e-02,4.903400e-02,4.531983e-03
11,4.747600e-02,4.889236e-02,4.122197e-03
12,5.978000e-02,4.979967e-02,3.877245e-03
13,6.111200e-02,5.066985e-02,3.675346e-03
14,6.102400e-02,5.140943e-02,3.486440e-03
15,4.323200e-02,5.086427e-02,3.296358e-03
16,4.531200e-02,5.051725e-02,3.108547e-03
17,4.807200e-02,5.037341e-02,2.929017e-03
18,7.720000e-02,5.186378e-02,3.122527e-03
19,6.335600e-02,5.246863e-02,3.016197e-03
20,6.886400e-02,5.328840e-02,2.974704e-03
21,6.083200e-02,5.364762e-02,2.854658e-03
22,5.786400e-02,5.383927e-02,2.731327e-03
23,4.578800e-02,5.348922e-02,2.634910e-03
24,4.520000e-02,5.314383e-02,2.547658e-03
25,5.078400e-02,5.304944e-02,2.447500e-03
26,5.404000e-02,5.308754e-02,2.353662e-03
27,6.488800e-02,5.352459e-02,2.306711e-03
28,5.575600e-02,5.360429e-02,2.225704e-03
29,6.376400e-02,5.395462e-02,2.176353e-03
30,5.279600e-02,5.391600e-02,2.104151e-03
31,6.315200e-02,5.421394e-02,2.057260e-03
32,6.564400e-02,5.457113e-02,2.023741e-03
33,4.111600e-02,5.416339e-02,2.003068e-03
34,5.243200e-02,5.411247e-02,1.944802e-03
35,4.827200e-02,5.394560e-02,1.896381e-03
36,6.788400e-02,5.433278e-02,1.882814e-03
37,5.148000e-02,5.425568e-02,1.833505e-03
38,4.610800e-02,5.404126e-02,1.797748e-03
39,7.013600e-02,5.445395e-02,1.798396e-03
40,5.063200e-02,5.435840e-02,1.755972e-03
41,4.560000e-02,5.414478e-02,1.726088e-03
42,4.664800e-02,5.396629e-02,1.694195e-03
43,5.811600e-02,5.406279e-02,1.657541e-03
44,5.432400e-02,5.406873e-02,1.619881e-03
45,5.491200e-02,5.408747e-02,1.583992e-03
46,5.878800e-02,5.418965e-02,1.552850e-03
47,4.767600e-02,5.405106e-02,1.525982e-03
48,4.305600e-02,5.382200e-02,1.511285e-03
49,7.142800e-02,5.418131e-02,1.522556e-03
50,5.492800e-02,5.419624e-02,1.492178e-03
51,5.490800e-02,5.421020e-02,1.462985e-03
52,6.125600e-02,5.434569e-02,1.441112e-03
53,6.263600e-02,5.450211e-02,1.422385e-03
54,4.954800e-02,5.441037e-02,1.399000e-03
55,5.764400e-02,5.446916e-02,1.374798e-03
56,4.827200e-02,5.435850e-02,1.354695e-03
57,5.436800e-02,5.435867e-02,1.330928e-03
58,6.372800e-02,5.452021e-02,1.317748e-03
59,6.283200e-02,5.466108e-02,1.302922e-03
60,7.374800e-02,5.497920e-02,1.319470e-03
61,6.578400e-02,5.515633e-02,1.309674e-03
62,5.389200e-02,5.513594e-02,1.288709e-03
63,6.252400e-02,5.525321e-02,1.273578e-03
64,4.569600e-02,5.510388e-02,1.262403e-03
65,5.720400e-02,5.513618e-02,1.243395e-03
66,5.666000e-02,5.515927e-02,1.224770e-03
67,5.402000e-02,5.514227e-02,1.206608e-03
68,5.159600e-02,5.509012e-02,1.189990e-03
69,7.209600e-02,5.533658e-02,1.197995e-03
70,5.770400e-02,5.537040e-02,1.181358e-03
71,6.482400e-02,5.550355e-02,1.172198e-03
72,5.940000e-02,5.555767e-02,1.157166e-03
73,5.207200e-02,5.550992e-02,1.142300e-03
74,4.545600e-02,5.537405e-02,1.134914e-03
75,5.598800e-02,5.538224e-02,1.119811e-03
76,4.282000e-02,5.521695e-02,1.117210e-03
77,3.808400e-02,5.499444e-02,1.124640e-03
78,5.700400e-02,5.502021e-02,1.110516e-03
79,5.319600e-02,5.499711e-02,1.096699e-03
80,5.114400e-02,5.494895e-02,1.084047e-03
81,5.304800e-02,5.492548e-02,1.070918e-03
82,5.904800e-02,5.497576e-02,1.059038e-03
83,3.384400e-02,5.472116e-02,1.076447e-03
84,3.832800e-02,5.452600e-02,1.081178e-03
85,5.107600e-02,5.448541e-02,1.069220e-03
86,5.314000e-02,5.446977e-02,1.056901e-03
87,4.182000e-02,5.432437e-02,1.054707e-03
88,3.791600e-02,5.413791e-02,1.059075e-03
89,5.764400e-02,5.417730e-02,1.047908e-03
90,3.511200e-02,5.396547e-02,1.057459e-03
91,3.348800e-02,5.374044e-02,1.069514e-03
92,4.792400e-02,5.367722e-02,1.059756e-03
93,4.490400e-02,5.358288e-02,1.052551e-03
94,3.959600e-02,5.343409e-02,1.051818e-03
95,4.649600e-02,5.336105e-02,1.043279e-03
96,5.752800e-02,5.340446e-02,1.033314e-03
97,5.046800e-02,5.337419e-02,1.023105e-03
98,3.766800e-02,5.321392e-02,1.025141e-03
99,5.554800e-02,5.323749e-02,1.015057e-03
100,4.089600e-02,5.311408e-02,1.012381e-03
