BLOCK,ACTUAL_M,M_AVE,ERROR
1,0.03132,0.03132,0
2,0.07312,0.05222,0.0147785
3,0.092,0.06548,0.0146386
4,0.05464,0.06277,0.011227
5,0.04332,0.05888,0.00963194
6,0.0092,0.0506,0.0110254
7,0.02832,0.0474171,0.00989908
8,0.0486,0.047565,0.0086628
9,0.0738,0.05048,0.00817601
10,0.06528,0.05196,0.00749116
11,-0.00272,0.0469891,0.00829709
12,0.05676,0.0478033,0.00764551
13,-0.00024,0.0441077,0.00790026
14,0.025,0.0427429,0.00745291
15,0.03476,0.0422107,0.00697503
16,0.04132,0.042155,0.00653931
17,0.03288,0.0416094,0.00617736
18,0.05496,0.0423511,0.00587853
19,0.04464,0.0424716,0.00557037
20,0.02284,0.04149,0.00537764
21,0.0798,0.0433143,0.00542217
22,0.052,0.0437091,0.00519006
23,0.03808,0.0434643,0.00497018
24,0.0832,0.04512,0.0050313
25,0.0016,0.0433792,0.00512235
26,0.08688,0.0450523,0.0051914
27,0.04768,0.0451496,0.00500003
28,0.04236,0.04505,0.00482245
29,0.09112,0.0466386,0.00491086
30,0.0386,0.0463707,0.00475447
31,0.043,0.0462619,0.00460234
32,0.01996,0.04544,0.00453132
33,0.03996,0.0452739,0.00439705
34,0.06692,0.0459106,0.00431357
35,0.01608,0.0450583,0.0042737
36,0.02456,0.0444889,0.00419274
37,0.0744,0.0452973,0.00415663
38,0.04364,0.0452537,0.00404747
39,0.039,0.0450933,0.00394687
40,0.06756,0.045655,0.00388795
41,0.0046,0.0446537,0.00391995
42,0.06124,0.0450486,0.00384646
43,0.01792,0.0444177,0.0038084
44,0.062,0.0448173,0.00374275
45,0.03072,0.044504,0.00367266
46,0.055,0.0447322,0.0035999
47,0.03108,0.0444417,0.00353501
48,0.0594,0.0447533,0.00347507
49,0.04248,0.0447069,0.00340446
50,0.05272,0.0448672,0.00334014
51,0.03936,0.0447592,0.0032764
52,0.05888,0.0450308,0.00322462
53,0.04188,0.0449713,0.00316433
54,0.05904,0.0452319,0.00311644
55,0.04152,0.0451644,0.0030605
56,0.00644,0.0444729,0.00308298
57,0.05332,0.0446281,0.0030328
58,-0.01864,0.0435372,0.00317062
59,0.09856,0.0444698,0.00325114
60,0.01016,0.043898,0.00324686
61,0.07492,0.0444066,0.00323321
62,0.06212,0.0446923,0.00319366
63,0.02168,0.044327,0.00316379
64,0.0588,0.0445531,0.00312243
65,0.03992,0.0444818,0.0030752
66,0.11016,0.045477,0.00318555
67,0.07544,0.0459242,0.00316924
68,0.0816,0.0464488,0.00316576
69,0.0844,0.0469988,0.0031673
70,0.05384,0.0470966,0.00312356
71,0.04904,0.0471239,0.00307969
72,0.1198,0.0481333,0.00319806
73,0.03924,0.0480115,0.00315657
74,0.08456,0.0485054,0.00315231
75,0.03312,0.0483003,0.00311695
76,0.04188,0.0482158,0.00307708
77,0.04456,0.0481683,0.00303749
78,0.05028,0.0481954,0.00299866
79,0.02904,0.0479529,0.00297049
80,0.0428,0.0478885,0.00293406
81,0.04188,0.0478143,0.00289878
82,0.062,0.0479873,0.00286858
83,0.04416,0.0479412,0.00283439
84,0.04824,0.0479448,0.00280065
85,0.02356,0.0476579,0.00278236
86,0.03208,0.0474767,0.00275589
87,0.02788,0.0472515,0.00273341
88,0.01956,0.0469368,0.0027204
89,0.04864,0.046956,0.0026899
90,0.04604,0.0469458,0.00266003
91,0.05708,0.0470571,0.00263313
92,0.01816,0.046743,0.00262318
93,0.0424,0.0466963,0.00259538
94,0.07188,0.0469643,0.00258156
95,0.07096,0.0472168,0.00256672
96,-0.00136,0.0467108,0.00258938
97,0.05584,0.0468049,0.00256439
98,0.01784,0.0465094,0.0025552
99,0.02196,0.0462614,0.0025414
100,0.06128,0.0464116,0.00252042
