BLOCK,ACTUAL_M,M_AVE,ERROR
1,1.110000e-02,1.110000e-02,0.000000e+00
2,1.710000e-02,1.410000e-02,2.121320e-03
3,1.890000e-02,1.570000e-02,1.925271e-03
4,1.270400e-02,1.495100e-02,1.582956e-03
5,1.124000e-02,1.420880e-02,1.429814e-03
6,1.383200e-02,1.414600e-02,1.192890e-03
7,1.959600e-02,1.492457e-02,1.251015e-03
8,1.668400e-02,1.514450e-02,1.113802e-03
9,1.621600e-02,1.526356e-02,9.963886e-04
10,1.968800e-02,1.570600e-02,9.901220e-04
11,6.696000e-03,1.488691e-02,1.191687e-03
12,1.449600e-02,1.485433e-02,1.092825e-03
13,1.628400e-02,1.496431e-02,1.014280e-03
14,1.447200e-02,1.492914e-02,9.424406e-04
15,1.556800e-02,1.497173e-02,8.805731e-04
16,1.450800e-02,1.494275e-02,8.260141e-04
17,1.863600e-02,1.516000e-02,8.054880e-04
18,1.447600e-02,1.512200e-02,7.616345e-04
19,9.140000e-03,1.480716e-02,7.839264e-04
20,1.423600e-02,1.477860e-02,7.452501e-04
21,1.160400e-02,1.462743e-02,7.249322e-04
22,9.984000e-03,1.441636e-02,7.220532e-04
23,8.844000e-03,1.417409e-02,7.301757e-04
24,1.643200e-02,1.426817e-02,7.057865e-04
25,1.689200e-02,1.437312e-02,6.853141e-04
26,8.084000e-03,1.413123e-02,7.003448e-04
27,1.358800e-02,1.411111e-02,6.746951e-04
28,1.977200e-02,1.431329e-02,6.802158e-04
29,1.346800e-02,1.428414e-02,6.573843e-04
30,1.310000e-02,1.424467e-02,6.366554e-04
31,8.032000e-03,1.404426e-02,6.468922e-04
32,1.400400e-02,1.404300e-02,6.266781e-04
33,1.054000e-02,1.393685e-02,6.166127e-04
34,1.336000e-02,1.391988e-02,5.987104e-04
35,2.320400e-02,1.418514e-02,6.376648e-04
36,1.270000e-02,1.414389e-02,6.212849e-04
37,1.994000e-02,1.430054e-02,6.239301e-04
38,1.552800e-02,1.433284e-02,6.083465e-04
39,1.790800e-02,1.442451e-02,5.996149e-04
40,1.108400e-02,1.434100e-02,5.904116e-04
41,1.163600e-02,1.427502e-02,5.796859e-04
42,1.737600e-02,1.434886e-02,5.705664e-04
43,1.713200e-02,1.441358e-02,5.609565e-04
44,8.968000e-03,1.428982e-02,5.616944e-04
45,1.380000e-02,1.427893e-02,5.493178e-04
46,1.490400e-02,1.429252e-02,5.375442e-04
47,1.404000e-02,1.428715e-02,5.261339e-04
48,9.088000e-03,1.417883e-02,5.262042e-04
49,1.485600e-02,1.419265e-02,5.156468e-04
50,8.376000e-03,1.407632e-02,5.182904e-04
51,1.237600e-02,1.404298e-02,5.091991e-04
52,8.488000e-03,1.393615e-02,5.104895e-04
53,1.954800e-02,1.404204e-02,5.117209e-04
54,1.315200e-02,1.402556e-02,5.025099e-04
55,1.718400e-02,1.408298e-02,4.966439e-04
56,1.932800e-02,1.417664e-02,4.965284e-04
57,2.432800e-02,1.435474e-02,5.187743e-04
58,1.335600e-02,1.433752e-02,5.101156e-04
59,1.488800e-02,1.434685e-02,5.015549e-04
60,1.308000e-02,1.432573e-02,4.936399e-04
61,9.040000e-03,1.423908e-02,4.930940e-04
62,1.718000e-02,1.428652e-02,4.874170e-04
63,1.422800e-02,1.428559e-02,4.796811e-04
64,1.022000e-02,1.422206e-02,4.763739e-04
65,1.223200e-02,1.419145e-02,4.700279e-04
66,1.663200e-02,1.422842e-02,4.643585e-04
67,1.558800e-02,1.424872e-02,4.578710e-04
68,9.152000e-03,1.417376e-02,4.572311e-04
69,1.882000e-02,1.424110e-02,4.555359e-04
70,1.295200e-02,1.422269e-02,4.494003e-04
71,1.436800e-02,1.422473e-02,4.430754e-04
72,1.105200e-02,1.418067e-02,4.391074e-04
73,1.809600e-02,1.423430e-02,4.363555e-04
74,1.515600e-02,1.424676e-02,4.306366e-04
75,1.450400e-02,1.425019e-02,4.249084e-04
76,8.276000e-03,1.417158e-02,4.265267e-04
77,7.500000e-03,1.408494e-02,4.296976e-04
78,1.947600e-02,1.415405e-02,4.297114e-04
79,1.339200e-02,1.414441e-02,4.243802e-04
80,1.570800e-02,1.416395e-02,4.195253e-04
81,1.345600e-02,1.415521e-02,4.144370e-04
82,1.565600e-02,1.417351e-02,4.097868e-04
83,1.337200e-02,1.416386e-02,4.049634e-04
84,2.048800e-02,1.423914e-02,4.070807e-04
85,1.178000e-02,1.421021e-02,4.033182e-04
86,1.440800e-02,1.421251e-02,3.986351e-04
87,1.320400e-02,1.420092e-02,3.942216e-04
88,1.677200e-02,1.423014e-02,3.908229e-04
89,1.695200e-02,1.426072e-02,3.876264e-04
90,1.532000e-02,1.427249e-02,3.834981e-04
91,1.573600e-02,1.428857e-02,3.796209e-04
92,8.724000e-03,1.422809e-02,3.802825e-04
93,1.464400e-02,1.423256e-02,3.762197e-04
94,1.427600e-02,1.423302e-02,3.722177e-04
95,1.794000e-02,1.427204e-02,3.703393e-04
96,1.329200e-02,1.426183e-02,3.666223e-04
97,1.671200e-02,1.428709e-02,3.637118e-04
98,1.910800e-02,1.433629e-02,3.633119e-04
99,2.360000e-02,1.442986e-02,3.714968e-04
100,1.784400e-02,1.446400e-02,3.693474e-04
