BLOCK,ACTUAL_M,M_AVE,ERROR
1,5.443200e-02,5.443200e-02,0.000000e+00
2,2.800400e-02,4.121800e-02,9.343709e-03
3,4.217200e-02,4.153600e-02,6.234548e-03
4,2.925600e-02,3.846600e-02,5.378924e-03
5,3.371600e-02,3.751600e-02,4.386229e-03
6,3.553200e-02,3.718533e-02,3.667634e-03
7,4.934000e-02,3.892171e-02,3.530873e-03
8,4.177600e-02,3.927850e-02,3.107488e-03
9,2.458800e-02,3.764622e-02,3.161978e-03
10,3.460800e-02,3.734240e-02,2.860340e-03
11,2.546400e-02,3.626255e-02,2.796727e-03
12,3.635200e-02,3.627000e-02,2.563677e-03
13,3.872000e-02,3.645846e-02,2.373388e-03
14,4.978400e-02,3.741029e-02,2.387102e-03
15,4.658400e-02,3.802187e-02,2.304975e-03
16,3.284000e-02,3.769800e-02,2.183548e-03
17,4.164400e-02,3.793012e-02,2.067405e-03
18,3.650000e-02,3.785067e-02,1.954075e-03
19,4.393200e-02,3.817074e-02,1.877259e-03
20,3.389600e-02,3.795700e-02,1.795523e-03
21,3.948800e-02,3.802990e-02,1.711501e-03
22,4.555600e-02,3.837200e-02,1.667544e-03
23,4.073200e-02,3.847461e-02,1.598196e-03
24,4.877200e-02,3.890367e-02,1.588154e-03
25,5.012400e-02,3.935248e-02,1.586778e-03
26,3.438800e-02,3.916154e-02,1.537194e-03
27,3.377600e-02,3.896207e-02,1.493146e-03
28,4.865600e-02,3.930829e-02,1.479412e-03
29,4.199600e-02,3.940097e-02,1.431298e-03
30,4.804800e-02,3.968920e-02,1.412312e-03
31,3.698000e-02,3.960181e-02,1.369455e-03
32,4.765600e-02,3.985350e-02,1.349591e-03
33,3.601600e-02,3.973721e-02,1.313695e-03
34,3.661600e-02,3.964541e-02,1.278260e-03
35,3.997600e-02,3.965486e-02,1.241773e-03
36,3.452400e-02,3.951233e-02,1.215431e-03
37,5.104800e-02,3.982411e-02,1.221915e-03
38,5.099600e-02,4.011811e-02,1.224617e-03
39,5.735200e-02,4.056000e-02,1.270445e-03
40,3.157200e-02,4.033530e-02,1.258398e-03
41,3.080000e-02,4.010273e-02,1.249011e-03
42,3.124800e-02,3.989190e-02,1.236938e-03
43,2.568400e-02,3.956149e-02,1.251525e-03
44,3.881200e-02,3.954445e-02,1.223197e-03
45,3.357200e-02,3.941173e-02,1.203194e-03
46,4.250000e-02,3.947887e-02,1.178909e-03
47,3.324400e-02,3.934621e-02,1.161266e-03
48,4.458000e-02,3.945525e-02,1.142180e-03
49,4.319200e-02,3.953151e-02,1.121413e-03
50,4.387600e-02,3.961840e-02,1.102346e-03
51,4.122800e-02,3.964996e-02,1.081183e-03
52,3.095600e-02,3.948277e-02,1.073240e-03
53,4.879200e-02,3.965842e-02,1.067267e-03
54,3.714400e-02,3.961185e-02,1.048518e-03
55,4.657200e-02,3.973840e-02,1.037063e-03
56,3.854000e-02,3.971700e-02,1.018764e-03
57,2.952400e-02,3.953818e-02,1.016465e-03
58,3.855200e-02,3.952117e-02,9.990817e-04
59,3.412000e-02,3.942963e-02,9.863333e-04
60,5.178800e-02,3.963560e-02,9.911675e-04
61,4.419600e-02,3.971036e-02,9.777342e-04
62,3.802000e-02,3.968310e-02,9.623444e-04
63,2.982000e-02,3.952654e-02,9.597192e-04
64,2.782800e-02,3.934375e-02,9.619733e-04
65,5.040400e-02,3.951391e-02,9.621051e-04
66,4.527600e-02,3.960121e-02,9.514807e-04
67,3.872800e-02,3.958818e-02,9.373687e-04
68,3.605600e-02,3.953624e-02,9.250220e-04
69,4.458800e-02,3.960945e-02,9.145087e-04
70,3.436800e-02,3.953457e-02,9.045045e-04
71,4.311200e-02,3.958496e-02,8.931673e-04
72,3.482800e-02,3.951889e-02,8.832024e-04
73,3.989600e-02,3.952405e-02,8.711188e-04
74,5.079200e-02,3.967632e-02,8.725537e-04
75,5.332400e-02,3.985829e-02,8.796896e-04
76,3.360400e-02,3.977600e-02,8.719554e-04
77,4.226400e-02,3.980831e-02,8.612298e-04
78,3.588000e-02,3.975795e-02,8.516597e-04
79,4.190800e-02,3.978516e-02,8.413139e-04
80,3.151200e-02,3.968175e-02,8.371293e-04
81,5.404800e-02,3.985911e-02,8.453742e-04
82,5.176800e-02,4.000434e-02,8.474478e-04
83,4.937600e-02,4.011725e-02,8.447261e-04
84,4.630400e-02,4.019090e-02,8.378745e-04
85,4.359600e-02,4.023096e-02,8.289743e-04
86,3.376000e-02,4.015572e-02,8.227428e-04
87,3.225200e-02,4.006487e-02,8.182863e-04
88,4.076000e-02,4.007277e-02,8.090257e-04
89,4.667200e-02,4.014692e-02,8.033263e-04
90,1.913600e-02,3.991347e-02,8.276277e-04
91,3.403600e-02,3.984888e-02,8.210492e-04
92,3.744000e-02,3.982270e-02,8.125421e-04
93,3.223200e-02,3.974108e-02,8.078941e-04
94,3.496000e-02,3.969021e-02,8.008990e-04
95,3.835200e-02,3.967613e-02,7.925923e-04
96,4.929600e-02,3.977633e-02,7.906453e-04
97,4.501600e-02,3.983035e-02,7.843374e-04
98,3.335600e-02,3.976429e-02,7.791113e-04
99,5.194400e-02,3.988731e-02,7.808946e-04
100,3.387600e-02,3.982720e-02,7.753959e-04
