BLOCK,ACTUAL_X,X_AVE,ERROR
1,1.007336e+00,1.007336e+00,0.000000e+00
2,9.976169e-01,1.002476e+00,3.436060e-03
3,1.006461e+00,1.003805e+00,2.534462e-03
4,9.958814e-01,1.001824e+00,2.560443e-03
5,9.876915e-01,9.989973e-01,3.253732e-03
6,9.905017e-01,9.975814e-01,3.003771e-03
7,9.859322e-01,9.959172e-01,3.000448e-03
8,9.467356e-01,9.897695e-01,6.321599e-03
9,9.772373e-01,9.883770e-01,5.770522e-03
10,9.954610e-01,9.890854e-01,5.236772e-03
11,1.008536e+00,9.908536e-01,5.050403e-03
12,9.696780e-01,9.890890e-01,4.928190e-03
13,9.953966e-01,9.895742e-01,4.572921e-03
14,1.008163e+00,9.909019e-01,4.434854e-03
15,1.017814e+00,9.926960e-01,4.487448e-03
16,1.013712e+00,9.940095e-01,4.395011e-03
17,9.649627e-01,9.923009e-01,4.456252e-03
18,9.805119e-01,9.916460e-01,4.256540e-03
19,9.880136e-01,9.914548e-01,4.036803e-03
20,9.945932e-01,9.916117e-01,3.838011e-03
21,1.012966e+00,9.926286e-01,3.787564e-03
22,9.834644e-01,9.922120e-01,3.638236e-03
23,1.030675e+00,9.938843e-01,3.845219e-03
24,1.030149e+00,9.953953e-01,3.970810e-03
25,1.003986e+00,9.957390e-01,3.826819e-03
26,9.980237e-01,9.958269e-01,3.680642e-03
27,1.000000e+00,9.959814e-01,3.547566e-03
28,9.742034e-01,9.952036e-01,3.505093e-03
29,9.866407e-01,9.949084e-01,3.396642e-03
30,1.018736e+00,9.957026e-01,3.375003e-03
31,9.793729e-01,9.951758e-01,3.306985e-03
32,1.002359e+00,9.954003e-01,3.211251e-03
33,9.905661e-01,9.952538e-01,3.117280e-03
34,9.964678e-01,9.952895e-01,3.025800e-03
35,9.653458e-01,9.944340e-01,3.057908e-03
36,9.437627e-01,9.930265e-01,3.280953e-03
37,9.764034e-01,9.925772e-01,3.222892e-03
38,9.595695e-01,9.917086e-01,3.253028e-03
39,9.908339e-01,9.916861e-01,3.169694e-03
40,1.018976e+00,9.923684e-01,3.163025e-03
41,9.860881e-01,9.922152e-01,3.089584e-03
42,1.010580e+00,9.926525e-01,3.046806e-03
43,9.974542e-01,9.927641e-01,2.977996e-03
44,9.576610e-01,9.919663e-01,3.015285e-03
45,9.816169e-01,9.917363e-01,2.957037e-03
46,1.013715e+00,9.922141e-01,2.931101e-03
47,9.540712e-01,9.914026e-01,2.978969e-03
48,9.842983e-01,9.912546e-01,2.920582e-03
49,1.007176e+00,9.915795e-01,2.878997e-03
50,1.017454e+00,9.920970e-01,2.867549e-03
51,9.861390e-01,9.919802e-01,2.813701e-03
52,9.981729e-01,9.920993e-01,2.762111e-03
53,9.787729e-01,9.918478e-01,2.721416e-03
54,9.731085e-01,9.915008e-01,2.693054e-03
55,1.001108e+00,9.916755e-01,2.649749e-03
56,1.002515e+00,9.918691e-01,2.609493e-03
57,1.014186e+00,9.922606e-01,2.592919e-03
58,9.896475e-01,9.922155e-01,2.548605e-03
59,1.008285e+00,9.924879e-01,2.519919e-03
60,9.723322e-01,9.921520e-01,2.500211e-03
61,9.922576e-01,9.921537e-01,2.459225e-03
62,9.531492e-01,9.915246e-01,2.498732e-03
63,9.692542e-01,9.911711e-01,2.483948e-03
64,9.718949e-01,9.908699e-01,2.463329e-03
65,9.727559e-01,9.905912e-01,2.441145e-03
66,9.867525e-01,9.905331e-01,2.404850e-03
67,9.826712e-01,9.904157e-01,2.371818e-03
68,9.633627e-01,9.900179e-01,2.370069e-03
69,1.005878e+00,9.902478e-01,2.346840e-03
70,9.905831e-01,9.902525e-01,2.313319e-03
71,9.986068e-01,9.903702e-01,2.283727e-03
72,9.824034e-01,9.902596e-01,2.254688e-03
73,9.696915e-01,9.899778e-01,2.241337e-03
74,9.702814e-01,9.897116e-01,2.226797e-03
75,1.011468e+00,9.900017e-01,2.215920e-03
76,9.838237e-01,9.899204e-01,2.188254e-03
77,1.024329e+00,9.903673e-01,2.204990e-03
78,9.825119e-01,9.902666e-01,2.179019e-03
79,1.025732e+00,9.907155e-01,2.197196e-03
80,9.920644e-01,9.907324e-01,2.169795e-03
81,1.006617e+00,9.909285e-01,2.151852e-03
82,9.795797e-01,9.907901e-01,2.130056e-03
83,1.028671e+00,9.912465e-01,2.152732e-03
84,9.711119e-01,9.910068e-01,2.140408e-03
85,9.802034e-01,9.908797e-01,2.118997e-03
86,9.971593e-01,9.909527e-01,2.095615e-03
87,1.021919e+00,9.913086e-01,2.101537e-03
88,9.695729e-01,9.910616e-01,2.092120e-03
89,1.016261e+00,9.913448e-01,2.087685e-03
90,9.832441e-01,9.912548e-01,2.066428e-03
91,9.864203e-01,9.912016e-01,2.044402e-03
92,1.010231e+00,9.914085e-01,2.032617e-03
93,9.683322e-01,9.911603e-01,2.025849e-03
94,9.679932e-01,9.909139e-01,2.019234e-03
95,9.836508e-01,9.908374e-01,1.999426e-03
96,1.016200e+00,9.911016e-01,1.995976e-03
97,1.025393e+00,9.914551e-01,2.006462e-03
98,9.882746e-01,9.914227e-01,1.986251e-03
99,1.000407e+00,9.915134e-01,1.968260e-03
100,9.881254e-01,9.914796e-01,1.948869e-03
