BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,1.475470e-01,1.475470e-01,0.000000e+00
2,1.499660e-01,1.487565e-01,8.552527e-04
3,1.467594e-01,1.480908e-01,7.877214e-04
4,1.511161e-01,1.488471e-01,8.820690e-04
5,1.519835e-01,1.494744e-01,9.015132e-04
6,1.512759e-01,1.497746e-01,7.997019e-04
7,1.536381e-01,1.503266e-01,8.549588e-04
8,1.486164e-01,1.501128e-01,7.743542e-04
9,1.539899e-01,1.505436e-01,7.992122e-04
10,1.532655e-01,1.508158e-01,7.642367e-04
11,1.510209e-01,1.508344e-01,6.949882e-04
12,1.491918e-01,1.506975e-01,6.504134e-04
13,1.515244e-01,1.507611e-01,6.034833e-04
14,1.468218e-01,1.504798e-01,6.225291e-04
15,1.483391e-01,1.503370e-01,5.971615e-04
16,1.523922e-01,1.504655e-01,5.734869e-04
17,1.534961e-01,1.506438e-01,5.667839e-04
18,1.515234e-01,1.506926e-01,5.373985e-04
19,1.535027e-01,1.508405e-01,5.290755e-04
20,1.490712e-01,1.507521e-01,5.099645e-04
21,1.536570e-01,1.508904e-01,5.040928e-04
22,1.510203e-01,1.508963e-01,4.812140e-04
23,1.514433e-01,1.509201e-01,4.608790e-04
24,1.516422e-01,1.509502e-01,4.426568e-04
25,1.501851e-01,1.509196e-01,4.260072e-04
26,1.493460e-01,1.508590e-01,4.138988e-04
27,1.503578e-01,1.508405e-01,3.989854e-04
28,1.524441e-01,1.508978e-01,3.888250e-04
29,1.468109e-01,1.507568e-01,4.001416e-04
30,1.521732e-01,1.508040e-01,3.895790e-04
31,1.558401e-01,1.509665e-01,4.094852e-04
32,1.485768e-01,1.508918e-01,4.034407e-04
33,1.490943e-01,1.508373e-01,3.948754e-04
34,1.517425e-01,1.508640e-01,3.841579e-04
35,1.461850e-01,1.507303e-01,3.957594e-04
36,1.497843e-01,1.507040e-01,3.856374e-04
37,1.454705e-01,1.505626e-01,4.003152e-04
38,1.484167e-01,1.505061e-01,3.937436e-04
39,1.494512e-01,1.504790e-01,3.845755e-04
40,1.507548e-01,1.504859e-01,3.750229e-04
41,1.486412e-01,1.504409e-01,3.685652e-04
42,1.552411e-01,1.505552e-01,3.770937e-04
43,1.513699e-01,1.505742e-01,3.687997e-04
44,1.498173e-01,1.505570e-01,3.608188e-04
45,1.523969e-01,1.505979e-01,3.551096e-04
46,1.496352e-01,1.505769e-01,3.480060e-04
47,1.537711e-01,1.506449e-01,3.471740e-04
48,1.519471e-01,1.506720e-01,3.409996e-04
49,1.522821e-01,1.507049e-01,3.356197e-04
50,1.510460e-01,1.507117e-01,3.289767e-04
51,1.517572e-01,1.507322e-01,3.231643e-04
52,1.500736e-01,1.507195e-01,3.171977e-04
53,1.498585e-01,1.507033e-01,3.116286e-04
54,1.470526e-01,1.506357e-01,3.131052e-04
55,1.473454e-01,1.505759e-01,3.130752e-04
56,1.491775e-01,1.505509e-01,3.084789e-04
57,1.541388e-01,1.506138e-01,3.094225e-04
58,1.495794e-01,1.505960e-01,3.046013e-04
59,1.521629e-01,1.506226e-01,3.005941e-04
60,1.535766e-01,1.506718e-01,2.995890e-04
61,1.481247e-01,1.506300e-01,2.975734e-04
62,1.518377e-01,1.506495e-01,2.934107e-04
63,1.507693e-01,1.506514e-01,2.887595e-04
64,1.519101e-01,1.506711e-01,2.849167e-04
65,1.535734e-01,1.507157e-01,2.840106e-04
66,1.510357e-01,1.507206e-01,2.797488e-04
67,1.485222e-01,1.506878e-01,2.774910e-04
68,1.490480e-01,1.506637e-01,2.744561e-04
69,1.507590e-01,1.506650e-01,2.704820e-04
70,1.494242e-01,1.506473e-01,2.671982e-04
71,1.534054e-01,1.506862e-01,2.662436e-04
72,1.500926e-01,1.506779e-01,2.626734e-04
73,1.476756e-01,1.506368e-01,2.622751e-04
74,1.500990e-01,1.506295e-01,2.588315e-04
75,1.501802e-01,1.506235e-01,2.554498e-04
76,1.533259e-01,1.506591e-01,2.545513e-04
77,1.517509e-01,1.506733e-01,2.516401e-04
78,1.486336e-01,1.506471e-01,2.497689e-04
79,1.527776e-01,1.506741e-01,2.480589e-04
80,1.477736e-01,1.506378e-01,2.475936e-04
81,1.519455e-01,1.506540e-01,2.450627e-04
82,1.550345e-01,1.507074e-01,2.478283e-04
83,1.526562e-01,1.507309e-01,2.459522e-04
84,1.476746e-01,1.506945e-01,2.457007e-04
85,1.478750e-01,1.506613e-01,2.450389e-04
86,1.554437e-01,1.507169e-01,2.484194e-04
87,1.491520e-01,1.506989e-01,2.462143e-04
88,1.533106e-01,1.507286e-01,2.451986e-04
89,1.542776e-01,1.507685e-01,2.456646e-04
90,1.479027e-01,1.507367e-01,2.449900e-04
91,1.497172e-01,1.507255e-01,2.425538e-04
92,1.495363e-01,1.507125e-01,2.402615e-04
93,1.462911e-01,1.506650e-01,2.423360e-04
94,1.531211e-01,1.506911e-01,2.411624e-04
95,1.517002e-01,1.507017e-01,2.388577e-04
96,1.524950e-01,1.507204e-01,2.370989e-04
97,1.524455e-01,1.507382e-01,2.353206e-04
98,1.509249e-01,1.507401e-01,2.329271e-04
99,1.541774e-01,1.507748e-01,2.331476e-04
100,1.476242e-01,1.507433e-01,2.329351e-04
