BLOCK,ACTUAL_X,X_AVE,ERROR
1,3.101411e+00,3.101411e+00,0.000000e+00
2,3.029577e+00,3.065494e+00,2.539726e-02
3,3.002160e+00,3.044383e+00,2.416204e-02
4,2.837377e+00,2.992631e+00,4.834302e-02
5,2.977000e+00,2.989505e+00,3.877537e-02
6,3.005960e+00,2.992248e+00,3.240965e-02
7,3.029143e+00,2.997518e+00,2.820503e-02
8,3.129360e+00,3.013999e+00,2.909846e-02
9,2.889497e+00,3.000165e+00,2.896750e-02
10,3.004354e+00,3.000584e+00,2.607378e-02
11,3.092994e+00,3.008985e+00,2.502025e-02
12,3.037543e+00,3.011365e+00,2.304813e-02
13,3.144400e+00,3.021598e+00,2.343720e-02
14,2.922943e+00,3.014551e+00,2.279789e-02
15,2.942051e+00,3.009718e+00,2.178436e-02
16,3.169034e+00,3.019675e+00,2.258412e-02
17,2.782286e+00,3.005711e+00,2.520572e-02
18,2.878149e+00,2.998624e+00,2.478164e-02
19,2.962691e+00,2.996733e+00,2.354940e-02
20,2.929691e+00,2.993381e+00,2.260924e-02
21,2.857417e+00,2.986907e+00,2.244050e-02
22,2.817046e+00,2.979186e+00,2.270992e-02
23,2.966754e+00,2.978645e+00,2.172896e-02
24,3.074109e+00,2.982623e+00,2.118453e-02
25,3.064360e+00,2.985892e+00,2.058789e-02
26,2.806109e+00,2.978978e+00,2.092507e-02
27,2.940846e+00,2.977565e+00,2.019767e-02
28,2.779943e+00,2.970507e+00,2.067275e-02
29,2.793943e+00,2.964419e+00,2.083719e-02
30,3.040297e+00,2.966948e+00,2.029554e-02
31,2.727286e+00,2.959217e+00,2.106191e-02
32,2.959240e+00,2.959218e+00,2.040372e-02
33,3.057091e+00,2.962184e+00,1.999982e-02
34,3.042926e+00,2.964558e+00,1.955207e-02
35,2.684451e+00,2.956555e+00,2.056623e-02
36,3.160789e+00,2.962229e+00,2.076267e-02
37,2.972783e+00,2.962514e+00,2.020347e-02
38,3.066663e+00,2.965255e+00,1.985684e-02
39,3.082057e+00,2.968250e+00,1.957224e-02
40,3.032309e+00,2.969851e+00,1.914834e-02
41,2.983080e+00,2.970174e+00,1.868403e-02
42,2.963709e+00,2.970020e+00,1.823981e-02
43,2.997920e+00,2.970669e+00,1.782716e-02
44,2.852349e+00,2.967979e+00,1.762365e-02
45,2.956349e+00,2.967721e+00,1.723390e-02
46,2.981417e+00,2.968019e+00,1.686183e-02
47,2.846360e+00,2.965430e+00,1.670056e-02
48,2.989617e+00,2.965934e+00,1.636023e-02
49,3.055206e+00,2.967756e+00,1.612747e-02
50,3.054914e+00,2.969499e+00,1.589885e-02
51,2.868131e+00,2.967512e+00,1.571086e-02
52,3.073954e+00,2.969559e+00,1.554151e-02
53,2.889703e+00,2.968052e+00,1.532113e-02
54,3.017811e+00,2.968973e+00,1.506509e-02
55,3.046063e+00,2.970375e+00,1.485624e-02
56,3.039806e+00,2.971615e+00,1.464260e-02
57,3.017640e+00,2.972422e+00,1.440795e-02
58,2.885657e+00,2.970926e+00,1.423699e-02
59,3.023109e+00,2.971811e+00,1.402313e-02
60,2.810177e+00,2.969117e+00,1.404578e-02
61,2.996566e+00,2.969567e+00,1.382273e-02
62,2.810720e+00,2.967005e+00,1.383518e-02
63,2.943491e+00,2.966632e+00,1.362061e-02
64,2.999029e+00,2.967138e+00,1.341719e-02
65,2.849909e+00,2.965334e+00,1.333144e-02
66,2.884760e+00,2.964113e+00,1.318522e-02
67,3.017994e+00,2.964918e+00,1.301293e-02
68,3.040194e+00,2.966025e+00,1.286856e-02
69,3.121771e+00,2.968282e+00,1.287850e-02
70,3.146914e+00,2.970834e+00,1.294489e-02
71,3.127606e+00,2.973042e+00,1.294951e-02
72,2.972749e+00,2.973038e+00,1.276966e-02
73,2.850086e+00,2.971353e+00,1.270532e-02
74,2.833486e+00,2.969490e+00,1.266949e-02
75,2.930229e+00,2.968967e+00,1.251137e-02
76,2.884280e+00,2.967853e+00,1.239627e-02
77,3.109611e+00,2.969694e+00,1.237124e-02
78,2.913469e+00,2.968973e+00,1.223361e-02
79,2.959486e+00,2.968853e+00,1.207935e-02
80,2.924137e+00,2.968294e+00,1.194128e-02
81,2.998343e+00,2.968665e+00,1.179962e-02
82,3.063486e+00,2.969821e+00,1.171224e-02
83,3.002520e+00,2.970215e+00,1.157776e-02
84,3.060360e+00,2.971288e+00,1.148955e-02
85,3.036069e+00,2.972050e+00,1.137963e-02
86,3.042783e+00,2.972873e+00,1.127699e-02
87,3.029434e+00,2.973523e+00,1.116610e-02
88,2.989503e+00,2.973704e+00,1.104069e-02
89,3.030451e+00,2.974342e+00,1.093503e-02
90,2.928829e+00,2.973836e+00,1.082522e-02
91,2.972703e+00,2.973824e+00,1.070626e-02
92,3.017360e+00,2.974297e+00,1.060035e-02
93,2.911211e+00,2.973619e+00,1.050805e-02
94,2.857909e+00,2.972388e+00,1.046811e-02
95,3.251343e+00,2.975324e+00,1.076188e-02
96,2.870869e+00,2.974236e+00,1.070464e-02
97,2.882937e+00,2.973295e+00,1.063558e-02
98,3.008491e+00,2.973654e+00,1.053312e-02
99,3.104760e+00,2.974978e+00,1.050964e-02
100,2.898194e+00,2.974211e+00,1.043256e-02
