BLOCK,ACTUAL_M,M_AVE,ERROR
1,9.999880e-01,9.999880e-01,0.000000e+00
2,1.000000e+00,9.999940e-01,4.242640e-06
3,1.000000e+00,9.999960e-01,3.265984e-06
4,9.997200e-01,9.999270e-01,5.980594e-05
5,9.999200e-01,9.999256e-01,4.786113e-05
6,1.000000e+00,9.999380e-01,4.145948e-05
7,9.997400e-01,9.999097e-01,4.414342e-05
8,1.000000e+00,9.999210e-01,4.004217e-05
9,1.000000e+00,9.999298e-01,3.654248e-05
10,1.000000e+00,9.999368e-01,3.355616e-05
11,1.000000e+00,9.999425e-01,3.099356e-05
12,1.000000e+00,9.999473e-01,2.877821e-05
13,1.000000e+00,9.999514e-01,2.684815e-05
14,9.998640e-01,9.999451e-01,2.564571e-05
15,1.000000e+00,9.999488e-01,2.419535e-05
16,1.000000e+00,9.999520e-01,2.289378e-05
17,1.000000e+00,9.999548e-01,2.172050e-05
18,9.999960e-01,9.999571e-01,2.063392e-05
19,1.000000e+00,9.999594e-01,1.967101e-05
20,9.999960e-01,9.999612e-01,1.877253e-05
21,1.000000e+00,9.999630e-01,1.796930e-05
22,1.000000e+00,9.999647e-01,1.723083e-05
23,1.000000e+00,9.999663e-01,1.654977e-05
24,1.000000e+00,9.999677e-01,1.591979e-05
25,1.000000e+00,9.999690e-01,1.533545e-05
26,1.000000e+00,9.999702e-01,1.479202e-05
27,1.000000e+00,9.999713e-01,1.428541e-05
28,1.000000e+00,9.999723e-01,1.381205e-05
29,1.000000e+00,9.999732e-01,1.336879e-05
30,1.000000e+00,9.999741e-01,1.295288e-05
31,1.000000e+00,9.999750e-01,1.256190e-05
32,1.000000e+00,9.999757e-01,1.219367e-05
33,9.999120e-01,9.999738e-01,1.197621e-05
34,9.994320e-01,9.999579e-01,1.953454e-05
35,1.000000e+00,9.999591e-01,1.901344e-05
36,1.000000e+00,9.999602e-01,1.851922e-05
37,9.999960e-01,9.999612e-01,1.804393e-05
38,9.997680e-01,9.999561e-01,1.827126e-05
39,1.000000e+00,9.999572e-01,1.783740e-05
40,1.000000e+00,9.999583e-01,1.742348e-05
41,1.000000e+00,9.999593e-01,1.702818e-05
42,1.000000e+00,9.999603e-01,1.665027e-05
43,1.000000e+00,9.999612e-01,1.628865e-05
44,1.000000e+00,9.999621e-01,1.594230e-05
45,1.000000e+00,9.999629e-01,1.561027e-05
46,1.000000e+00,9.999637e-01,1.529170e-05
47,1.000000e+00,9.999645e-01,1.498579e-05
48,9.998080e-01,9.999613e-01,1.502413e-05
49,1.000000e+00,9.999620e-01,1.473831e-05
50,1.000000e+00,9.999628e-01,1.446308e-05
51,1.000000e+00,9.999635e-01,1.419788e-05
52,1.000000e+00,9.999642e-01,1.394215e-05
53,1.000000e+00,9.999649e-01,1.369542e-05
54,1.000000e+00,9.999656e-01,1.345721e-05
55,1.000000e+00,9.999662e-01,1.322710e-05
56,1.000000e+00,9.999668e-01,1.300468e-05
57,1.000000e+00,9.999674e-01,1.278957e-05
58,1.000000e+00,9.999679e-01,1.258143e-05
59,1.000000e+00,9.999685e-01,1.237992e-05
60,1.000000e+00,9.999690e-01,1.218474e-05
61,9.998960e-01,9.999678e-01,1.204361e-05
62,1.000000e+00,9.999683e-01,1.186055e-05
63,1.000000e+00,9.999688e-01,1.168294e-05
64,9.999920e-01,9.999692e-01,1.150600e-05
65,1.000000e+00,9.999697e-01,1.133875e-05
66,1.000000e+00,9.999701e-01,1.117626e-05
67,1.000000e+00,9.999706e-01,1.101835e-05
68,9.998840e-01,9.999693e-01,1.092961e-05
69,1.000000e+00,9.999697e-01,1.078026e-05
70,1.000000e+00,9.999702e-01,1.063492e-05
71,9.999960e-01,9.999705e-01,1.049136e-05
72,9.999960e-01,9.999709e-01,1.035160e-05
73,1.000000e+00,9.999713e-01,1.021748e-05
74,1.000000e+00,9.999717e-01,1.008677e-05
75,9.999440e-01,9.999713e-01,9.959027e-06
76,1.000000e+00,9.999717e-01,9.835141e-06
77,1.000000e+00,9.999721e-01,9.714284e-06
78,1.000000e+00,9.999724e-01,9.596348e-06
79,9.992520e-01,9.999633e-01,1.311026e-05
80,1.000000e+00,9.999637e-01,1.295441e-05
81,9.992040e-01,9.999544e-01,1.583003e-05
82,1.000000e+00,9.999549e-01,1.564676e-05
83,9.996240e-01,9.999509e-01,1.595815e-05
84,9.999880e-01,9.999514e-01,1.577427e-05
85,1.000000e+00,9.999520e-01,1.559906e-05
86,1.000000e+00,9.999525e-01,1.542768e-05
87,1.000000e+00,9.999531e-01,1.526000e-05
88,9.999720e-01,9.999533e-01,1.508811e-05
89,1.000000e+00,9.999538e-01,1.492771e-05
90,1.000000e+00,9.999543e-01,1.477067e-05
91,9.997520e-01,9.999521e-01,1.477472e-05
92,1.000000e+00,9.999526e-01,1.462330e-05
93,9.999240e-01,9.999523e-01,1.446930e-05
94,1.000000e+00,9.999528e-01,1.432426e-05
95,1.000000e+00,9.999533e-01,1.418209e-05
96,1.000000e+00,9.999538e-01,1.404270e-05
97,1.000000e+00,9.999543e-01,1.390601e-05
98,9.998600e-01,9.999533e-01,1.379734e-05
99,1.000000e+00,9.999538e-01,1.366603e-05
100,1.000000e+00,9.999542e-01,1.353719e-05
