BLOCK,ACTUAL_M,M_AVE,ERROR
1,2.158800e-02,2.158800e-02,0.000000e+00
2,2.756400e-02,2.457600e-02,2.112835e-03
3,1.662800e-02,2.192667e-02,2.581345e-03
4,2.402400e-02,2.245100e-02,1.988548e-03
5,2.305600e-02,2.257200e-02,1.594516e-03
6,1.620000e-02,2.151000e-02,1.644835e-03
7,2.336000e-02,2.177429e-02,1.430933e-03
8,2.246800e-02,2.186100e-02,1.254691e-03
9,2.704000e-02,2.243644e-02,1.240240e-03
10,2.816800e-02,2.300960e-02,1.241610e-03
11,2.293200e-02,2.300255e-02,1.128756e-03
12,2.310400e-02,2.301100e-02,1.034725e-03
13,2.579200e-02,2.322492e-02,9.769940e-04
14,2.404400e-02,2.328343e-02,9.089588e-04
15,2.284000e-02,2.325387e-02,8.488421e-04
16,2.612800e-02,2.343350e-02,8.145749e-04
17,2.601200e-02,2.358518e-02,7.806523e-04
18,2.709600e-02,2.378022e-02,7.612590e-04
19,1.874800e-02,2.351537e-02,7.658815e-04
20,1.506000e-02,2.309260e-02,8.361698e-04
21,2.235200e-02,2.305733e-02,7.970956e-04
22,1.853600e-02,2.285182e-02,7.869121e-04
23,2.548000e-02,2.296609e-02,7.609498e-04
24,1.942400e-02,2.281850e-02,7.434181e-04
25,1.760000e-02,2.260976e-02,7.424087e-04
26,2.666000e-02,2.276554e-02,7.300150e-04
27,2.606800e-02,2.288785e-02,7.131505e-04
28,2.232800e-02,2.286786e-02,6.879611e-04
29,2.119600e-02,2.281021e-02,6.666494e-04
30,1.238400e-02,2.246267e-02,7.294143e-04
31,1.754000e-02,2.230387e-02,7.229634e-04
32,2.011600e-02,2.223550e-02,7.035963e-04
33,1.804400e-02,2.210848e-02,6.936450e-04
34,2.726800e-02,2.226024e-02,6.896433e-04
35,2.412800e-02,2.231360e-02,6.720008e-04
36,3.078800e-02,2.254900e-02,6.933393e-04
37,2.937600e-02,2.273351e-02,6.987208e-04
38,2.041600e-02,2.267253e-02,6.829898e-04
39,2.408000e-02,2.270862e-02,6.664300e-04
40,1.479600e-02,2.251080e-02,6.784930e-04
41,2.272400e-02,2.251600e-02,6.619643e-04
42,2.254400e-02,2.251667e-02,6.462036e-04
43,2.125200e-02,2.248726e-02,6.318446e-04
44,2.115200e-02,2.245691e-02,6.182128e-04
45,1.891600e-02,2.237822e-02,6.094618e-04
46,2.228800e-02,2.237626e-02,5.962158e-04
47,1.612000e-02,2.224315e-02,5.982052e-04
48,2.455600e-02,2.229133e-02,5.876800e-04
49,1.734800e-02,2.219045e-02,5.842815e-04
50,1.785600e-02,2.210376e-02,5.789912e-04
51,1.413200e-02,2.194745e-02,5.883594e-04
52,1.426800e-02,2.179977e-02,5.952908e-04
53,2.485200e-02,2.185736e-02,5.868380e-04
54,2.499600e-02,2.191548e-02,5.788418e-04
55,2.297600e-02,2.193476e-02,5.686385e-04
56,2.115600e-02,2.192086e-02,5.586542e-04
57,1.758400e-02,2.184477e-02,5.540102e-04
58,2.694000e-02,2.193262e-02,5.513794e-04
59,1.719600e-02,2.185234e-02,5.478474e-04
60,2.182800e-02,2.185193e-02,5.387167e-04
61,2.584000e-02,2.191731e-02,5.338377e-04
62,2.731200e-02,2.200432e-02,5.322712e-04
63,1.702000e-02,2.192521e-02,5.296697e-04
64,1.218800e-02,2.177306e-02,5.428051e-04
65,1.748400e-02,2.170708e-02,5.384500e-04
66,1.147600e-02,2.155206e-02,5.521551e-04
67,8.936000e-03,2.136376e-02,5.751260e-04
68,2.340800e-02,2.139382e-02,5.674534e-04
69,2.729600e-02,2.147936e-02,5.656398e-04
70,1.888000e-02,2.144223e-02,5.587768e-04
71,1.616000e-02,2.136783e-02,5.558374e-04
72,2.520400e-02,2.142111e-02,5.506651e-04
73,1.999600e-02,2.140159e-02,5.434677e-04
74,2.422800e-02,2.143978e-02,5.374640e-04
75,2.280400e-02,2.145797e-02,5.306056e-04
76,2.030000e-02,2.144274e-02,5.238426e-04
77,2.118800e-02,2.143943e-02,5.170499e-04
78,2.454400e-02,2.147923e-02,5.119508e-04
79,2.939200e-02,2.157939e-02,5.151754e-04
80,2.213200e-02,2.158630e-02,5.087820e-04
81,1.572000e-02,2.151388e-02,5.076292e-04
82,3.406800e-02,2.166698e-02,5.240173e-04
83,1.840800e-02,2.162771e-02,5.191728e-04
84,2.682800e-02,2.168962e-02,5.166701e-04
85,2.802000e-02,2.176409e-02,5.159313e-04
86,9.544000e-03,2.162200e-02,5.291377e-04
87,2.145600e-02,2.162009e-02,5.230591e-04
88,2.827200e-02,2.169568e-02,5.225486e-04
89,2.720400e-02,2.175757e-02,5.203296e-04
90,1.604400e-02,2.169409e-02,5.184065e-04
91,2.054000e-02,2.168141e-02,5.128648e-04
92,1.416800e-02,2.159974e-02,5.137513e-04
93,2.188400e-02,2.160280e-02,5.082362e-04
94,2.894400e-02,2.168089e-02,5.087945e-04
95,1.902800e-02,2.165297e-02,5.042045e-04
96,2.137200e-02,2.165004e-02,4.989609e-04
97,2.637600e-02,2.169876e-02,4.961899e-04
98,3.119200e-02,2.179563e-02,5.004933e-04
99,2.580000e-02,2.183608e-02,4.970695e-04
100,2.344800e-02,2.185220e-02,4.923601e-04
