BLOCK,ACTUAL_M,M_AVE,ERROR
1,1.000000e+00,1.000000e+00,0.000000e+00
2,1.000000e+00,1.000000e+00,0.000000e+00
3,1.000000e+00,1.000000e+00,0.000000e+00
4,1.000000e+00,1.000000e+00,0.000000e+00
5,1.000000e+00,1.000000e+00,0.000000e+00
6,1.000000e+00,1.000000e+00,0.000000e+00
7,1.000000e+00,1.000000e+00,0.000000e+00
8,1.000000e+00,1.000000e+00,0.000000e+00
9,1.000000e+00,1.000000e+00,0.000000e+00
10,1.000000e+00,1.000000e+00,0.000000e+00
11,1.000000e+00,1.000000e+00,0.000000e+00
12,1.000000e+00,1.000000e+00,0.000000e+00
13,1.000000e+00,1.000000e+00,0.000000e+00
14,1.000000e+00,1.000000e+00,0.000000e+00
15,1.000000e+00,1.000000e+00,0.000000e+00
16,1.000000e+00,1.000000e+00,0.000000e+00
17,1.000000e+00,1.000000e+00,0.000000e+00
18,1.000000e+00,1.000000e+00,0.000000e+00
19,1.000000e+00,1.000000e+00,0.000000e+00
20,1.000000e+00,1.000000e+00,0.000000e+00
21,1.000000e+00,1.000000e+00,0.000000e+00
22,1.000000e+00,1.000000e+00,0.000000e+00
23,1.000000e+00,1.000000e+00,0.000000e+00
24,1.000000e+00,1.000000e+00,0.000000e+00
25,1.000000e+00,1.000000e+00,0.000000e+00
26,1.000000e+00,1.000000e+00,0.000000e+00
27,1.000000e+00,1.000000e+00,0.000000e+00
28,1.000000e+00,1.000000e+00,0.000000e+00
29,1.000000e+00,1.000000e+00,0.000000e+00
30,1.000000e+00,1.000000e+00,0.000000e+00
31,1.000000e+00,1.000000e+00,0.000000e+00
32,1.000000e+00,1.000000e+00,0.000000e+00
33,1.000000e+00,1.000000e+00,0.000000e+00
34,1.000000e+00,1.000000e+00,0.000000e+00
35,1.000000e+00,1.000000e+00,0.000000e+00
36,1.000000e+00,1.000000e+00,0.000000e+00
37,1.000000e+00,1.000000e+00,0.000000e+00
38,1.000000e+00,1.000000e+00,0.000000e+00
39,1.000000e+00,1.000000e+00,0.000000e+00
40,1.000000e+00,1.000000e+00,0.000000e+00
41,1.000000e+00,1.000000e+00,0.000000e+00
42,1.000000e+00,1.000000e+00,0.000000e+00
43,1.000000e+00,1.000000e+00,0.000000e+00
44,1.000000e+00,1.000000e+00,0.000000e+00
45,1.000000e+00,1.000000e+00,0.000000e+00
46,1.000000e+00,1.000000e+00,0.000000e+00
47,1.000000e+00,1.000000e+00,0.000000e+00
48,9.998080e-01,9.999960e-01,3.958114e-06
49,1.000000e+00,9.999961e-01,3.878178e-06
50,1.000000e+00,9.999962e-01,3.801406e-06
51,1.000000e+00,9.999962e-01,3.727614e-06
52,1.000000e+00,9.999963e-01,3.656632e-06
53,1.000000e+00,9.999964e-01,3.588303e-06
54,1.000000e+00,9.999964e-01,3.522480e-06
55,1.000000e+00,9.999965e-01,3.459028e-06
56,1.000000e+00,9.999966e-01,3.397821e-06
57,1.000000e+00,9.999966e-01,3.338743e-06
58,1.000000e+00,9.999967e-01,3.281683e-06
59,1.000000e+00,9.999967e-01,3.226541e-06
60,1.000000e+00,9.999968e-01,3.173221e-06
61,1.000000e+00,9.999969e-01,3.121635e-06
62,1.000000e+00,9.999969e-01,3.071699e-06
63,1.000000e+00,9.999970e-01,3.023334e-06
64,1.000000e+00,9.999970e-01,2.976470e-06
65,1.000000e+00,9.999970e-01,2.931036e-06
66,1.000000e+00,9.999971e-01,2.886968e-06
67,1.000000e+00,9.999971e-01,2.844205e-06
68,1.000000e+00,9.999972e-01,2.802691e-06
69,1.000000e+00,9.999972e-01,2.762371e-06
70,1.000000e+00,9.999973e-01,2.723195e-06
71,1.000000e+00,9.999973e-01,2.685114e-06
72,1.000000e+00,9.999973e-01,2.648083e-06
73,1.000000e+00,9.999974e-01,2.612060e-06
74,1.000000e+00,9.999974e-01,2.577004e-06
75,1.000000e+00,9.999974e-01,2.542876e-06
76,1.000000e+00,9.999975e-01,2.509640e-06
77,1.000000e+00,9.999975e-01,2.477262e-06
78,1.000000e+00,9.999975e-01,2.445708e-06
79,1.000000e+00,9.999976e-01,2.414948e-06
80,1.000000e+00,9.999976e-01,2.384953e-06
81,1.000000e+00,9.999976e-01,2.355693e-06
82,1.000000e+00,9.999977e-01,2.327142e-06
83,1.000000e+00,9.999977e-01,2.299275e-06
84,1.000000e+00,9.999977e-01,2.272068e-06
85,1.000000e+00,9.999977e-01,2.245497e-06
86,1.000000e+00,9.999978e-01,2.219540e-06
87,1.000000e+00,9.999978e-01,2.194177e-06
88,1.000000e+00,9.999978e-01,2.169386e-06
89,1.000000e+00,9.999978e-01,2.145149e-06
90,1.000000e+00,9.999979e-01,2.121448e-06
91,1.000000e+00,9.999979e-01,2.098265e-06
92,1.000000e+00,9.999979e-01,2.075583e-06
93,1.000000e+00,9.999979e-01,2.053387e-06
94,1.000000e+00,9.999980e-01,2.031659e-06
95,1.000000e+00,9.999980e-01,2.010387e-06
96,1.000000e+00,9.999980e-01,1.989556e-06
97,1.000000e+00,9.999980e-01,1.969152e-06
98,1.000000e+00,9.999980e-01,1.949162e-06
99,1.000000e+00,9.999981e-01,1.929574e-06
100,1.000000e+00,9.999981e-01,1.910376e-06
