BLOCK,ACTUAL_M,M_AVE,ERROR
1,3.771600e-02,3.771600e-02,0.000000e+00
2,2.528800e-02,3.150200e-02,4.393962e-03
3,4.445600e-02,3.582000e-02,4.583768e-03
4,4.859600e-02,3.901400e-02,4.412468e-03
5,4.422000e-02,4.005520e-02,3.650753e-03
6,3.477200e-02,3.917467e-02,3.146692e-03
7,3.738400e-02,3.891886e-02,2.707542e-03
8,4.568400e-02,3.976450e-02,2.497670e-03
9,5.589200e-02,4.155644e-02,2.789866e-03
10,5.204000e-02,4.260480e-02,2.700677e-03
11,5.343200e-02,4.358909e-02,2.628416e-03
12,5.730800e-02,4.473233e-02,2.646357e-03
13,4.922800e-02,4.507815e-02,2.465283e-03
14,4.460000e-02,4.504400e-02,2.289428e-03
15,3.052000e-02,4.407573e-02,2.332584e-03
16,4.864000e-02,4.436100e-02,2.204172e-03
17,5.714000e-02,4.511271e-02,2.198962e-03
18,4.610400e-02,4.516778e-02,2.077487e-03
19,5.276400e-02,4.556758e-02,2.006247e-03
20,4.550400e-02,4.556440e-02,1.905937e-03
21,5.215200e-02,4.587810e-02,1.840812e-03
22,4.963600e-02,4.604891e-02,1.765046e-03
23,4.307200e-02,4.591948e-02,1.693044e-03
24,4.582400e-02,4.591550e-02,1.622505e-03
25,4.456000e-02,4.586128e-02,1.558511e-03
26,4.674800e-02,4.589538e-02,1.498941e-03
27,5.738000e-02,4.632074e-02,1.502565e-03
28,4.171200e-02,4.615614e-02,1.457890e-03
29,5.069200e-02,4.631255e-02,1.415983e-03
30,4.031200e-02,4.611253e-02,1.382838e-03
31,4.360800e-02,4.603174e-02,1.340589e-03
32,4.340800e-02,4.594975e-02,1.301200e-03
33,4.373200e-02,4.588255e-02,1.263504e-03
34,4.098800e-02,4.573859e-02,1.234516e-03
35,5.017600e-02,4.586537e-02,1.205737e-03
36,4.861600e-02,4.594178e-02,1.174662e-03
37,4.847200e-02,4.601016e-02,1.144904e-03
38,4.300400e-02,4.593105e-02,1.117504e-03
39,5.108000e-02,4.606308e-02,1.096622e-03
40,4.202000e-02,4.596200e-02,1.073854e-03
41,4.954800e-02,4.604946e-02,1.051218e-03
42,3.944800e-02,4.589229e-02,1.037873e-03
43,5.079200e-02,4.600623e-02,1.019973e-03
44,4.109200e-02,4.589455e-02,1.002888e-03
45,5.378400e-02,4.606987e-02,9.958079e-04
46,4.248400e-02,4.599191e-02,9.772063e-04
47,4.335600e-02,4.593583e-02,9.580227e-04
48,4.015600e-02,4.581542e-02,9.456009e-04
49,5.086000e-02,4.591837e-02,9.318904e-04
50,4.150400e-02,4.583008e-02,9.174252e-04
51,4.616800e-02,4.583671e-02,8.994604e-04
52,5.130000e-02,4.594177e-02,8.882780e-04
53,5.198000e-02,4.605570e-02,8.787938e-04
54,4.306800e-02,4.600037e-02,8.642598e-04
55,4.879600e-02,4.605120e-02,8.500394e-04
56,4.286400e-02,4.599429e-02,8.367633e-04
57,4.087200e-02,4.590442e-02,8.268946e-04
58,5.102800e-02,4.599276e-02,8.173428e-04
59,4.118800e-02,4.591132e-02,8.075363e-04
60,4.487200e-02,4.589400e-02,7.942632e-04
61,5.126800e-02,4.598210e-02,7.861131e-04
62,4.347600e-02,4.594168e-02,7.744724e-04
63,4.436000e-02,4.591657e-02,7.625860e-04
64,4.463600e-02,4.589656e-02,7.509330e-04
65,5.698000e-02,4.606708e-02,7.584926e-04
66,3.938800e-02,4.596588e-02,7.537210e-04
67,3.816000e-02,4.584937e-02,7.514218e-04
68,3.796000e-02,4.573335e-02,7.492748e-04
69,5.496800e-02,4.586719e-02,7.502734e-04
70,4.728000e-02,4.588737e-02,7.398266e-04
71,5.941200e-02,4.607786e-02,7.535306e-04
72,5.101200e-02,4.614639e-02,7.461746e-04
73,4.527600e-02,4.613447e-02,7.360483e-04
74,3.976400e-02,4.604838e-02,7.311187e-04
75,4.726800e-02,4.606464e-02,7.215513e-04
76,3.914800e-02,4.597363e-02,7.177736e-04
77,4.626800e-02,4.597745e-02,7.084621e-04
78,3.131200e-02,4.578944e-02,7.238985e-04
79,5.258000e-02,4.587539e-02,7.198204e-04
80,4.634000e-02,4.588120e-02,7.108461e-04
81,4.859200e-02,4.591467e-02,7.028576e-04
82,5.366800e-02,4.600922e-02,7.006172e-04
83,3.982400e-02,4.593470e-02,6.961279e-04
84,4.604800e-02,4.593605e-02,6.878420e-04
85,4.654400e-02,4.594320e-02,6.797869e-04
86,4.696000e-02,4.595502e-02,6.719853e-04
87,3.800000e-02,4.586359e-02,6.704533e-04
88,3.367600e-02,4.572509e-02,6.769879e-04
89,4.654800e-02,4.573434e-02,6.694444e-04
90,3.550800e-02,4.562071e-02,6.715799e-04
91,4.942000e-02,4.566246e-02,6.654964e-04
92,3.450800e-02,4.554122e-02,6.692161e-04
93,3.982000e-02,4.547970e-02,6.648418e-04
94,5.290000e-02,4.555864e-02,6.624388e-04
95,4.503600e-02,4.555314e-02,6.554886e-04
96,4.304000e-02,4.552696e-02,6.491832e-04
97,5.334000e-02,4.560751e-02,6.474682e-04
98,4.954800e-02,4.564771e-02,6.421087e-04
99,4.672800e-02,4.565863e-02,6.357154e-04
100,4.920400e-02,4.569408e-02,6.303461e-04
