BLOCK,ACTUAL_X,X_AVE,ERROR
1,2.524919e+00,2.524919e+00,0.000000e+00
2,2.636881e+00,2.580900e+00,3.958460e-02
3,2.646692e+00,2.602831e+00,3.189127e-02
4,2.577703e+00,2.596549e+00,2.452937e-02
5,2.544935e+00,2.586226e+00,2.168705e-02
6,2.580308e+00,2.585240e+00,1.809495e-02
7,2.494341e+00,2.572254e+00,1.962384e-02
8,2.502541e+00,2.563540e+00,1.900745e-02
9,2.607951e+00,2.568474e+00,1.752436e-02
10,2.667103e+00,2.578337e+00,1.833852e-02
11,2.721524e+00,2.591354e+00,2.078397e-02
12,2.549081e+00,2.587832e+00,1.934822e-02
13,2.671114e+00,2.594238e+00,1.889073e-02
14,2.540297e+00,2.590385e+00,1.793000e-02
15,2.630232e+00,2.593041e+00,1.693031e-02
16,2.646762e+00,2.596399e+00,1.620167e-02
17,2.548638e+00,2.593590e+00,1.549031e-02
18,2.684741e+00,2.598653e+00,1.543529e-02
19,2.530919e+00,2.595088e+00,1.502896e-02
20,2.813476e+00,2.606008e+00,1.780781e-02
21,2.540805e+00,2.602903e+00,1.722837e-02
22,2.455730e+00,2.596213e+00,1.769645e-02
23,2.593957e+00,2.596115e+00,1.692731e-02
24,2.743054e+00,2.602238e+00,1.729382e-02
25,2.663757e+00,2.604698e+00,1.677622e-02
26,2.580222e+00,2.603757e+00,1.615738e-02
27,2.506600e+00,2.600159e+00,1.595462e-02
28,2.613811e+00,2.600646e+00,1.539226e-02
29,2.588886e+00,2.600241e+00,1.486684e-02
30,2.550584e+00,2.598585e+00,1.446313e-02
31,2.597514e+00,2.598551e+00,1.399662e-02
32,2.613114e+00,2.599006e+00,1.356662e-02
33,2.630076e+00,2.599947e+00,1.318814e-02
34,2.747443e+00,2.604286e+00,1.349489e-02
35,2.527081e+00,2.602080e+00,1.328838e-02
36,2.588632e+00,2.601706e+00,1.292451e-02
37,2.651114e+00,2.603041e+00,1.264399e-02
38,2.538092e+00,2.601332e+00,1.242624e-02
39,2.651038e+00,2.602607e+00,1.217281e-02
40,2.663832e+00,2.604137e+00,1.196433e-02
41,2.683719e+00,2.606078e+00,1.182892e-02
42,2.607151e+00,2.606104e+00,1.154731e-02
43,2.642038e+00,2.606940e+00,1.130896e-02
44,2.536303e+00,2.605334e+00,1.116531e-02
45,2.666438e+00,2.606692e+00,1.099945e-02
46,2.633270e+00,2.607270e+00,1.077549e-02
47,2.635086e+00,2.607862e+00,1.056247e-02
48,2.507935e+00,2.605780e+00,1.054558e-02
49,2.639184e+00,2.606462e+00,1.035237e-02
50,2.710946e+00,2.608551e+00,1.035408e-02
51,2.640859e+00,2.609185e+00,1.017042e-02
52,2.654854e+00,2.610063e+00,1.001269e-02
53,2.798411e+00,2.613617e+00,1.043538e-02
54,2.726822e+00,2.615713e+00,1.045058e-02
55,2.729324e+00,2.617779e+00,1.046273e-02
56,2.669092e+00,2.618695e+00,1.031594e-02
57,2.660086e+00,2.619421e+00,1.016049e-02
58,2.618789e+00,2.619410e+00,9.985311e-03
59,2.634881e+00,2.619673e+00,9.819511e-03
60,2.611000e+00,2.619528e+00,9.656916e-03
61,2.599605e+00,2.619202e+00,9.504127e-03
62,2.615314e+00,2.619139e+00,9.351042e-03
63,2.538903e+00,2.617865e+00,9.288937e-03
64,2.622097e+00,2.617931e+00,9.144033e-03
65,2.676476e+00,2.618832e+00,9.047605e-03
66,2.603859e+00,2.618605e+00,8.913364e-03
67,2.588454e+00,2.618155e+00,8.791682e-03
68,2.574254e+00,2.617510e+00,8.686064e-03
69,2.652373e+00,2.618015e+00,8.574862e-03
70,2.604919e+00,2.617828e+00,8.454405e-03
71,2.806292e+00,2.620482e+00,8.742107e-03
72,2.511930e+00,2.618974e+00,8.749731e-03
73,2.693351e+00,2.619993e+00,8.688989e-03
74,2.532541e+00,2.618812e+00,8.651566e-03
75,2.745222e+00,2.620497e+00,8.698841e-03
76,2.485184e+00,2.618717e+00,8.764694e-03
77,2.780638e+00,2.620819e+00,8.899559e-03
78,2.540184e+00,2.619786e+00,8.845302e-03
79,2.593865e+00,2.619458e+00,8.739419e-03
80,2.562670e+00,2.618748e+00,8.658956e-03
81,2.711935e+00,2.619898e+00,8.628145e-03
82,2.678449e+00,2.620612e+00,8.552417e-03
83,2.665584e+00,2.621154e+00,8.466522e-03
84,2.579341e+00,2.620656e+00,8.380351e-03
85,2.603227e+00,2.620451e+00,8.284266e-03
86,2.537151e+00,2.619483e+00,8.244368e-03
87,2.688427e+00,2.620275e+00,8.187603e-03
88,2.673789e+00,2.620883e+00,8.117114e-03
89,2.638530e+00,2.621081e+00,8.028332e-03
90,2.548989e+00,2.620280e+00,7.978989e-03
91,2.753238e+00,2.621741e+00,8.023965e-03
92,2.710092e+00,2.622702e+00,7.994009e-03
93,2.524524e+00,2.621646e+00,7.977452e-03
94,2.715897e+00,2.622649e+00,7.955348e-03
95,2.672730e+00,2.623176e+00,7.889055e-03
96,2.743086e+00,2.624425e+00,7.905141e-03
97,2.591395e+00,2.624085e+00,7.830975e-03
98,2.626643e+00,2.624111e+00,7.751111e-03
99,2.529286e+00,2.623153e+00,7.731770e-03
100,2.656114e+00,2.623482e+00,7.661475e-03
