BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-0.303208,-0.303208,0
2,-0.397005,-0.350106,0.0331624
3,-0.401722,-0.367311,0.0261938
4,-0.38049,-0.370606,0.0198515
5,-0.385965,-0.373678,0.0161171
6,-0.359198,-0.371265,0.0136104
7,-0.332406,-0.365714,0.012748
8,-0.341371,-0.362671,0.0115119
9,-0.401599,-0.366996,0.0110154
10,-0.398299,-0.370126,0.0103491
11,-0.421629,-0.374808,0.0104137
12,-0.43036,-0.379438,0.0105246
13,-0.392495,-0.380442,0.00976286
14,-0.390042,-0.381128,0.00908956
15,-0.436819,-0.384841,0.0092107
16,-0.42466,-0.387329,0.00896495
17,-0.381553,-0.386989,0.00844404
18,-0.422458,-0.38896,0.00820162
19,-0.380303,-0.388504,0.0077826
20,-0.396851,-0.388922,0.00740465
21,-0.40972,-0.389912,0.00711797
22,-0.438526,-0.392122,0.00712918
23,-0.395911,-0.392286,0.00682112
24,-0.435366,-0.394081,0.00676897
25,-0.454133,-0.396484,0.00691128
26,-0.393046,-0.396351,0.00664673
27,-0.382358,-0.395833,0.00642073
28,-0.442321,-0.397493,0.00640247
29,-0.44154,-0.399012,0.0063593
30,-0.404027,-0.399179,0.00614952
31,-0.446428,-0.400704,0.00613712
32,-0.398792,-0.400644,0.00594563
33,-0.457387,-0.402363,0.00600896
34,-0.400598,-0.402311,0.00583245
35,-0.420493,-0.402831,0.00568889
36,-0.398582,-0.402713,0.00553209
37,-0.392354,-0.402433,0.00538966
38,-0.409151,-0.40261,0.00525072
39,-0.357519,-0.401453,0.00524184
40,-0.398281,-0.401374,0.00511139
41,-0.423758,-0.40192,0.00501579
42,-0.462755,-0.403369,0.00510122
43,-0.425214,-0.403877,0.00500782
44,-0.421369,-0.404274,0.00490976
45,-0.386187,-0.403872,0.00481708
46,-0.378084,-0.403312,0.00474487
47,-0.384384,-0.402909,0.00466098
48,-0.375543,-0.402339,0.00459861
49,-0.358201,-0.401438,0.00459214
50,-0.387878,-0.401167,0.00450829
51,-0.4494,-0.402113,0.00451801
52,-0.463137,-0.403286,0.004581
53,-0.438276,-0.403946,0.00454189
54,-0.43794,-0.404576,0.0045012
55,-0.461814,-0.405616,0.00453807
56,-0.478249,-0.406913,0.00463867
57,-0.393991,-0.406687,0.00456283
58,-0.384003,-0.406296,0.00450089
59,-0.377591,-0.405809,0.00445082
60,-0.341076,-0.40473,0.00450551
61,-0.393868,-0.404552,0.00443516
62,-0.395077,-0.404399,0.00436626
63,-0.409149,-0.404475,0.00429761
64,-0.41325,-0.404612,0.00423264
65,-0.386906,-0.404339,0.00417628
66,-0.410792,-0.404437,0.00411415
67,-0.389731,-0.404218,0.00405859
68,-0.476689,-0.405284,0.00413647
69,-0.44088,-0.405799,0.00410857
70,-0.4246,-0.406068,0.00405864
71,-0.421625,-0.406287,0.00400739
72,-0.428519,-0.406596,0.00396361
73,-0.419775,-0.406776,0.00391342
74,-0.448301,-0.407338,0.00390056
75,-0.401244,-0.407256,0.0038494
76,-0.437416,-0.407653,0.00381915
77,-0.424124,-0.407867,0.00377554
78,-0.410889,-0.407906,0.00372733
79,-0.421722,-0.408081,0.00368425
80,-0.461539,-0.408749,0.0036983
81,-0.443355,-0.409176,0.00367724
82,-0.453519,-0.409717,0.00367194
83,-0.379379,-0.409351,0.00364585
84,-0.34641,-0.408602,0.00367864
85,-0.377554,-0.408237,0.00365345
86,-0.403475,-0.408181,0.00361139
87,-0.403361,-0.408126,0.0035703
88,-0.378059,-0.407784,0.00354604
89,-0.397665,-0.407671,0.00350802
90,-0.375853,-0.407317,0.00348681
91,-0.402758,-0.407267,0.00344885
92,-0.413512,-0.407335,0.00341203
93,-0.351313,-0.406733,0.00342811
94,-0.399419,-0.406655,0.00339252
95,-0.423972,-0.406837,0.0033617
96,-0.429108,-0.407069,0.00333468
97,-0.383293,-0.406824,0.0033093
98,-0.387466,-0.406626,0.00328142
99,-0.421158,-0.406773,0.00325156
100,-0.366722,-0.406373,0.00324361
