BLOCK,ACTUAL_P,P_AVE,ERROR
1,0.0499389,0.0499389,0
2,0.053023,0.0514809,0.00109041
3,0.0532012,0.0520544,0.00086467
4,0.0524966,0.0521649,0.000655534
5,0.05269,0.0522699,0.000532772
6,0.051803,0.0521921,0.000449624
7,0.0509034,0.052008,0.000421403
8,0.051208,0.051908,0.000380408
9,0.0532159,0.0520533,0.000364843
10,0.0530814,0.0521561,0.000342538
11,0.0538652,0.0523115,0.00034484
12,0.0541523,0.0524649,0.000348557
13,0.0529044,0.0524987,0.000323381
14,0.0528015,0.0525204,0.000301004
15,0.0543717,0.0526438,0.000305194
16,0.0539634,0.0527263,0.000297055
17,0.0525318,0.0527148,0.000279801
18,0.05388,0.0527796,0.000271642
19,0.0524865,0.0527641,0.000257782
20,0.0530435,0.0527781,0.000245271
21,0.0534642,0.0528108,0.000235758
22,0.0544274,0.0528843,0.000236216
23,0.0530205,0.0528902,0.00022602
24,0.0542896,0.0529485,0.000223998
25,0.0549247,0.0530275,0.00022856
26,0.0529089,0.053023,0.000219815
27,0.0525501,0.0530055,0.00021237
28,0.0545256,0.0530597,0.000211612
29,0.0545056,0.0531096,0.000210106
30,0.0532645,0.0531148,0.000203166
31,0.0546744,0.0531651,0.000202745
32,0.053094,0.0531629,0.000196422
33,0.0550377,0.0532197,0.000198516
34,0.0531505,0.0532176,0.000192688
35,0.0538025,0.0532343,0.000187905
36,0.0530821,0.0532301,0.000182733
37,0.0528786,0.0532206,0.000178041
38,0.0534462,0.0532266,0.000173455
39,0.0517287,0.0531881,0.000173207
40,0.0530691,0.0531852,0.000168903
41,0.0539288,0.0532033,0.000165754
42,0.0552165,0.0532512,0.000168596
43,0.0539705,0.053268,0.000165503
44,0.0538419,0.053281,0.000162254
45,0.0526614,0.0532672,0.000159232
46,0.0524121,0.0532486,0.000156852
47,0.0526155,0.0532352,0.000154092
48,0.0523361,0.0532164,0.000152016
49,0.0517468,0.0531865,0.000151843
50,0.0527311,0.0531773,0.000149079
51,0.0547773,0.0532087,0.000149421
52,0.0552218,0.0532474,0.000151479
53,0.0544221,0.0532696,0.000150234
54,0.0543995,0.0532905,0.000148902
55,0.0551904,0.0533251,0.000150148
56,0.0557252,0.0533679,0.000153462
57,0.0529417,0.0533604,0.000150951
58,0.0526059,0.0533474,0.000148908
59,0.0524017,0.0533314,0.000147245
60,0.0511874,0.0532957,0.000149064
61,0.0529405,0.0532898,0.000146734
62,0.0529654,0.0532846,0.00014446
63,0.0534301,0.0532869,0.000142186
64,0.0535898,0.0532917,0.000140043
65,0.0527006,0.0532826,0.000138183
66,0.0535108,0.053286,0.000136133
67,0.0528045,0.0532788,0.00013429
68,0.0556828,0.0533142,0.00013689
69,0.054503,0.0533314,0.000135986
70,0.0539473,0.0533402,0.000134328
71,0.0538382,0.0533472,0.000132619
72,0.0540853,0.0533575,0.000131172
73,0.053793,0.0533634,0.000129511
74,0.0547407,0.0533821,0.000129091
75,0.0531928,0.0533795,0.000127395
76,0.0543824,0.0533927,0.0001264
77,0.0539544,0.0534,0.000124969
78,0.0534923,0.0534012,0.000123372
79,0.0538732,0.0534072,0.000121955
80,0.0551765,0.0534293,0.00012242
81,0.0545808,0.0534435,0.000121731
82,0.0549089,0.0534614,0.000121551
83,0.0524701,0.0534494,0.000120672
84,0.0513733,0.0534247,0.00012174
85,0.0523961,0.0534126,0.000120908
86,0.0532436,0.0534107,0.000119518
87,0.0532597,0.0534089,0.000118157
88,0.0524167,0.0533976,0.000117351
89,0.0530578,0.0533938,0.000116094
90,0.0523486,0.0533822,0.000115384
91,0.0532333,0.0533806,0.000114128
92,0.0535904,0.0533829,0.00011291
93,0.0515259,0.0533629,0.000113447
94,0.0531124,0.0533602,0.000112272
95,0.0539563,0.0533665,0.000111265
96,0.0541155,0.0533743,0.000110379
97,0.0525845,0.0533662,0.000109541
98,0.0527216,0.0533596,0.000108621
99,0.0538694,0.0533647,0.000107646
100,0.052046,0.0533515,0.000107374
