BLOCK,ACTUAL_T,T_AVE,ERROR
1,9.576576e-01,9.576576e-01,0.000000e+00
2,1.015804e+00,9.867310e-01,2.055799e-02
3,1.090600e+00,1.021354e+00,3.141667e-02
4,1.132728e+00,1.049198e+00,3.371404e-02
5,1.170840e+00,1.073526e+00,3.465467e-02
6,1.158892e+00,1.087754e+00,3.166508e-02
7,1.149308e+00,1.096547e+00,2.833618e-02
8,1.155893e+00,1.103965e+00,2.574688e-02
9,1.142180e+00,1.108211e+00,2.323360e-02
10,1.149917e+00,1.112382e+00,2.128126e-02
11,1.172889e+00,1.117883e+00,2.004488e-02
12,1.219726e+00,1.126369e+00,2.009098e-02
13,1.193722e+00,1.131550e+00,1.920192e-02
14,1.182085e+00,1.135160e+00,1.816645e-02
15,1.215001e+00,1.140483e+00,1.771799e-02
16,1.213842e+00,1.145068e+00,1.719362e-02
17,1.198577e+00,1.148215e+00,1.646782e-02
18,1.179304e+00,1.149943e+00,1.564325e-02
19,1.191789e+00,1.152145e+00,1.497416e-02
20,1.188016e+00,1.153938e+00,1.433247e-02
21,1.228579e+00,1.157493e+00,1.408379e-02
22,1.205579e+00,1.159679e+00,1.361217e-02
23,1.164773e+00,1.159900e+00,1.302213e-02
24,1.178471e+00,1.160674e+00,1.250251e-02
25,1.177511e+00,1.161347e+00,1.202054e-02
26,1.153604e+00,1.161049e+00,1.156190e-02
27,1.216430e+00,1.163101e+00,1.131416e-02
28,1.213004e+00,1.164883e+00,1.104957e-02
29,1.207020e+00,1.166336e+00,1.076365e-02
30,1.189195e+00,1.167098e+00,1.043180e-02
31,1.176965e+00,1.167416e+00,1.010015e-02
32,1.207310e+00,1.168663e+00,9.861156e-03
33,1.190278e+00,1.169318e+00,9.584063e-03
34,1.178680e+00,1.169593e+00,9.306133e-03
35,1.163847e+00,1.169429e+00,9.041692e-03
36,1.215198e+00,1.170700e+00,8.879469e-03
37,1.237555e+00,1.172507e+00,8.821410e-03
38,1.247257e+00,1.174474e+00,8.805860e-03
39,1.260537e+00,1.176681e+00,8.852250e-03
40,1.250448e+00,1.178525e+00,8.820949e-03
41,1.270427e+00,1.180767e+00,8.886037e-03
42,1.256971e+00,1.182581e+00,8.857763e-03
43,1.229717e+00,1.183677e+00,8.719334e-03
44,1.211025e+00,1.184299e+00,8.543291e-03
45,1.218902e+00,1.185068e+00,8.387975e-03
46,1.258525e+00,1.186665e+00,8.356252e-03
47,1.220386e+00,1.187382e+00,8.209204e-03
48,1.242292e+00,1.188526e+00,8.117494e-03
49,1.204786e+00,1.188858e+00,7.958611e-03
50,1.166772e+00,1.188416e+00,7.811686e-03
51,1.218560e+00,1.189007e+00,7.680844e-03
52,1.226334e+00,1.189725e+00,7.566604e-03
53,1.212866e+00,1.190162e+00,7.436424e-03
54,1.195802e+00,1.190266e+00,7.299446e-03
55,1.208625e+00,1.190600e+00,7.174357e-03
56,1.202839e+00,1.190819e+00,7.049571e-03
57,1.173575e+00,1.190516e+00,6.932382e-03
58,1.172768e+00,1.190210e+00,6.819609e-03
59,1.188222e+00,1.190176e+00,6.704106e-03
60,1.176358e+00,1.189946e+00,6.596325e-03
61,1.159083e+00,1.189440e+00,6.507564e-03
62,1.163196e+00,1.189017e+00,6.416355e-03
63,1.173265e+00,1.188767e+00,6.319378e-03
64,1.181694e+00,1.188656e+00,6.221604e-03
65,1.194310e+00,1.188743e+00,6.126495e-03
66,1.181159e+00,1.188628e+00,6.034747e-03
67,1.155892e+00,1.188140e+00,5.964423e-03
68,1.186858e+00,1.188121e+00,5.876741e-03
69,1.202385e+00,1.188328e+00,5.795205e-03
70,1.180129e+00,1.188210e+00,5.713600e-03
71,1.161638e+00,1.187836e+00,5.645371e-03
72,1.166383e+00,1.187538e+00,5.574821e-03
73,1.180005e+00,1.187435e+00,5.499409e-03
74,1.177269e+00,1.187298e+00,5.426808e-03
75,1.214463e+00,1.187660e+00,5.366524e-03
76,1.234271e+00,1.188273e+00,5.330842e-03
77,1.209843e+00,1.188553e+00,5.268965e-03
78,1.236195e+00,1.189164e+00,5.236697e-03
79,1.237574e+00,1.189777e+00,5.206139e-03
80,1.230160e+00,1.190282e+00,5.165476e-03
81,1.201012e+00,1.190414e+00,5.103403e-03
82,1.182795e+00,1.190321e+00,5.042012e-03
83,1.188376e+00,1.190298e+00,4.981319e-03
84,1.203496e+00,1.190455e+00,4.924495e-03
85,1.224254e+00,1.190853e+00,4.882588e-03
86,1.218700e+00,1.191176e+00,4.836539e-03
87,1.225358e+00,1.191569e+00,4.796878e-03
88,1.229703e+00,1.192003e+00,4.761901e-03
89,1.217695e+00,1.192291e+00,4.717139e-03
90,1.234305e+00,1.192758e+00,4.687769e-03
91,1.244236e+00,1.193324e+00,4.670262e-03
92,1.199711e+00,1.193393e+00,4.620014e-03
93,1.204428e+00,1.193512e+00,4.571860e-03
94,1.192774e+00,1.193504e+00,4.523230e-03
95,1.194284e+00,1.193512e+00,4.475625e-03
96,1.189012e+00,1.193465e+00,4.429249e-03
97,1.179937e+00,1.193326e+00,4.385782e-03
98,1.169557e+00,1.193083e+00,4.347730e-03
99,1.180502e+00,1.192956e+00,4.305671e-03
100,1.204728e+00,1.193074e+00,4.264223e-03
101,1.189208e+00,1.193036e+00,4.222175e-03
102,1.173088e+00,1.192840e+00,4.185308e-03
103,1.181200e+00,1.192727e+00,4.146199e-03
104,1.193616e+00,1.192736e+00,4.106340e-03
105,1.211524e+00,1.192915e+00,4.071129e-03
106,1.176941e+00,1.192764e+00,4.035510e-03
107,1.181753e+00,1.192661e+00,3.999107e-03
108,1.178174e+00,1.192527e+00,3.964327e-03
109,1.177088e+00,1.192385e+00,3.930487e-03
110,1.198219e+00,1.192438e+00,3.895113e-03
111,1.170684e+00,1.192242e+00,3.864949e-03
112,1.158846e+00,1.191944e+00,3.841926e-03
113,1.160377e+00,1.191665e+00,3.818070e-03
114,1.189721e+00,1.191648e+00,3.784616e-03
115,1.204904e+00,1.191763e+00,3.753462e-03
116,1.188334e+00,1.191733e+00,3.721220e-03
117,1.187889e+00,1.191701e+00,3.689560e-03
118,1.205773e+00,1.191820e+00,3.660220e-03
119,1.187441e+00,1.191783e+00,3.629647e-03
120,1.158927e+00,1.191509e+00,3.609712e-03
121,1.169850e+00,1.191330e+00,3.584315e-03
122,1.165396e+00,1.191118e+00,3.561233e-03
123,1.170183e+00,1.190947e+00,3.536345e-03
124,1.165009e+00,1.190738e+00,3.514007e-03
125,1.135321e+00,1.190295e+00,3.513751e-03
126,1.107433e+00,1.189637e+00,3.546871e-03
127,1.114669e+00,1.189047e+00,3.567726e-03
128,1.120273e+00,1.188510e+00,3.580083e-03
129,1.123980e+00,1.188009e+00,3.587107e-03
130,1.153546e+00,1.187744e+00,3.569296e-03
131,1.173650e+00,1.187637e+00,3.543671e-03
132,1.187938e+00,1.187639e+00,3.516826e-03
133,1.188065e+00,1.187642e+00,3.490385e-03
134,1.189365e+00,1.187655e+00,3.464361e-03
135,1.172157e+00,1.187540e+00,3.440601e-03
136,1.153038e+00,1.187287e+00,3.424642e-03
137,1.196501e+00,1.187354e+00,3.400305e-03
138,1.220220e+00,1.187592e+00,3.383996e-03
139,1.223991e+00,1.187854e+00,3.369767e-03
140,1.189459e+00,1.187865e+00,3.345716e-03
141,1.165094e+00,1.187704e+00,3.325884e-03
142,1.173142e+00,1.187601e+00,3.304042e-03
143,1.191200e+00,1.187626e+00,3.281033e-03
144,1.231140e+00,1.187929e+00,3.272134e-03
145,1.239615e+00,1.188285e+00,3.268925e-03
146,1.237201e+00,1.188620e+00,3.263660e-03
147,1.194734e+00,1.188662e+00,3.241723e-03
148,1.167954e+00,1.188522e+00,3.222838e-03
149,1.211131e+00,1.188674e+00,3.204778e-03
150,1.222395e+00,1.188898e+00,3.191288e-03
151,1.217572e+00,1.189088e+00,3.175798e-03
152,1.186678e+00,1.189072e+00,3.154944e-03
153,1.193086e+00,1.189099e+00,3.134433e-03
154,1.175730e+00,1.189012e+00,3.115281e-03
155,1.144616e+00,1.188725e+00,3.108322e-03
156,1.158646e+00,1.188533e+00,3.094371e-03
157,1.168837e+00,1.188407e+00,3.077204e-03
158,1.176976e+00,1.188335e+00,3.058578e-03
159,1.197164e+00,1.188390e+00,3.039846e-03
160,1.193302e+00,1.188421e+00,3.021002e-03
161,1.214371e+00,1.188582e+00,3.006535e-03
162,1.243461e+00,1.188921e+00,3.007000e-03
163,1.203869e+00,1.189013e+00,2.989950e-03
164,1.190241e+00,1.189020e+00,2.971728e-03
165,1.191681e+00,1.189036e+00,2.953761e-03
166,1.242731e+00,1.189360e+00,2.953625e-03
167,1.224927e+00,1.189573e+00,2.943607e-03
168,1.228627e+00,1.189805e+00,2.935251e-03
169,1.247177e+00,1.190145e+00,2.937448e-03
170,1.241052e+00,1.190444e+00,2.935393e-03
171,1.226505e+00,1.190655e+00,2.925793e-03
172,1.236817e+00,1.190923e+00,2.921065e-03
173,1.268664e+00,1.191373e+00,2.938542e-03
174,1.242446e+00,1.191666e+00,2.936277e-03
175,1.218330e+00,1.191819e+00,2.923449e-03
176,1.198106e+00,1.191854e+00,2.907057e-03
177,1.215999e+00,1.191991e+00,2.893832e-03
178,1.248336e+00,1.192307e+00,2.894835e-03
179,1.235052e+00,1.192546e+00,2.888496e-03
180,1.189223e+00,1.192528e+00,2.872508e-03
181,1.194009e+00,1.192536e+00,2.856649e-03
182,1.236171e+00,1.192776e+00,2.850996e-03
183,1.225804e+00,1.192956e+00,2.841124e-03
184,1.218267e+00,1.193094e+00,2.829011e-03
185,1.205508e+00,1.193161e+00,2.814515e-03
186,1.222040e+00,1.193316e+00,2.803663e-03
187,1.235569e+00,1.193542e+00,2.797760e-03
188,1.199598e+00,1.193574e+00,2.783064e-03
189,1.207158e+00,1.193646e+00,2.769267e-03
190,1.222624e+00,1.193799e+00,2.758888e-03
191,1.212099e+00,1.193894e+00,2.746107e-03
192,1.191219e+00,1.193880e+00,2.731840e-03
193,1.226013e+00,1.194047e+00,2.722754e-03
194,1.184288e+00,1.193997e+00,2.709184e-03
195,1.181007e+00,1.193930e+00,2.696109e-03
196,1.188837e+00,1.193904e+00,2.682479e-03
197,1.199223e+00,1.193931e+00,2.668998e-03
198,1.200584e+00,1.193965e+00,2.655730e-03
199,1.185422e+00,1.193922e+00,2.642731e-03
200,1.194288e+00,1.193924e+00,2.629518e-03
201,1.202590e+00,1.193967e+00,2.616789e-03
202,1.209213e+00,1.194042e+00,2.604923e-03
203,1.197507e+00,1.194059e+00,2.592147e-03
204,1.193854e+00,1.194058e+00,2.579441e-03
205,1.223596e+00,1.194202e+00,2.570879e-03
206,1.227648e+00,1.194365e+00,2.563521e-03
207,1.208058e+00,1.194431e+00,2.551990e-03
208,1.235850e+00,1.194630e+00,2.547478e-03
209,1.259922e+00,1.194942e+00,2.554373e-03
210,1.247416e+00,1.195192e+00,2.554401e-03
211,1.240185e+00,1.195405e+00,2.551180e-03
212,1.252894e+00,1.195677e+00,2.553517e-03
213,1.253051e+00,1.195946e+00,2.555697e-03
214,1.224745e+00,1.196081e+00,2.547295e-03
215,1.218825e+00,1.196186e+00,2.537643e-03
216,1.245431e+00,1.196414e+00,2.536115e-03
217,1.261813e+00,1.196716e+00,2.542271e-03
218,1.257312e+00,1.196994e+00,2.545760e-03
219,1.247252e+00,1.197223e+00,2.544459e-03
220,1.199236e+00,1.197232e+00,2.532910e-03
221,1.217953e+00,1.197326e+00,2.523183e-03
222,1.228951e+00,1.197468e+00,2.515836e-03
223,1.240459e+00,1.197661e+00,2.511929e-03
224,1.210529e+00,1.197719e+00,2.501372e-03
225,1.219124e+00,1.197814e+00,2.492063e-03
226,1.211743e+00,1.197875e+00,2.481799e-03
227,1.210721e+00,1.197932e+00,2.471511e-03
228,1.217181e+00,1.198016e+00,2.462112e-03
229,1.244824e+00,1.198221e+00,2.459830e-03
230,1.238964e+00,1.198398e+00,2.455506e-03
231,1.213411e+00,1.198463e+00,2.445736e-03
232,1.198595e+00,1.198464e+00,2.435194e-03
233,1.176218e+00,1.198368e+00,2.426613e-03
234,1.160721e+00,1.198207e+00,2.421571e-03
235,1.140272e+00,1.197961e+00,2.423783e-03
236,1.139937e+00,1.197715e+00,2.425951e-03
237,1.164529e+00,1.197575e+00,2.419752e-03
238,1.184757e+00,1.197521e+00,2.410184e-03
239,1.189556e+00,1.197488e+00,2.400330e-03
240,1.181080e+00,1.197419e+00,2.391302e-03
241,1.178761e+00,1.197342e+00,2.382633e-03
242,1.180360e+00,1.197272e+00,2.373821e-03
243,1.203021e+00,1.197295e+00,2.364170e-03
244,1.217669e+00,1.197379e+00,2.355954e-03
245,1.214016e+00,1.197447e+00,2.347317e-03
246,1.219047e+00,1.197535e+00,2.339417e-03
247,1.199259e+00,1.197542e+00,2.329956e-03
248,1.184191e+00,1.197488e+00,2.321182e-03
249,1.190235e+00,1.197459e+00,2.312043e-03
250,1.189087e+00,1.197425e+00,2.303037e-03
251,1.193790e+00,1.197411e+00,2.293908e-03
252,1.182064e+00,1.197350e+00,2.285613e-03
253,1.207595e+00,1.197390e+00,2.276938e-03
254,1.214916e+00,1.197459e+00,2.269018e-03
255,1.210381e+00,1.197510e+00,2.260686e-03
256,1.190208e+00,1.197481e+00,2.252035e-03
257,1.204082e+00,1.197507e+00,2.243419e-03
258,1.221251e+00,1.197599e+00,2.236610e-03
259,1.195018e+00,1.197589e+00,2.227997e-03
260,1.198861e+00,1.197594e+00,2.219433e-03
261,1.208993e+00,1.197638e+00,2.211359e-03
262,1.187577e+00,1.197599e+00,2.203252e-03
263,1.199523e+00,1.197607e+00,2.194887e-03
264,1.191129e+00,1.197582e+00,2.186710e-03
265,1.167156e+00,1.197467e+00,2.181471e-03
266,1.188090e+00,1.197432e+00,2.173554e-03
267,1.189014e+00,1.197400e+00,2.165642e-03
268,1.177671e+00,1.197327e+00,2.158813e-03
269,1.179887e+00,1.197262e+00,2.151760e-03
270,1.205917e+00,1.197294e+00,2.144030e-03
271,1.188804e+00,1.197263e+00,2.136347e-03
272,1.193259e+00,1.197248e+00,2.128544e-03
273,1.214703e+00,1.197312e+00,2.121707e-03
274,1.196046e+00,1.197307e+00,2.113968e-03
275,1.184901e+00,1.197262e+00,2.106763e-03
276,1.218186e+00,1.197338e+00,2.100493e-03
277,1.220526e+00,1.197422e+00,2.094577e-03
278,1.217141e+00,1.197493e+00,2.088244e-03
279,1.259989e+00,1.197717e+00,2.092739e-03
