blocks,extractions,radius,error
1,20000,1.49406,0
2,40000,1.49469,0.000625212
3,60000,1.50592,0.0112342
4,80000,1.48874,0.0189268
5,100000,1.48793,0.014683
6,120000,1.50118,0.0178711
7,140000,1.50066,0.015113
8,160000,1.49746,0.0134737
9,180000,1.49489,0.012157
10,200000,1.49079,0.0116193
11,220000,1.48996,0.0105432
12,240000,1.4894,0.00964088
13,260000,1.49044,0.0089294
14,280000,1.49485,0.00936839
15,300000,1.4949,0.00872164
16,320000,1.49501,0.00815918
17,340000,1.49175,0.00832978
18,360000,1.49382,0.00812214
19,380000,1.49539,0.00784169
20,400000,1.4967,0.00755282
21,420000,1.49744,0.00722246
22,440000,1.49709,0.00689509
23,460000,1.49793,0.00664167
24,480000,1.49779,0.00636043
25,500000,1.49843,0.00613404
26,520000,1.49965,0.00601742
27,540000,1.50038,0.00583689
28,560000,1.5006,0.0056288
29,580000,1.50158,0.00551867
30,600000,1.50191,0.00534185
31,620000,1.5012,0.00521465
32,640000,1.50127,0.00504953
33,660000,1.50096,0.00490403
34,680000,1.50022,0.00481512
35,700000,1.50033,0.00467679
36,720000,1.50002,0.00455527
37,740000,1.50012,0.00443151
38,760000,1.50121,0.00444775
39,780000,1.50074,0.00435729
40,800000,1.50049,0.00425449
41,820000,1.50108,0.00419146
42,840000,1.50109,0.00409046
43,860000,1.50075,0.00400894
44,880000,1.50017,0.0039585
45,900000,1.49955,0.00391893
46,920000,1.49953,0.00383288
47,940000,1.49938,0.00375338
48,960000,1.49839,0.00380542
49,980000,1.49867,0.00373762
50,1000000,1.50064,0.0041593
51,1020000,1.50097,0.00409016
52,1040000,1.50112,0.00401341
53,1060000,1.5018,0.00399586
54,1080000,1.50199,0.00392553
55,1100000,1.50197,0.00385355
56,1120000,1.50225,0.00379474
57,1140000,1.50232,0.00372821
58,1160000,1.50209,0.0036707
59,1180000,1.50292,0.00370265
60,1200000,1.50275,0.00364431
61,1220000,1.50257,0.00358886
62,1240000,1.50241,0.00353381
63,1260000,1.50168,0.00355317
64,1280000,1.5013,0.00351807
65,1300000,1.50114,0.00346737
66,1320000,1.50185,0.00348737
67,1340000,1.50198,0.00343763
68,1360000,1.50228,0.0033998
69,1380000,1.50204,0.00335913
70,1400000,1.50206,0.0033109
71,1420000,1.5019,0.00326817
72,1440000,1.50213,0.00323086
73,1460000,1.50138,0.00327242
74,1480000,1.50122,0.00323206
75,1500000,1.5011,0.00319087
76,1520000,1.50107,0.00314871
77,1540000,1.50086,0.00311522
78,1560000,1.50062,0.00308385
79,1580000,1.5013,0.00312015
80,1600000,1.5014,0.00308237
81,1620000,1.50159,0.00304999
82,1640000,1.50156,0.00301271
83,1660000,1.50127,0.00298994
84,1680000,1.50173,0.00298909
85,1700000,1.50251,0.00305365
86,1720000,1.50187,0.00308441
87,1740000,1.50124,0.00311265
88,1760000,1.50077,0.00311322
89,1780000,1.50138,0.00313751
90,1800000,1.50112,0.00311339
91,1820000,1.50135,0.00308759
92,1840000,1.50126,0.00305515
93,1860000,1.50096,0.00303707
94,1880000,1.50122,0.00301657
95,1900000,1.50171,0.00302424
96,1920000,1.50107,0.00306107
97,1940000,1.5011,0.00302956
98,1960000,1.5013,0.00300511
99,1980000,1.50142,0.00297703
100,2000000,1.50115,0.00295997
101,2020000,1.50094,0.00293767
102,2040000,1.50077,0.00291397
103,2060000,1.50053,0.00289513
104,2080000,1.50092,0.00289326
105,2100000,1.50146,0.00291675
106,2120000,1.50151,0.00288939
107,2140000,1.50131,0.00286915
108,2160000,1.50098,0.00286154
109,2180000,1.50104,0.00283594
110,2200000,1.50081,0.00281931
111,2220000,1.50044,0.00281941
112,2240000,1.50053,0.00279562
113,2260000,1.50093,0.00279991
114,2280000,1.50069,0.00278547
115,2300000,1.50041,0.00277588
116,2320000,1.50017,0.00276179
117,2340000,1.50004,0.00274106
118,2360000,1.50021,0.0027228
119,2380000,1.50055,0.00272143
120,2400000,1.50069,0.00270236
121,2420000,1.5006,0.00268157
122,2440000,1.50083,0.00266971
123,2460000,1.50095,0.00265041
124,2480000,1.50073,0.00263826
125,2500000,1.50091,0.00262378
126,2520000,1.501,0.00260424
127,2540000,1.50098,0.0025837
128,2560000,1.50127,0.00257973
129,2580000,1.50147,0.00256759
130,2600000,1.50132,0.00255267
131,2620000,1.50137,0.00253366
132,2640000,1.50127,0.00251651
133,2660000,1.50158,0.00251685
134,2680000,1.50149,0.00249968
135,2700000,1.50132,0.00248626
136,2720000,1.50155,0.00247798
137,2740000,1.50152,0.00246
138,2760000,1.50169,0.0024482
139,2780000,1.50142,0.00244567
140,2800000,1.50147,0.00242863
141,2820000,1.5015,0.00241153
142,2840000,1.50152,0.00239456
143,2860000,1.50134,0.00238463
144,2880000,1.50115,0.00237524
145,2900000,1.50143,0.00237486
146,2920000,1.50155,0.00236186
147,2940000,1.50148,0.00234693
148,2960000,1.50137,0.00233367
149,2980000,1.50143,0.00231884
150,3000000,1.50134,0.00230498
151,3020000,1.50124,0.00229218
152,3040000,1.50151,0.00229291
153,3060000,1.50161,0.00228049
154,3080000,1.50153,0.00226722
155,3100000,1.50122,0.00227309
156,3120000,1.50119,0.00225876
157,3140000,1.50106,0.00224808
158,3160000,1.5012,0.00223846
159,3180000,1.50104,0.00223045
160,3200000,1.50118,0.00222125
161,3220000,1.50104,0.0022123
162,3240000,1.50122,0.00220648
163,3260000,1.50134,0.00219602
164,3280000,1.50116,0.00218975
165,3300000,1.501,0.00218248
166,3320000,1.5011,0.00217161
167,3340000,1.50121,0.00216127
168,3360000,1.50111,0.00215075
169,3380000,1.50123,0.00214166
170,3400000,1.50138,0.00213384
171,3420000,1.50145,0.00212272
172,3440000,1.5013,0.00211578
173,3460000,1.50124,0.00210452
174,3480000,1.50113,0.00209537
175,3500000,1.50089,0.00209622
176,3520000,1.50088,0.0020843
177,3540000,1.50068,0.00208201
178,3560000,1.50072,0.00207061
179,3580000,1.50072,0.00205901
180,3600000,1.50085,0.00205142
181,3620000,1.50088,0.00204039
182,3640000,1.50064,0.00204423
183,3660000,1.50047,0.00203954
184,3680000,1.50075,0.00204762
185,3700000,1.50065,0.00203887
186,3720000,1.50049,0.00203441
187,3740000,1.50042,0.00202474
188,3760000,1.50036,0.00201473
189,3780000,1.50063,0.00202221
190,3800000,1.50062,0.00201157
191,3820000,1.5005,0.00200509
192,3840000,1.50022,0.00201394
193,3860000,1.5004,0.00201178
194,3880000,1.50055,0.00200718
195,3900000,1.50052,0.00199718
196,3920000,1.50069,0.00199487
197,3940000,1.5006,0.00198717
198,3960000,1.50062,0.00197729
199,3980000,1.50055,0.00196873
200,4000000,1.50069,0.00196374
201,4020000,1.50051,0.00196214
202,4040000,1.50024,0.00197117
203,4060000,1.50013,0.00196442
204,4080000,1.50016,0.00195507
205,4100000,1.50013,0.00194578
206,4120000,1.50048,0.00196763
207,4140000,1.50047,0.00195811
208,4160000,1.50054,0.00194967
209,4180000,1.50057,0.00194061
210,4200000,1.50067,0.00193374
211,4220000,1.50057,0.00192668
212,4240000,1.50038,0.0019279
213,4260000,1.50015,0.00193194
214,4280000,1.50008,0.0019242
215,4300000,1.49997,0.00191854
216,4320000,1.50037,0.00195223
217,4340000,1.50019,0.00195207
218,4360000,1.5,0.00195194
219,4380000,1.49988,0.00194701
220,4400000,1.49993,0.00193891
221,4420000,1.50017,0.00194539
222,4440000,1.50017,0.00193661
223,4460000,1.50029,0.00193172
224,4480000,1.50038,0.00192508
225,4500000,1.50026,0.00192028
226,4520000,1.50025,0.00191179
227,4540000,1.50004,0.00191451
228,4560000,1.50003,0.00190614
229,4580000,1.50015,0.0019016
230,4600000,1.50004,0.0018969
231,4620000,1.50002,0.0018887
232,4640000,1.50024,0.00189283
233,4660000,1.50033,0.0018869
234,4680000,1.50031,0.00187889
235,4700000,1.50015,0.00187781
236,4720000,1.50024,0.00187212
237,4740000,1.50016,0.00186623
238,4760000,1.50018,0.00185854
239,4780000,1.50021,0.0018509
240,4800000,1.50001,0.00185315
241,4820000,1.49997,0.00184604
242,4840000,1.49987,0.00184119
243,4860000,1.49987,0.0018336
244,4880000,1.49992,0.00182667
245,4900000,1.49976,0.00182591
246,4920000,1.49958,0.00182729
247,4940000,1.49974,0.00182669
248,4960000,1.49974,0.00181931
249,4980000,1.49984,0.00181476
250,5000000,1.49996,0.0018116
251,5020000,1.49993,0.00180456
252,5040000,1.49988,0.00179814
253,5060000,1.49987,0.00179104
254,5080000,1.49976,0.00178746
255,5100000,1.49976,0.00178043
256,5120000,1.49986,0.00177623
257,5140000,1.49984,0.00176948
258,5160000,1.49995,0.00176608
259,5180000,1.49982,0.00176397
260,5200000,1.49984,0.00175733
261,5220000,1.49978,0.00175151
262,5240000,1.49976,0.00174498
263,5260000,1.49982,0.0017393
264,5280000,1.49994,0.00173695
265,5300000,1.49981,0.00173534
266,5320000,1.49982,0.00172886
267,5340000,1.49965,0.00173106
268,5360000,1.49952,0.00172931
269,5380000,1.49941,0.00172626
270,5400000,1.49923,0.00172912
271,5420000,1.49947,0.00173879
272,5440000,1.49935,0.0017363
273,5460000,1.49945,0.00173268
274,5480000,1.4994,0.00172714
275,5500000,1.49932,0.0017226
276,5520000,1.49923,0.00171857
277,5540000,1.49929,0.00171335
278,5560000,1.4993,0.00170718
279,5580000,1.4994,0.00170405
280,5600000,1.4994,0.00169796
281,5620000,1.49952,0.00169636
282,5640000,1.49943,0.00169249
283,5660000,1.49948,0.00168714
284,5680000,1.49957,0.00168382
285,5700000,1.49954,0.00167822
286,5720000,1.49964,0.00167556
287,5740000,1.49944,0.00168167
288,5760000,1.49932,0.00168029
289,5780000,1.49956,0.0016908
290,5800000,1.49974,0.00169535
291,5820000,1.49962,0.00169419
292,5840000,1.49949,0.00169322
293,5860000,1.49946,0.00168765
294,5880000,1.49967,0.00169478
295,5900000,1.49979,0.00169344
296,5920000,1.49969,0.00169107
297,5940000,1.49972,0.00168566
298,5960000,1.4998,0.00168196
299,5980000,1.49981,0.00167633
300,6000000,1.4998,0.00167076
301,6020000,1.49999,0.00167603
302,6040000,1.49992,0.00167166
303,6060000,1.49985,0.00166757
304,6080000,1.49975,0.0016651
305,6100000,1.49968,0.00166123
306,6120000,1.49968,0.0016558
307,6140000,1.49973,0.00165107
308,6160000,1.49989,0.00165334
309,6180000,1.49981,0.0016496
310,6200000,1.49964,0.00165284
311,6220000,1.49965,0.00164752
312,6240000,1.49988,0.00165837
313,6260000,1.49992,0.00165368
314,6280000,1.4999,0.00164856
315,6300000,1.49993,0.00164352
316,6320000,1.49992,0.00163833
317,6340000,1.49994,0.00163322
318,6360000,1.4998,0.00163345
319,6380000,1.49977,0.00162863
320,6400000,1.49967,0.00162664
321,6420000,1.49964,0.00162177
322,6440000,1.49967,0.001617
323,6460000,1.49955,0.00161704
324,6480000,1.49947,0.00161389
325,6500000,1.49953,0.00161014
326,6520000,1.49947,0.00160655
327,6540000,1.4993,0.00161003
328,6560000,1.49942,0.00160957
329,6580000,1.49953,0.00160811
330,6600000,1.49963,0.00160629
331,6620000,1.49973,0.0016048
332,6640000,1.49977,0.0016004
333,6660000,1.49996,0.00160658
334,6680000,1.49982,0.00160728
335,6700000,1.49982,0.00160248
336,6720000,1.49981,0.00159775
337,6740000,1.4998,0.00159301
338,6760000,1.49977,0.00158859
339,6780000,1.49978,0.00158393
340,6800000,1.49989,0.00158317
341,6820000,1.49988,0.00157858
342,6840000,1.49995,0.00157583
343,6860000,1.4999,0.0015723
344,6880000,1.49978,0.001572
345,6900000,1.49969,0.00157006
346,6920000,1.49964,0.00156638
347,6940000,1.49962,0.00156198
348,6960000,1.49967,0.00155822
349,6980000,1.49967,0.00155376
350,7000000,1.49983,0.00155713
351,7020000,1.49998,0.00156049
352,7040000,1.49997,0.00155616
353,7060000,1.49999,0.00155189
354,7080000,1.49992,0.00154882
355,7100000,1.50003,0.00154787
356,7120000,1.49996,0.00154517
357,7140000,1.49995,0.00154086
358,7160000,1.50006,0.00154084
359,7180000,1.5001,0.00153709
360,7200000,1.49999,0.00153706
361,7220000,1.50002,0.00153322
362,7240000,1.49994,0.00153157
363,7260000,1.50005,0.00153141
364,7280000,1.50004,0.0015272
365,7300000,1.49998,0.0015244
366,7320000,1.49986,0.00152462
367,7340000,1.5001,0.0015394
368,7360000,1.50009,0.00153532
369,7380000,1.50011,0.00153131
370,7400000,1.50004,0.00152853
371,7420000,1.50003,0.00152446
372,7440000,1.50011,0.0015226
373,7460000,1.50017,0.00151963
374,7480000,1.50015,0.00151574
375,7500000,1.50006,0.00151425
376,7520000,1.5002,0.00151689
377,7540000,1.50022,0.00151293
378,7560000,1.50004,0.00151935
379,7580000,1.50006,0.00151556
380,7600000,1.49995,0.00151626
381,7620000,1.49999,0.00151282
382,7640000,1.49996,0.00150906
383,7660000,1.49985,0.0015089
384,7680000,1.49981,0.00150563
385,7700000,1.49979,0.00150188
386,7720000,1.49979,0.00149799
387,7740000,1.49982,0.00149441
388,7760000,1.49972,0.00149369
389,7780000,1.49978,0.00149103
390,7800000,1.49986,0.00148911
391,7820000,1.49986,0.00148529
392,7840000,1.49989,0.00148183
393,7860000,1.49994,0.00147897
394,7880000,1.49989,0.00147616
395,7900000,1.49992,0.00147265
396,7920000,1.49984,0.00147101
397,7940000,1.49992,0.00146972
398,7960000,1.49998,0.00146708
399,7980000,1.50003,0.00146429
400,8000000,1.50007,0.0014611
401,8020000,1.50003,0.00145795
402,8040000,1.50012,0.0014574
403,8060000,1.50003,0.00145655
404,8080000,1.49995,0.00145535
405,8100000,1.4999,0.00145261
406,8120000,1.49983,0.00145075
407,8140000,1.49967,0.00145548
408,8160000,1.49967,0.00145191
409,8180000,1.49963,0.00144904
410,8200000,1.49968,0.00144644
411,8220000,1.49972,0.00144361
412,8240000,1.49976,0.00144048
413,8260000,1.49975,0.00143699
414,8280000,1.49966,0.00143656
415,8300000,1.49961,0.00143398
416,8320000,1.49963,0.00143065
417,8340000,1.49969,0.00142873
418,8360000,1.49966,0.00142559
419,8380000,1.49968,0.00142228
420,8400000,1.49976,0.00142083
421,8420000,1.49965,0.00142165
422,8440000,1.49964,0.00141828
423,8460000,1.49946,0.00142681
424,8480000,1.49933,0.00142916
425,8500000,1.4993,0.00142616
426,8520000,1.4993,0.00142281
427,8540000,1.49935,0.00142042
428,8560000,1.49935,0.0014171
429,8580000,1.49929,0.00141512
430,8600000,1.49923,0.00141298
431,8620000,1.49926,0.00140999
432,8640000,1.49937,0.00141115
433,8660000,1.49935,0.00140807
434,8680000,1.49936,0.00140485
435,8700000,1.49927,0.00140439
436,8720000,1.49929,0.00140128
437,8740000,1.49924,0.00139874
438,8760000,1.49922,0.00139578
439,8780000,1.49917,0.00139321
440,8800000,1.49906,0.00139443
441,8820000,1.49914,0.00139336
442,8840000,1.49913,0.00139025
443,8860000,1.49921,0.00138935
444,8880000,1.4992,0.00138623
445,8900000,1.49921,0.00138313
446,8920000,1.49918,0.00138051
447,8940000,1.49909,0.00137977
448,8960000,1.49923,0.00138382
449,8980000,1.49925,0.00138082
450,9000000,1.49918,0.0013794
451,9020000,1.49926,0.00137856
452,9040000,1.49935,0.00137868
453,9060000,1.49939,0.00137599
454,9080000,1.49932,0.00137435
455,9100000,1.49937,0.00137205
456,9120000,1.49928,0.00137176
457,9140000,1.49926,0.00136894
458,9160000,1.49924,0.00136606
459,9180000,1.49922,0.00136327
460,9200000,1.49923,0.00136033
461,9220000,1.49907,0.00136669
462,9240000,1.49906,0.00136378
463,9260000,1.49897,0.00136373
464,9280000,1.499,0.00136117
465,9300000,1.49889,0.00136272
466,9320000,1.49897,0.00136199
467,9340000,1.49907,0.00136294
468,9360000,1.49905,0.0013602
469,9380000,1.49907,0.00135741
470,9400000,1.49905,0.00135464
471,9420000,1.49909,0.00135253
472,9440000,1.49909,0.00134966
473,9460000,1.49906,0.00134728
474,9480000,1.49905,0.00134447
475,9500000,1.4989,0.00135034
476,9520000,1.4989,0.0013475
477,9540000,1.49895,0.00134551
478,9560000,1.499,0.00134393
479,9580000,1.49897,0.00134146
480,9600000,1.49907,0.00134187
481,9620000,1.49898,0.00134191
482,9640000,1.49899,0.00133915
483,9660000,1.4989,0.00133894
484,9680000,1.49891,0.00133621
485,9700000,1.49887,0.0013343
486,9720000,1.49884,0.00133184
487,9740000,1.49891,0.00133114
488,9760000,1.49887,0.00132911
489,9780000,1.49888,0.00132646
490,9800000,1.49878,0.00132789
491,9820000,1.49876,0.00132526
492,9840000,1.49872,0.00132321
493,9860000,1.49872,0.00132052
494,9880000,1.49876,0.00131831
495,9900000,1.49874,0.00131573
496,9920000,1.49878,0.00131363
497,9940000,1.49874,0.00131154
498,9960000,1.49872,0.00130902
499,9980000,1.49876,0.00130697
500,10000000,1.49868,0.00130671
