blocks,extractions,radius,error
187,3740000,5.01165,0.00601378
188,3760000,5.01181,0.00598376
189,3780000,5.01172,0.00595267
190,3800000,5.01151,0.00592499
191,3820000,5.01226,0.00594111
192,3840000,5.01158,0.00594851
193,3860000,5.01093,0.00595354
194,3880000,5.01075,0.00592531
195,3900000,5.01068,0.00589536
196,3920000,5.01037,0.00587344
197,3940000,5.00997,0.00585698
198,3960000,5.00991,0.00582764
199,3980000,5.00977,0.00579997
200,4000000,5.0097,0.00577127
201,4020000,5.00986,0.00574475
202,4040000,5.00973,0.00571776
203,4060000,5.00926,0.00570915
204,4080000,5.00919,0.00568154
205,4100000,5.00897,0.00565779
206,4120000,5.00887,0.00563115
207,4140000,5.00845,0.00562023
208,4160000,5.00857,0.00559452
209,4180000,5.00872,0.00556976
210,4200000,5.00816,0.00557189
211,4220000,5.00769,0.00556546
212,4240000,5.00761,0.00553968
213,4260000,5.00775,0.00551533
214,4280000,5.00744,0.00549794
215,4300000,5.00724,0.00547616
216,4320000,5.00725,0.00545076
217,4340000,5.00706,0.00542879
218,4360000,5.00706,0.00540384
219,4380000,5.00801,0.00546125
220,4400000,5.00768,0.00544609
221,4420000,5.00753,0.00542363
222,4440000,5.00763,0.00540009
223,4460000,5.00744,0.00537914
224,4480000,5.00677,0.00539623
225,4500000,5.0067,0.00537273
226,4520000,5.00626,0.00536715
227,4540000,5.00667,0.00535942
228,4560000,5.00698,0.00534472
229,4580000,5.00681,0.00532392
230,4600000,5.0065,0.0053101
231,4620000,5.00648,0.00528708
232,4640000,5.00669,0.00526828
233,4660000,5.00616,0.00527231
234,4680000,5.00637,0.00525407
235,4700000,5.00622,0.00523377
236,4720000,5.00602,0.00521568
237,4740000,5.00643,0.00520978
238,4760000,5.00598,0.00520662
239,4780000,5.00613,0.00518669
240,4800000,5.00619,0.00516542
241,4820000,5.006,0.00514754
242,4840000,5.00599,0.00512623
243,4860000,5.00573,0.00511135
244,4880000,5.00628,0.00511975
245,4900000,5.00681,0.00512607
246,4920000,5.00737,0.00513554
247,4940000,5.00704,0.00512535
248,4960000,5.00728,0.00511049
249,4980000,5.00753,0.0050958
250,5000000,5.00769,0.00507801
251,5020000,5.00778,0.00505853
252,5040000,5.00779,0.00503844
253,5060000,5.00765,0.00502066
254,5080000,5.00801,0.00501426
255,5100000,5.00827,0.00500114
256,5120000,5.00866,0.00499672
257,5140000,5.00803,0.005017
258,5160000,5.00742,0.00503407
259,5180000,5.00748,0.00501496
260,5200000,5.00778,0.00500454
261,5220000,5.00815,0.00499892
262,5240000,5.0082,0.00498
263,5260000,5.00841,0.00496586
264,5280000,5.00833,0.00494772
265,5300000,5.00827,0.00492933
266,5320000,5.00775,0.00493829
267,5340000,5.0077,0.00492002
268,5360000,5.00816,0.00492326
269,5380000,5.00862,0.00492615
270,5400000,5.00875,0.00490965
271,5420000,5.00908,0.00490257
272,5440000,5.00931,0.00488965
273,5460000,5.00921,0.00487267
274,5480000,5.00932,0.004856
275,5500000,5.00923,0.00483899
276,5520000,5.00971,0.00484482
277,5540000,5.00962,0.00482812
278,5560000,5.00944,0.00481416
279,5580000,5.00893,0.00482409
280,5600000,5.00884,0.00480763
281,5620000,5.00901,0.00479345
282,5640000,5.009,0.00477643
283,5660000,5.00881,0.00476346
284,5680000,5.00898,0.00474985
285,5700000,5.0088,0.00473692
286,5720000,5.00898,0.00472385
287,5740000,5.00936,0.00472322
288,5760000,5.0091,0.00471445
289,5780000,5.00922,0.00469964
290,5800000,5.00918,0.00468351
291,5820000,5.00894,0.00467394
292,5840000,5.0085,0.00467838
293,5860000,5.00823,0.00466991
294,5880000,5.00791,0.00466548
295,5900000,5.00808,0.00465297
296,5920000,5.00783,0.0046439
297,5940000,5.00815,0.00463884
298,5960000,5.00821,0.00462373
299,5980000,5.00798,0.00461397
300,6000000,5.00789,0.00459958
301,6020000,5.00785,0.00458445
302,6040000,5.00764,0.00457391
303,6060000,5.00795,0.00456937
304,6080000,5.00753,0.00457378
305,6100000,5.00729,0.00456488
306,6120000,5.00771,0.00456891
307,6140000,5.00799,0.00456242
308,6160000,5.00751,0.00457301
309,6180000,5.008,0.00458546
310,6200000,5.00783,0.00457389
311,6220000,5.00752,0.00456988
312,6240000,5.00745,0.00455581
313,6260000,5.00745,0.00454123
314,6280000,5.00759,0.00452895
315,6300000,5.00725,0.00452706
316,6320000,5.00705,0.00451725
317,6340000,5.00708,0.00450307
318,6360000,5.00736,0.00449753
319,6380000,5.00747,0.00448476
320,6400000,5.00703,0.00449219
321,6420000,5.00667,0.00449259
322,6440000,5.0067,0.00447876
323,6460000,5.00669,0.0044649
324,6480000,5.0067,0.00445111
325,6500000,5.00658,0.0044391
326,6520000,5.00692,0.00443844
327,6540000,5.00689,0.00442491
328,6560000,5.00629,0.00445254
329,6580000,5.00627,0.00443903
330,6600000,5.00634,0.00442608
331,6620000,5.00601,0.00442451
332,6640000,5.0057,0.0044223
333,6660000,5.00516,0.00444176
334,6680000,5.005,0.00443156
335,6700000,5.0053,0.00442887
336,6720000,5.00503,0.00442373
337,6740000,5.00539,0.0044252
338,6760000,5.0052,0.00441643
339,6780000,5.00519,0.0044034
340,6800000,5.00524,0.00439076
341,6820000,5.00545,0.00438292
342,6840000,5.0056,0.00437279
343,6860000,5.00561,0.00436003
344,6880000,5.00549,0.00434915
345,6900000,5.00524,0.00434342
346,6920000,5.00505,0.00433526
347,6940000,5.00524,0.00432716
348,6960000,5.00489,0.00432892
349,6980000,5.00457,0.00432856
350,7000000,5.00435,0.00432157
351,7020000,5.00437,0.00430926
352,7040000,5.00437,0.004297
353,7060000,5.00417,0.00428946
354,7080000,5.00433,0.00428058
355,7100000,5.00443,0.00426962
356,7120000,5.00419,0.00426434
357,7140000,5.00417,0.00425242
358,7160000,5.0045,0.00425341
359,7180000,5.00479,0.00425084
360,7200000,5.00463,0.00424173
361,7220000,5.00424,0.00424832
362,7240000,5.0046,0.00425214
363,7260000,5.00416,0.00426396
364,7280000,5.00408,0.00425295
365,7300000,5.00374,0.00425431
366,7320000,5.00362,0.00424446
367,7340000,5.00384,0.00423861
368,7360000,5.0038,0.00422726
369,7380000,5.0035,0.0042264
370,7400000,5.00331,0.00421958
371,7420000,5.00308,0.00421397
372,7440000,5.00339,0.00421346
373,7460000,5.00294,0.00422601
374,7480000,5.00354,0.0042576
375,7500000,5.00338,0.00424943
376,7520000,5.00329,0.00423897
377,7540000,5.00288,0.00424747
378,7560000,5.00253,0.00425056
379,7580000,5.00224,0.00424935
380,7600000,5.00212,0.00423989
381,7620000,5.002,0.00423055
382,7640000,5.00218,0.00422345
383,7660000,5.00267,0.00424098
384,7680000,5.00274,0.00423048
385,7700000,5.00278,0.00421963
386,7720000,5.00292,0.00421099
387,7740000,5.0029,0.00420011
388,7760000,5.0032,0.00419958
389,7780000,5.00345,0.0041965
390,7800000,5.00324,0.00419126
391,7820000,5.00299,0.00418775
392,7840000,5.00315,0.00418025
393,7860000,5.00324,0.00417042
394,7880000,5.00326,0.00415986
395,7900000,5.00308,0.00415291
396,7920000,5.00336,0.00415172
397,7940000,5.00362,0.00414932
398,7960000,5.00352,0.0041401
399,7980000,5.00379,0.00413832
400,8000000,5.00368,0.00412931
401,8020000,5.00353,0.00412184
402,8040000,5.00377,0.00411886
403,8060000,5.00396,0.0041128
404,8080000,5.00405,0.00410366
405,8100000,5.00424,0.00409775
406,8120000,5.00439,0.00409059
407,8140000,5.00433,0.004081
408,8160000,5.00455,0.00407677
409,8180000,5.00424,0.00407805
410,8200000,5.00432,0.00406889
411,8220000,5.00423,0.0040602
412,8240000,5.00442,0.00405517
413,8260000,5.0044,0.00404539
414,8280000,5.00444,0.00403578
415,8300000,5.00439,0.00402637
416,8320000,5.00437,0.00401671
417,8340000,5.00445,0.00400786
418,8360000,5.00438,0.00399899
419,8380000,5.00462,0.00399662
420,8400000,5.00441,0.0039927
421,8420000,5.00448,0.00398393
422,8440000,5.00446,0.00397452
423,8460000,5.00434,0.00396707
424,8480000,5.00445,0.00395921
425,8500000,5.0045,0.00395022
426,8520000,5.00423,0.00395014
427,8540000,5.00436,0.00394305
428,8560000,5.00421,0.00393651
429,8580000,5.00386,0.00394312
430,8600000,5.00367,0.00393845
431,8620000,5.00381,0.00393176
432,8640000,5.00354,0.00393213
433,8660000,5.00362,0.00392381
434,8680000,5.00392,0.00392636
435,8700000,5.00424,0.00393058
436,8720000,5.00399,0.00392929
437,8740000,5.00391,0.00392117
438,8760000,5.0037,0.00391802
439,8780000,5.00382,0.00391096
440,8800000,5.00374,0.0039028
441,8820000,5.00357,0.0038979
442,8840000,5.00344,0.00389129
443,8860000,5.00318,0.00389089
444,8880000,5.00311,0.00388271
445,8900000,5.00299,0.00387588
446,8920000,5.00266,0.00388116
447,8940000,5.00263,0.00387259
448,8960000,5.00263,0.00386393
449,8980000,5.00268,0.00385559
450,9000000,5.00253,0.00384973
451,9020000,5.00256,0.00384126
452,9040000,5.00259,0.00383292
453,9060000,5.00287,0.00383429
454,9080000,5.00299,0.00382771
455,9100000,5.00291,0.00382003
456,9120000,5.00262,0.00382315
457,9140000,5.00263,0.00381482
458,9160000,5.00265,0.00380651
459,9180000,5.00252,0.00380032
460,9200000,5.00233,0.00379681
461,9220000,5.00245,0.00379026
462,9240000,5.00266,0.00378805
463,9260000,5.00278,0.00378166
464,9280000,5.00253,0.00378125
465,9300000,5.0024,0.00377533
466,9320000,5.00251,0.00376867
467,9340000,5.00268,0.00376438
468,9360000,5.00283,0.0037593
469,9380000,5.0024,0.00377599
470,9400000,5.00243,0.00376813
471,9420000,5.00239,0.00376039
472,9440000,5.00216,0.00375925
473,9460000,5.00205,0.00375288
474,9480000,5.00185,0.0037505
475,9500000,5.00195,0.00374399
476,9520000,5.00193,0.00373621
477,9540000,5.00176,0.00373219
478,9560000,5.00207,0.00373732
479,9580000,5.00195,0.00373147
480,9600000,5.00191,0.0037239
481,9620000,5.0019,0.00371615
482,9640000,5.00157,0.00372356
483,9660000,5.00157,0.00371584
484,9680000,5.00137,0.00371342
485,9700000,5.00125,0.00370751
486,9720000,5.00111,0.00370282
487,9740000,5.00129,0.00369981
488,9760000,5.00114,0.00369508
489,9780000,5.00091,0.00369508
490,9800000,5.00085,0.00368806
491,9820000,5.00091,0.00368113
492,9840000,5.00111,0.00367901
493,9860000,5.00123,0.00367341
494,9880000,5.0011,0.0036683
495,9900000,5.00105,0.0036612
496,9920000,5.00079,0.00366322
497,9940000,5.00069,0.00365702
498,9960000,5.0005,0.00365496
499,9980000,5.00051,0.00364767
500,10000000,5.00053,0.00364041
