blocks,extractions,radius,error
1,20000,1.47965,0
2,40000,1.52105,0.0413923
3,60000,1.51344,0.0250784
4,80000,1.49378,0.0264782
5,100000,1.48978,0.020896
6,120000,1.49131,0.0171298
7,140000,1.49362,0.0146604
8,160000,1.49912,0.0138371
9,180000,1.49703,0.0123809
10,200000,1.50026,0.0115354
11,220000,1.50019,0.0104344
12,240000,1.49943,0.00955551
13,260000,1.50053,0.00885858
14,280000,1.50018,0.00820906
15,300000,1.49821,0.00789229
16,320000,1.49509,0.00801264
17,340000,1.49574,0.00755481
18,360000,1.49519,0.00714434
19,380000,1.49406,0.0068509
20,400000,1.50038,0.0090591
21,420000,1.49886,0.00874919
22,440000,1.50032,0.00846805
23,460000,1.49662,0.00889359
24,480000,1.49532,0.00861486
25,500000,1.49637,0.00833019
26,520000,1.49612,0.00800726
27,540000,1.49758,0.00784128
28,560000,1.49757,0.00755606
29,580000,1.49795,0.00730096
30,600000,1.49889,0.0071162
31,620000,1.4983,0.00690863
32,640000,1.49736,0.00675392
33,660000,1.49779,0.00656011
34,680000,1.49722,0.00639034
35,700000,1.49624,0.00628079
36,720000,1.49559,0.00613864
37,740000,1.49574,0.00597226
38,760000,1.49533,0.00582701
39,780000,1.49459,0.0057236
40,800000,1.49329,0.00572986
41,820000,1.49319,0.00558928
42,840000,1.4925,0.00549695
43,860000,1.49078,0.00563932
44,880000,1.49095,0.00551251
45,900000,1.49104,0.00538934
46,920000,1.49027,0.00532687
47,940000,1.4903,0.00521236
48,960000,1.48992,0.00511613
49,980000,1.49016,0.00501641
50,1000000,1.49052,0.00492795
51,1020000,1.49082,0.0048394
52,1040000,1.49105,0.00475129
53,1060000,1.49139,0.0046731
54,1080000,1.49117,0.00459108
55,1100000,1.49124,0.00450745
56,1120000,1.49175,0.00445455
57,1140000,1.49158,0.0043788
58,1160000,1.49215,0.00433988
59,1180000,1.49198,0.0042692
60,1200000,1.49227,0.00420777
61,1220000,1.49314,0.00422776
62,1240000,1.49351,0.00417594
63,1260000,1.49339,0.00411085
64,1280000,1.49375,0.00406171
65,1300000,1.4936,0.00400164
66,1320000,1.49384,0.00394831
67,1340000,1.49383,0.00388897
68,1360000,1.49462,0.00391226
69,1380000,1.49589,0.00405953
70,1400000,1.49618,0.00401153
71,1420000,1.49642,0.00396222
72,1440000,1.49714,0.00397265
73,1460000,1.49726,0.00391972
74,1480000,1.49694,0.00387987
75,1500000,1.49654,0.00384925
76,1520000,1.49618,0.00381459
77,1540000,1.4964,0.00377113
78,1560000,1.4965,0.00372381
79,1580000,1.49613,0.00369507
80,1600000,1.49633,0.0036542
81,1620000,1.49615,0.00361341
82,1640000,1.49589,0.00357873
83,1660000,1.4957,0.00354014
84,1680000,1.49571,0.00349775
85,1700000,1.49578,0.00345705
86,1720000,1.49574,0.00341684
87,1740000,1.49566,0.00337818
88,1760000,1.49512,0.00338356
89,1780000,1.49556,0.00337449
90,1800000,1.49584,0.00334802
91,1820000,1.49644,0.00336529
92,1840000,1.49618,0.00333821
93,1860000,1.49613,0.00330252
94,1880000,1.49589,0.0032758
95,1900000,1.49567,0.00324864
96,1920000,1.49572,0.00321502
97,1940000,1.49597,0.00319095
98,1960000,1.49608,0.00316038
99,1980000,1.4967,0.00318787
100,2000000,1.49642,0.00316829
101,2020000,1.49682,0.00316274
102,2040000,1.49721,0.00315611
103,2060000,1.49759,0.00314837
104,2080000,1.49717,0.00314721
105,2100000,1.49706,0.00311881
106,2120000,1.49732,0.00309986
107,2140000,1.49726,0.0030713
108,2160000,1.49738,0.00304501
109,2180000,1.49739,0.00301699
110,2200000,1.4974,0.00298945
111,2220000,1.49737,0.00296266
112,2240000,1.49718,0.00294174
113,2260000,1.49758,0.00294259
114,2280000,1.49769,0.00291871
115,2300000,1.49824,0.00294529
116,2320000,1.49863,0.00294526
117,2340000,1.49856,0.00292081
118,2360000,1.49879,0.00290498
119,2380000,1.49935,0.00293523
120,2400000,1.49929,0.00291143
121,2420000,1.49888,0.00291562
122,2440000,1.49906,0.00289723
123,2460000,1.4988,0.00288556
124,2480000,1.49884,0.00286254
125,2500000,1.49905,0.0028471
126,2520000,1.49899,0.0028251
127,2540000,1.49855,0.0028367
128,2560000,1.49894,0.0028415
129,2580000,1.49901,0.00282016
130,2600000,1.49891,0.00280014
131,2620000,1.499,0.00278026
132,2640000,1.49911,0.00276134
133,2660000,1.49935,0.00275112
134,2680000,1.49926,0.00273218
135,2700000,1.49943,0.00271764
136,2720000,1.49902,0.00272892
137,2740000,1.49935,0.00272837
138,2760000,1.49946,0.00271077
139,2780000,1.49908,0.00271755
140,2800000,1.49876,0.00271664
141,2820000,1.4986,0.00270207
142,2840000,1.49866,0.00268366
143,2860000,1.49879,0.00266794
144,2880000,1.49918,0.00267724
145,2900000,1.49913,0.00265922
146,2920000,1.49901,0.0026437
147,2940000,1.49896,0.00262602
148,2960000,1.49873,0.00261885
149,2980000,1.4987,0.00260137
150,3000000,1.49882,0.00258682
151,3020000,1.49875,0.00257053
152,3040000,1.49872,0.00255376
153,3060000,1.49838,0.00256019
154,3080000,1.49841,0.0025438
155,3100000,1.49837,0.00252768
156,3120000,1.49861,0.00252235
157,3140000,1.49871,0.00250839
158,3160000,1.49886,0.00249678
159,3180000,1.49886,0.00248103
160,3200000,1.4989,0.00246592
161,3220000,1.49884,0.00245147
162,3240000,1.49897,0.00244013
163,3260000,1.49916,0.00243215
164,3280000,1.4992,0.00241771
165,3300000,1.49906,0.00240728
166,3320000,1.49914,0.00239413
167,3340000,1.49912,0.00237987
168,3360000,1.49911,0.00236569
169,3380000,1.49922,0.00235429
170,3400000,1.49936,0.00234438
171,3420000,1.49926,0.00233278
172,3440000,1.49959,0.00234345
173,3460000,1.49967,0.00233116
174,3480000,1.49994,0.00233311
175,3500000,1.49983,0.0023221
176,3520000,1.49976,0.00230985
177,3540000,1.49976,0.00229676
178,3560000,1.49992,0.00228922
179,3580000,1.49979,0.00228025
180,3600000,1.4999,0.00227013
181,3620000,1.49969,0.00226685
182,3640000,1.49961,0.00225575
183,3660000,1.4996,0.00224341
184,3680000,1.49984,0.00224358
185,3700000,1.49969,0.00223634
186,3720000,1.49984,0.00222953
187,3740000,1.49975,0.00221966
188,3760000,1.49969,0.00220864
189,3780000,1.4997,0.00219699
190,3800000,1.4996,0.0021881
191,3820000,1.49943,0.00218276
192,3840000,1.49933,0.00217393
193,3860000,1.49906,0.00217915
194,3880000,1.49916,0.00217001
195,3900000,1.4992,0.00215943
196,3920000,1.49904,0.0021548
197,3940000,1.49919,0.00214901
198,3960000,1.49907,0.00214126
199,3980000,1.49931,0.0021436
200,4000000,1.49943,0.00213617
201,4020000,1.49956,0.0021296
202,4040000,1.49933,0.00213144
203,4060000,1.49949,0.00212698
204,4080000,1.49952,0.00211679
205,4100000,1.4995,0.00210661
206,4120000,1.49951,0.00209644
207,4140000,1.4995,0.00208633
208,4160000,1.49965,0.00208153
209,4180000,1.49984,0.0020801
210,4200000,1.49999,0.00207555
211,4220000,1.50006,0.00206685
212,4240000,1.50002,0.00205744
213,4260000,1.49989,0.00205161
214,4280000,1.49991,0.00204212
215,4300000,1.49996,0.00203304
216,4320000,1.49984,0.00202676
217,4340000,1.49974,0.00202013
218,4360000,1.49966,0.00201222
219,4380000,1.49963,0.00200332
220,4400000,1.49956,0.00199553
221,4420000,1.49951,0.00198702
222,4440000,1.49952,0.00197808
223,4460000,1.4995,0.00196931
224,4480000,1.49972,0.0019728
225,4500000,1.49966,0.00196481
226,4520000,1.49948,0.00196464
227,4540000,1.49957,0.00195805
228,4560000,1.49947,0.00195207
229,4580000,1.49935,0.0019471
230,4600000,1.49928,0.00194002
231,4620000,1.49932,0.00193208
232,4640000,1.49923,0.00192572
233,4660000,1.49901,0.00193051
234,4680000,1.49921,0.00193292
235,4700000,1.4992,0.0019247
236,4720000,1.49904,0.0019236
