blocks,extractions,radius,error
237,4740000,1.49927,0.00192997
238,4760000,1.49941,0.00192664
239,4780000,1.49942,0.0019186
240,4800000,1.49929,0.00191489
241,4820000,1.4992,0.00190895
242,4840000,1.49928,0.00190254
243,4860000,1.49927,0.00189475
244,4880000,1.49915,0.0018904
245,4900000,1.49891,0.00189773
246,4920000,1.49912,0.00190066
247,4940000,1.49923,0.00189656
248,4960000,1.49958,0.00192017
249,4980000,1.49954,0.00191288
250,5000000,1.49964,0.00190799
251,5020000,1.49989,0.00191623
252,5040000,1.5,0.00191206
253,5060000,1.49988,0.00190829
254,5080000,1.49981,0.0019021
255,5100000,1.49988,0.00189591
256,5120000,1.50001,0.00189333
257,5140000,1.5001,0.00188817
258,5160000,1.50028,0.00188871
259,5180000,1.50038,0.00188401
260,5200000,1.50048,0.00187943
261,5220000,1.50053,0.00187287
262,5240000,1.5004,0.00186977
263,5260000,1.50048,0.00186434
264,5280000,1.5004,0.00185932
265,5300000,1.50055,0.00185833
266,5320000,1.50047,0.00185305
267,5340000,1.50025,0.00185818
268,5360000,1.50019,0.00185248
269,5380000,1.50021,0.00184576
270,5400000,1.50018,0.0018392
271,5420000,1.50009,0.00183472
272,5440000,1.50003,0.00182877
273,5460000,1.50011,0.00182393
274,5480000,1.50023,0.00182119
275,5500000,1.50004,0.00182464
276,5520000,1.50013,0.00182003
277,5540000,1.50006,0.00181483
278,5560000,1.50007,0.00180835
279,5580000,1.50009,0.00180199
280,5600000,1.50001,0.0017974
281,5620000,1.50008,0.0017923
282,5640000,1.49992,0.00179337
283,5660000,1.49993,0.00178704
284,5680000,1.49991,0.00178084
285,5700000,1.49985,0.00177542
286,5720000,1.49976,0.00177181
287,5740000,1.49972,0.00176609
288,5760000,1.49975,0.00176022
289,5780000,1.49971,0.0017546
290,5800000,1.49985,0.00175473
291,5820000,1.49987,0.00174881
292,5840000,1.49986,0.00174285
293,5860000,1.50006,0.00174829
294,5880000,1.49999,0.001744
295,5900000,1.49996,0.00173835
296,5920000,1.50016,0.00174448
297,5940000,1.50015,0.00173863
298,5960000,1.50002,0.00173791
299,5980000,1.5001,0.00173402
300,6000000,1.50002,0.00172995
301,6020000,1.49996,0.00172512
302,6040000,1.49997,0.00171943
303,6060000,1.49996,0.00171383
304,6080000,1.49992,0.0017086
305,6100000,1.4999,0.0017031
306,6120000,1.49987,0.0016978
307,6140000,1.49993,0.0016932
308,6160000,1.49977,0.0016951
309,6180000,1.49972,0.00169014
310,6200000,1.4997,0.00168486
311,6220000,1.49969,0.00167945
312,6240000,1.49966,0.00167445
313,6260000,1.4996,0.00166998
314,6280000,1.4997,0.00166729
315,6300000,1.49965,0.00166268
316,6320000,1.49964,0.00165741
317,6340000,1.49958,0.00165331
318,6360000,1.49966,0.00164996
319,6380000,1.49957,0.00164709
320,6400000,1.49955,0.00164216
321,6420000,1.49951,0.00163737
322,6440000,1.49952,0.00163228
323,6460000,1.49947,0.00162777
324,6480000,1.49938,0.00162564
325,6500000,1.49929,0.0016229
326,6520000,1.4991,0.00162877
327,6540000,1.49923,0.00162833
328,6560000,1.49935,0.00162817
329,6580000,1.49934,0.00162324
330,6600000,1.49938,0.0016187
331,6620000,1.49939,0.00161383
332,6640000,1.49936,0.00160919
333,6660000,1.49927,0.0016069
334,6680000,1.49918,0.0016047
335,6700000,1.49928,0.00160338
336,6720000,1.4993,0.00159871
337,6740000,1.49935,0.00159484
338,6760000,1.49927,0.00159242
339,6780000,1.49915,0.00159183
340,6800000,1.49915,0.00158714
341,6820000,1.4991,0.00158324
342,6840000,1.49907,0.00157896
343,6860000,1.49918,0.00157862
344,6880000,1.4991,0.00157624
345,6900000,1.49917,0.00157315
346,6920000,1.49914,0.00156885
347,6940000,1.49916,0.00156447
348,6960000,1.49917,0.00155999
349,6980000,1.49922,0.00155644
350,7000000,1.49921,0.00155207
351,7020000,1.49907,0.00155388
352,7040000,1.49903,0.00154986
353,7060000,1.49895,0.00154781
354,7080000,1.49875,0.00155617
355,7100000,1.49886,0.00155603
356,7120000,1.49887,0.00155166
357,7140000,1.49885,0.00154739
358,7160000,1.49891,0.00154412
359,7180000,1.49891,0.00153981
360,7200000,1.49902,0.00153983
361,7220000,1.49907,0.00153635
362,7240000,1.49915,0.00153404
363,7260000,1.49905,0.00153283
364,7280000,1.49898,0.00153033
365,7300000,1.49887,0.00153003
366,7320000,1.49893,0.00152696
367,7340000,1.49891,0.00152288
368,7360000,1.49885,0.00151994
369,7380000,1.49878,0.00151739
370,7400000,1.49878,0.00151329
371,7420000,1.49878,0.00150921
372,7440000,1.49882,0.00150579
373,7460000,1.49883,0.00150179
374,7480000,1.49891,0.00149981
375,7500000,1.49887,0.00149645
376,7520000,1.49894,0.00149449
377,7540000,1.49891,0.00149098
378,7560000,1.49894,0.0014874
379,7580000,1.4989,0.00148392
380,7600000,1.4989,0.00148002
381,7620000,1.49877,0.00148117
382,7640000,1.49882,0.0014779
383,7660000,1.4988,0.00147416
384,7680000,1.49896,0.00147962
385,7700000,1.49897,0.00147579
386,7720000,1.499,0.0014724
387,7740000,1.49893,0.00147063
388,7760000,1.49892,0.00146683
389,7780000,1.49906,0.00146952
390,7800000,1.49908,0.00146589
391,7820000,1.49918,0.00146546
392,7840000,1.49923,0.00146245
393,7860000,1.49916,0.00146011
394,7880000,1.49925,0.00145921
395,7900000,1.49929,0.00145594
396,7920000,1.49926,0.00145258
397,7940000,1.49933,0.00145061
398,7960000,1.49931,0.00144714
399,7980000,1.49936,0.00144458
400,8000000,1.49934,0.00144114
401,8020000,1.49934,0.00143754
402,8040000,1.49938,0.0014346
403,8060000,1.49934,0.00143159
404,8080000,1.49933,0.00142805
405,8100000,1.49933,0.00142452
406,8120000,1.49926,0.00142263
407,8140000,1.4992,0.00142073
408,8160000,1.49914,0.00141819
409,8180000,1.49916,0.00141479
410,8200000,1.49925,0.00141442
411,8220000,1.49937,0.00141579
412,8240000,1.4993,0.00141395
413,8260000,1.49932,0.00141072
414,8280000,1.49933,0.00140731
415,8300000,1.49939,0.00140551
416,8320000,1.4994,0.00140215
417,8340000,1.4994,0.00139878
418,8360000,1.49924,0.0014048
419,8380000,1.49925,0.00140153
420,8400000,1.49919,0.00139973
421,8420000,1.49918,0.00139644
422,8440000,1.49921,0.00139352
423,8460000,1.49928,0.00139206
424,8480000,1.49929,0.00138878
425,8500000,1.49917,0.00139029
426,8520000,1.4992,0.00138736
427,8540000,1.49933,0.0013898
428,8560000,1.49939,0.00138781
429,8580000,1.49937,0.00138465
430,8600000,1.4993,0.00138305
431,8620000,1.49937,0.00138139
432,8640000,1.4995,0.00138476
433,8660000,1.4995,0.00138159
434,8680000,1.49958,0.00138112
435,8700000,1.4997,0.00138342
436,8720000,1.49976,0.00138142
437,8740000,1.49964,0.0013833
438,8760000,1.49962,0.00138032
439,8780000,1.49969,0.00137888
440,8800000,1.49972,0.00137613
441,8820000,1.49969,0.00137335
442,8840000,1.49977,0.00137232
443,8860000,1.49986,0.00137211
444,8880000,1.49985,0.00136906
445,8900000,1.49995,0.00137022
446,8920000,1.50008,0.00137275
447,8940000,1.50011,0.00136998
448,8960000,1.50014,0.00136743
449,8980000,1.50022,0.00136667
450,9000000,1.50018,0.00136427
451,9020000,1.50018,0.00136124
452,9040000,1.50024,0.00135955
453,9060000,1.50018,0.00135776
454,9080000,1.50017,0.0013548
455,9100000,1.50015,0.00135194
456,9120000,1.50018,0.00134918
457,9140000,1.50029,0.00135108
458,9160000,1.50032,0.00134842
459,9180000,1.50013,0.00135905
460,9200000,1.50015,0.0013562
461,9220000,1.50016,0.00135333
462,9240000,1.50027,0.00135466
463,9260000,1.50031,0.00135251
464,9280000,1.50027,0.00135024
465,9300000,1.50028,0.00134737
466,9320000,1.50025,0.0013448
467,9340000,1.50025,0.00134192
468,9360000,1.50033,0.0013412
469,9380000,1.50031,0.00133847
470,9400000,1.50029,0.00133578
471,9420000,1.50031,0.00133309
472,9440000,1.50032,0.00133031
473,9460000,1.50031,0.00132758
474,9480000,1.50035,0.00132557
475,9500000,1.50036,0.0013228
476,9520000,1.50031,0.00132103
477,9540000,1.5002,0.00132227
478,9560000,1.50019,0.00131957
479,9580000,1.50025,0.001318
480,9600000,1.50023,0.00131539
481,9620000,1.50014,0.00131539
482,9640000,1.50016,0.00131273
483,9660000,1.50012,0.0013105
484,9680000,1.50013,0.00130782
485,9700000,1.50008,0.00130588
486,9720000,1.50007,0.00130325
487,9740000,1.50017,0.00130449
488,9760000,1.50021,0.00130224
489,9780000,1.50017,0.00129997
490,9800000,1.50006,0.00130245
491,9820000,1.50003,0.00130002
492,9840000,1.50011,0.00129946
493,9860000,1.50012,0.00129686
494,9880000,1.50016,0.0012948
495,9900000,1.50011,0.00129299
496,9920000,1.50009,0.0012905
497,9940000,1.50002,0.00129006
498,9960000,1.50018,0.00129707
499,9980000,1.50015,0.00129471
500,10000000,1.50021,0.0012936
