blocks,extractions,radius,error
129,2580000,1.5291,0.0303591
130,2600000,1.52892,0.0301252
131,2620000,1.5286,0.029896
132,2640000,1.52835,0.0296697
133,2660000,1.52785,0.0294501
134,2680000,1.52749,0.0292317
135,2700000,1.52711,0.0290168
136,2720000,1.52705,0.0288027
137,2740000,1.52686,0.0285923
138,2760000,1.52662,0.0283854
139,2780000,1.5268,0.0281811
140,2800000,1.52698,0.0279796
141,2820000,1.52715,0.027781
142,2840000,1.52694,0.0275854
143,2860000,1.5268,0.0273922
144,2880000,1.52681,0.0272013
145,2900000,1.52659,0.0270139
146,2920000,1.52623,0.0268306
147,2940000,1.52598,0.0266487
148,2960000,1.52567,0.0264698
149,2980000,1.52546,0.0262924
150,3000000,1.5255,0.0261166
151,3020000,1.52533,0.0259436
152,3040000,1.52503,0.0257742
153,3060000,1.525,0.0256052
154,3080000,1.52481,0.0254391
155,3100000,1.52473,0.0252745
156,3120000,1.52453,0.0251128
157,3140000,1.52437,0.0249528
158,3160000,1.52418,0.0247952
159,3180000,1.52389,0.0246404
160,3200000,1.52374,0.0244864
161,3220000,1.52344,0.0243357
162,3240000,1.5233,0.0241854
163,3260000,1.52304,0.0240379
164,3280000,1.52309,0.023891
165,3300000,1.52302,0.0237458
166,3320000,1.52309,0.0236024
167,3340000,1.52291,0.0234613
168,3360000,1.52225,0.0233306
169,3380000,1.52223,0.0231921
170,3400000,1.52193,0.0230573
171,3420000,1.52192,0.0229221
172,3440000,1.52194,0.0227884
173,3460000,1.52188,0.0226564
174,3480000,1.52176,0.0225261
175,3500000,1.52159,0.0223977
176,3520000,1.52129,0.0222721
177,3540000,1.52112,0.0221466
178,3560000,1.52068,0.0220262
179,3580000,1.52066,0.0219028
180,3600000,1.52074,0.0217809
181,3620000,1.52058,0.0216609
182,3640000,1.5204,0.0215423
183,3660000,1.52044,0.0214243
184,3680000,1.52032,0.0213079
185,3700000,1.52051,0.0211934
186,3720000,1.52041,0.0210794
187,3740000,1.52049,0.0209665
188,3760000,1.52004,0.0208596
189,3780000,1.5199,0.0207494
190,3800000,1.52011,0.0206411
191,3820000,1.52006,0.0205328
192,3840000,1.52001,0.0204256
193,3860000,1.52003,0.0203195
194,3880000,1.5198,0.0202159
195,3900000,1.51953,0.0201137
196,3920000,1.51942,0.0200111
197,3940000,1.51899,0.0199139
198,3960000,1.51874,0.0198147
199,3980000,1.51874,0.0197149
200,4000000,1.51876,0.0196161
201,4020000,1.5185,0.0195199
202,4040000,1.51838,0.0194234
203,4060000,1.51819,0.0193284
204,4080000,1.51808,0.0192338
205,4100000,1.51794,0.0191402
206,4120000,1.51777,0.0190478
207,4140000,1.51779,0.0189556
208,4160000,1.51777,0.0188642
209,4180000,1.51776,0.0187737
210,4200000,1.5177,0.0186842
211,4220000,1.51763,0.0185956
212,4240000,1.51736,0.0185097
213,4260000,1.51746,0.0184229
214,4280000,1.5174,0.0183367
215,4300000,1.51725,0.0182518
216,4320000,1.51734,0.0181673
217,4340000,1.51712,0.0180846
218,4360000,1.51706,0.0180016
219,4380000,1.51713,0.0179194
220,4400000,1.5169,0.0178392
221,4420000,1.51661,0.0177606
222,4440000,1.51677,0.0176812
223,4460000,1.51675,0.0176017
224,4480000,1.51657,0.0175239
225,4500000,1.51654,0.0174459
226,4520000,1.51655,0.0173685
227,4540000,1.51663,0.017292
228,4560000,1.51663,0.017216
229,4580000,1.5164,0.0171422
230,4600000,1.51628,0.0170679
231,4620000,1.5162,0.0169941
232,4640000,1.51627,0.0169208
233,4660000,1.51619,0.0168482
234,4680000,1.5162,0.0167761
235,4700000,1.51624,0.0167046
236,4720000,1.5162,0.0166337
237,4740000,1.51617,0.0165634
238,4760000,1.51621,0.0164937
239,4780000,1.51632,0.0164249
240,4800000,1.51638,0.0163565
241,4820000,1.51633,0.0162885
242,4840000,1.5162,0.0162216
243,4860000,1.51602,0.0161557
244,4880000,1.51595,0.0160895
245,4900000,1.51568,0.016026
246,4920000,1.51565,0.0159608
247,4940000,1.51564,0.015896
248,4960000,1.51553,0.0158322
249,4980000,1.51554,0.0157685
250,5000000,1.51528,0.0157075
251,5020000,1.51537,0.0156451
252,5040000,1.51527,0.0155832
253,5060000,1.51506,0.0155229
254,5080000,1.515,0.0154618
255,5100000,1.51478,0.0154026
256,5120000,1.51467,0.0153428
257,5140000,1.51476,0.0152833
258,5160000,1.51468,0.0152241
259,5180000,1.51466,0.0151652
260,5200000,1.51461,0.0151069
261,5220000,1.51451,0.0150493
262,5240000,1.51437,0.0149923
263,5260000,1.51418,0.0149364
264,5280000,1.51443,0.0148818
265,5300000,1.51433,0.0148259
266,5320000,1.51431,0.0147701
267,5340000,1.51424,0.0147148
268,5360000,1.51426,0.0146598
269,5380000,1.51418,0.0146055
270,5400000,1.51424,0.0145514
271,5420000,1.51422,0.0144976
272,5440000,1.5141,0.0144448
273,5460000,1.51408,0.0143918
274,5480000,1.5141,0.0143392
275,5500000,1.51413,0.014287
276,5520000,1.51393,0.0142365
277,5540000,1.51384,0.0141853
278,5560000,1.51379,0.0141343
279,5580000,1.51367,0.014084
280,5600000,1.51367,0.0140336
281,5620000,1.51349,0.0139848
282,5640000,1.51337,0.0139356
283,5660000,1.51322,0.0138871
284,5680000,1.51319,0.0138381
285,5700000,1.51328,0.0137898
286,5720000,1.51321,0.0137417
287,5740000,1.51322,0.0136937
288,5760000,1.51325,0.0136461
289,5780000,1.51315,0.0135992
290,5800000,1.513,0.013553
291,5820000,1.51287,0.0135071
292,5840000,1.51283,0.0134608
293,5860000,1.51289,0.0134149
294,5880000,1.51274,0.01337
295,5900000,1.51267,0.0133249
296,5920000,1.51266,0.0132798
297,5940000,1.5127,0.013235
298,5960000,1.51277,0.0131908
299,5980000,1.51267,0.013147
300,6000000,1.51267,0.0131031
301,6020000,1.51272,0.0130596
302,6040000,1.51255,0.0130174
303,6060000,1.51243,0.0129749
304,6080000,1.5124,0.0129322
305,6100000,1.51233,0.0128899
306,6120000,1.5124,0.012848
307,6140000,1.51238,0.0128061
308,6160000,1.51234,0.0127645
309,6180000,1.51237,0.0127231
310,6200000,1.51228,0.0126823
311,6220000,1.5123,0.0126415
312,6240000,1.51225,0.012601
313,6260000,1.51212,0.0125613
314,6280000,1.51203,0.0125216
315,6300000,1.51202,0.0124818
316,6320000,1.51195,0.0124425
317,6340000,1.51196,0.0124032
318,6360000,1.51187,0.0123645
319,6380000,1.51199,0.0123263
320,6400000,1.51177,0.0122896
321,6420000,1.51181,0.0122513
322,6440000,1.51185,0.0122133
323,6460000,1.51179,0.0121756
324,6480000,1.51192,0.0121386
325,6500000,1.51174,0.0121025
326,6520000,1.51173,0.0120653
327,6540000,1.51169,0.0120285
328,6560000,1.5116,0.011992
329,6580000,1.51152,0.0119559
330,6600000,1.51137,0.0119204
331,6620000,1.51124,0.0118851
332,6640000,1.51113,0.0118498
333,6660000,1.51121,0.0118145
334,6680000,1.51129,0.0117793
335,6700000,1.51115,0.0117449
336,6720000,1.51097,0.0117113
337,6740000,1.51103,0.0116767
338,6760000,1.51097,0.0116422
339,6780000,1.51093,0.0116079
340,6800000,1.51075,0.0115751
341,6820000,1.51084,0.0115415
342,6840000,1.51082,0.0115077
343,6860000,1.51068,0.0114749
344,6880000,1.51074,0.0114417
345,6900000,1.51072,0.0114085
346,6920000,1.5107,0.0113755
347,6940000,1.51049,0.0113446
348,6960000,1.51047,0.011312
349,6980000,1.51057,0.01128
350,7000000,1.51056,0.0112477
351,7020000,1.51057,0.0112156
352,7040000,1.5106,0.0111838
353,7060000,1.51049,0.0111525
354,7080000,1.51049,0.011121
355,7100000,1.5105,0.0110896
356,7120000,1.51056,0.0110586
357,7140000,1.51052,0.0110276
358,7160000,1.51049,0.0109968
359,7180000,1.51049,0.0109661
360,7200000,1.51034,0.0109366
361,7220000,1.51022,0.010907
362,7240000,1.51025,0.0108769
363,7260000,1.51012,0.0108476
364,7280000,1.51015,0.0108178
365,7300000,1.51017,0.0107882
366,7320000,1.51017,0.0107586
367,7340000,1.51009,0.0107295
368,7360000,1.51005,0.0107004
369,7380000,1.51,0.0106715
370,7400000,1.51001,0.0106426
371,7420000,1.50993,0.0106142
372,7440000,1.50981,0.0105864
373,7460000,1.50976,0.0105581
374,7480000,1.50991,0.0105308
375,7500000,1.50971,0.0105046
376,7520000,1.50978,0.0104769
377,7540000,1.5096,0.0104505
378,7560000,1.50962,0.0104229
379,7580000,1.50968,0.0103955
380,7600000,1.5097,0.0103681
381,7620000,1.50968,0.0103409
382,7640000,1.50958,0.0103144
383,7660000,1.50967,0.0102878
384,7680000,1.50962,0.0102611
385,7700000,1.50961,0.0102344
386,7720000,1.50969,0.0102082
387,7740000,1.5098,0.0101824
388,7760000,1.50971,0.0101565
389,7780000,1.50961,0.0101309
390,7800000,1.50963,0.0101049
391,7820000,1.50966,0.0100791
392,7840000,1.50964,0.0100533
393,7860000,1.50955,0.0100282
394,7880000,1.5095,0.0100028
395,7900000,1.50948,0.00997745
396,7920000,1.50941,0.00995252
397,7940000,1.50935,0.00992757
398,7960000,1.5093,0.0099027
399,7980000,1.50922,0.0098782
400,8000000,1.50927,0.00985358
401,8020000,1.50936,0.00982945
402,8040000,1.50952,0.00980616
403,8060000,1.5094,0.00978246
404,8080000,1.50936,0.00975833
405,8100000,1.50936,0.0097342
406,8120000,1.50932,0.0097103
407,8140000,1.50924,0.00968674
408,8160000,1.50921,0.00966302
409,8180000,1.50901,0.00964141
410,8200000,1.509,0.00961787
411,8220000,1.50903,0.0095945
412,8240000,1.50906,0.00957123
413,8260000,1.50904,0.00954805
414,8280000,1.50901,0.00952502
415,8300000,1.50893,0.00950234
416,8320000,1.50897,0.00947955
417,8340000,1.50894,0.00945684
418,8360000,1.50889,0.00943432
419,8380000,1.50882,0.00941204
420,8400000,1.50877,0.00938976
421,8420000,1.50867,0.00936794
422,8440000,1.50881,0.00934681
423,8460000,1.50887,0.00932487
424,8480000,1.50886,0.00930286
425,8500000,1.50879,0.0092812
426,8520000,1.50885,0.00925961
427,8540000,1.50891,0.00923807
428,8560000,1.50877,0.00921759
429,8580000,1.50881,0.0091962
430,8600000,1.5088,0.0091748
431,8620000,1.50873,0.00915374
432,8640000,1.50862,0.00913311
433,8660000,1.50861,0.00911201
434,8680000,1.50858,0.00909103
435,8700000,1.50862,0.0090702
436,8720000,1.50863,0.00904938
437,8740000,1.50858,0.00902881
438,8760000,1.50852,0.00900838
439,8780000,1.50845,0.00898814
440,8800000,1.50852,0.008968
441,8820000,1.50857,0.00894777
442,8840000,1.50841,0.00892894
443,8860000,1.50824,0.00891026
444,8880000,1.50837,0.00889099
445,8900000,1.50843,0.00887121
446,8920000,1.50838,0.00885144
447,8940000,1.50832,0.0088318
448,8960000,1.50825,0.00881238
449,8980000,1.50814,0.00879341
450,9000000,1.50803,0.00877455
451,9020000,1.50806,0.00875515
452,9040000,1.50814,0.00873608
453,9060000,1.50814,0.00871678
454,9080000,1.50806,0.00869793
455,9100000,1.50806,0.0086788
456,9120000,1.50797,0.00866024
457,9140000,1.50799,0.00864128
458,9160000,1.50804,0.00862257
459,9180000,1.50789,0.00860515
460,9200000,1.50785,0.00858652
461,9220000,1.50785,0.00856788
462,9240000,1.50784,0.00854932
463,9260000,1.5078,0.00853094
464,9280000,1.50785,0.00851272
465,9300000,1.50777,0.00849479
466,9320000,1.50777,0.00847654
467,9340000,1.50775,0.00845839
468,9360000,1.50771,0.00844039
469,9380000,1.5076,0.00842315
470,9400000,1.50754,0.00840539
471,9420000,1.50748,0.00838772
472,9440000,1.50747,0.00836995
473,9460000,1.5075,0.00835227
474,9480000,1.50744,0.0083348
475,9500000,1.50734,0.00831787
476,9520000,1.50729,0.0083005
477,9540000,1.50722,0.00828345
478,9560000,1.50725,0.00826617
479,9580000,1.50727,0.00824891
480,9600000,1.50729,0.00823173
481,9620000,1.5073,0.00821462
482,9640000,1.5072,0.00819819
483,9660000,1.50721,0.0081812
484,9680000,1.50727,0.00816447
485,9700000,1.50725,0.00814763
486,9720000,1.50714,0.0081316
487,9740000,1.5071,0.00811496
488,9760000,1.50707,0.00809837
489,9780000,1.50709,0.0080818
490,9800000,1.50702,0.00806554
491,9820000,1.50691,0.00804996
492,9840000,1.50687,0.00803364
493,9860000,1.50687,0.00801733
494,9880000,1.50684,0.00800116
495,9900000,1.50686,0.00798502
496,9920000,1.50686,0.00796891
497,9940000,1.50687,0.00795286
498,9960000,1.50689,0.00793691
499,9980000,1.50684,0.00792119
500,10000000,1.50681,0.00790539
