blocks,extractions,radius,error
1,20000,5.40395,0
2,40000,3.45904,1.94491
3,60000,2.82553,1.28927
4,80000,2.49335,0.970287
5,100000,2.29118,0.778297
6,120000,2.15644,0.649604
7,140000,2.05716,0.557919
8,160000,1.98168,0.489032
9,180000,1.92512,0.434979
10,200000,1.88159,0.391485
11,220000,1.85229,0.355321
12,240000,1.82147,0.325824
13,260000,1.79762,0.300662
14,280000,1.7778,0.279064
15,300000,1.76146,0.260307
16,320000,1.7476,0.243889
17,340000,1.73387,0.229505
18,360000,1.72173,0.21672
19,380000,1.70848,0.205424
20,400000,1.69838,0.195144
21,420000,1.68962,0.185825
22,440000,1.68052,0.177411
23,460000,1.67252,0.169711
24,480000,1.66652,0.162597
25,500000,1.66072,0.156065
26,520000,1.65554,0.150032
27,540000,1.64973,0.144485
28,560000,1.6448,0.139317
29,580000,1.6402,0.134506
30,600000,1.63753,0.129972
31,620000,1.63353,0.125773
32,640000,1.62959,0.121843
33,660000,1.62373,0.118238
34,680000,1.61981,0.114775
35,700000,1.61681,0.111488
36,720000,1.61253,0.108432
37,740000,1.60834,0.105543
38,760000,1.60444,0.102802
39,780000,1.60203,0.100161
40,800000,1.59975,0.097651
41,820000,1.59745,0.0952672
42,840000,1.59515,0.0929997
43,860000,1.59367,0.0908232
44,880000,1.59072,0.0887842
45,900000,1.58946,0.0867979
46,920000,1.58751,0.0849125
47,940000,1.58583,0.0831031
48,960000,1.58344,0.0813886
49,980000,1.58209,0.0797216
50,1000000,1.58064,0.0781245
51,1020000,1.57966,0.0765835
52,1040000,1.5789,0.0751002
53,1060000,1.57755,0.073682
54,1080000,1.57578,0.0723263
55,1100000,1.57514,0.071002
56,1120000,1.57366,0.0697382
57,1140000,1.57223,0.0685186
58,1160000,1.57105,0.0673374
59,1180000,1.56967,0.0662005
60,1200000,1.5681,0.0651068
61,1220000,1.56684,0.064043
62,1240000,1.56595,0.0630078
63,1260000,1.56552,0.0620011
64,1280000,1.5647,0.0610302
65,1300000,1.56364,0.0600933
66,1320000,1.562,0.0591985
67,1340000,1.56085,0.0583195
68,1360000,1.55976,0.0574658
69,1380000,1.55923,0.0566293
70,1400000,1.55864,0.0558176
71,1420000,1.55761,0.0550355
72,1440000,1.55696,0.0542695
73,1460000,1.55566,0.0535367
74,1480000,1.55468,0.0528174
75,1500000,1.554,0.0521129
76,1520000,1.55349,0.0514251
77,1540000,1.55222,0.0507688
78,1560000,1.55173,0.0501162
79,1580000,1.55104,0.0494825
80,1600000,1.55039,0.0488644
81,1620000,1.54954,0.0482648
82,1640000,1.54862,0.0476815
83,1660000,1.54843,0.0471039
84,1680000,1.5478,0.046544
85,1700000,1.54742,0.0459948
86,1720000,1.54657,0.0454646
87,1740000,1.54622,0.0449404
88,1760000,1.54578,0.0444289
89,1780000,1.54511,0.043932
90,1800000,1.54489,0.0434417
91,1820000,1.54419,0.0429673
92,1840000,1.5439,0.0424987
93,1860000,1.54322,0.0420448
94,1880000,1.54297,0.0415958
95,1900000,1.54191,0.0411694
96,1920000,1.54143,0.040741
97,1940000,1.54064,0.0403267
98,1960000,1.53995,0.039919
99,1980000,1.53959,0.0395154
100,2000000,1.53862,0.03913
101,2020000,1.53842,0.0387412
102,2040000,1.53795,0.0383624
103,2060000,1.53749,0.0379909
104,2080000,1.5368,0.0376301
105,2100000,1.53659,0.0372706
106,2120000,1.53621,0.0369192
107,2140000,1.53569,0.0365763
108,2160000,1.53562,0.0362361
109,2180000,1.53544,0.0359026
110,2200000,1.53511,0.0355762
111,2220000,1.53513,0.0352542
112,2240000,1.53477,0.0349399
113,2260000,1.53425,0.0346333
114,2280000,1.53393,0.0343297
115,2300000,1.53338,0.0340342
116,2320000,1.53316,0.0337403
117,2340000,1.53278,0.0334528
118,2360000,1.5329,0.0331683
119,2380000,1.53248,0.0328911
120,2400000,1.53232,0.0326162
121,2420000,1.53172,0.0323511
122,2440000,1.53104,0.0320919
123,2460000,1.5311,0.03183
124,2480000,1.53073,0.0315744
125,2500000,1.53015,0.0313263
126,2520000,1.52967,0.0310804
127,2540000,1.52927,0.0308372
128,2560000,1.52941,0.0305956
