#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.786055    0.786055           0
           2    0.783853    0.784954 0.000778535
           3    0.795056    0.788321  0.00279813
           4    0.796419    0.790346  0.00273459
           5    0.788645    0.790005  0.00220873
           6    0.784686    0.789119  0.00201069
           7    0.796946    0.790237  0.00201045
           8     0.78711    0.789846  0.00179675
           9    0.795068    0.790426   0.0016882
          10    0.787935    0.790177  0.00153765
          11    0.797685     0.79086  0.00154192
          12    0.791413    0.790906  0.00141412
          13    0.791409    0.790945  0.00130587
          14    0.788887    0.790798  0.00122084
          15    0.796451    0.791175  0.00119621
          16    0.795131    0.791422  0.00114672
          17    0.783772    0.790972  0.00116421
          18    0.789795    0.790906  0.00110136
          19    0.781924    0.790434  0.00114036
          20    0.790903    0.790457  0.00108358
          21    0.790841    0.790475  0.00103213
          22    0.789443    0.790429 0.000986287
          23    0.793344    0.790555 0.000951514
          24    0.780095    0.790119  0.00100675
          25    0.797114    0.790399   0.0010046
          26    0.778256    0.789932  0.00106904
          27    0.793684    0.790071  0.00103844
          28     0.79162    0.790126  0.00100282
          29    0.782815    0.789874 0.000999433
          30    0.796061    0.790081 0.000987166
          31    0.791641    0.790131 0.000956605
          32    0.796212    0.790321 0.000945396
          33    0.785807    0.790184 0.000926592
          34    0.788621    0.790138 0.000900478
          35    0.785574    0.790008 0.000884143
          36    0.778276    0.789682 0.000917679
          37    0.798611    0.789923 0.000924063
          38    0.787117    0.789849 0.000902692
          39    0.788181    0.789807 0.000880559
          40    0.804658    0.790178 0.000933543
          41    0.787334    0.790109 0.000913346
          42    0.795443    0.790236 0.000900388
          43    0.789669    0.790222 0.000879546
          44    0.793093    0.790288 0.000861972
          45    0.793125    0.790351  0.00084512
          46    0.791838    0.790383 0.000827366
          47    0.791538    0.790408 0.000810127
          48     0.79862    0.790579 0.000811117
          49    0.788691     0.79054 0.000795478
          50    0.790837    0.790546 0.000779591
          51    0.784213    0.790422 0.000774132
          52    0.786004    0.790337 0.000763892
          53     0.79784    0.790478 0.000762483
          54     0.78857    0.790443 0.000749181
          55    0.793036     0.79049 0.000737042
          56     0.79054    0.790491 0.000723881
          57    0.789886    0.790481 0.000711259
          58    0.792627    0.790518 0.000699958
          59    0.797432    0.790635 0.000697836
          60    0.789771     0.79062 0.000686354
          61    0.785787    0.790541 0.000679661
          62    0.797026    0.790646   0.0006767
          63    0.796506    0.790739 0.000672321
          64    0.789842    0.790725 0.000661962
          65    0.792082    0.790746 0.000652108
          66    0.790264    0.790738 0.000642268
          67    0.790242    0.790731 0.000632725
          68    0.788529    0.790699 0.000624248
          69    0.796542    0.790783  0.00062092
          70    0.787613    0.790738 0.000613699
          71    0.794108    0.790785 0.000606888
          72    0.794302    0.790834 0.000600421
          73    0.786338    0.790773 0.000595347
          74    0.799977    0.790897 0.000600155
          75    0.788822    0.790869 0.000592791
          76    0.787695    0.790828  0.00058646
          77    0.789922    0.790816 0.000578962
          78    0.789472    0.790799 0.000571796
          79    0.796264    0.790868 0.000568727
          80    0.786692    0.790816 0.000564009
          81    0.791571    0.790825 0.000557122
          82    0.788465    0.790796 0.000551071
          83    0.799267    0.790898 0.000553802
          84    0.791541    0.790906 0.000547262
          85    0.799577    0.791008  0.00055025
          86    0.793349    0.791035 0.000544524
          87    0.793249    0.791061  0.00053886
          88    0.785238    0.790994 0.000536783
          89    0.786948    0.790949 0.000532674
          90    0.799492    0.791044 0.000535146
          91    0.788465    0.791015 0.000530015
          92    0.791728    0.791023 0.000524311
          93    0.793021    0.791045 0.000519113
          94    0.793209    0.791068 0.000514101
          95    0.787462     0.79103 0.000510088
          96    0.790555    0.791025 0.000504799
          97    0.789101    0.791005 0.000499984
          98    0.799489    0.791092 0.000502321
          99    0.790238    0.791083 0.000497321
         100    0.795714    0.791129 0.000494499
