#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.799595    0.799595           0
           2     0.80232    0.800957 0.000963516
           3    0.804881    0.802265  0.00124625
           4    0.801819    0.802154 0.000939673
           5    0.797429    0.801209  0.00113109
           6    0.806146    0.802032  0.00120525
           7    0.793731    0.800846  0.00150745
           8    0.805892    0.801477  0.00144495
           9    0.788549     0.80004  0.00186644
          10     0.80588    0.800624   0.0017688
          11    0.798336    0.800416  0.00162019
          12    0.801046    0.800469  0.00148602
          13    0.802591    0.800632  0.00138065
          14    0.797455    0.800405  0.00130054
          15    0.799795    0.800364  0.00121448
          16    0.796185    0.800103  0.00116632
          17    0.806182    0.800461  0.00115122
          18    0.794676    0.800139  0.00113123
          19    0.802946    0.800287  0.00108129
          20    0.806337     0.80059  0.00106871
          21    0.800069    0.800565  0.00101811
          22    0.800677     0.80057 0.000971842
          23    0.800914    0.800585 0.000929704
          24    0.806835    0.800845 0.000926723
          25    0.801478    0.800871 0.000889999
          26    0.803457     0.80097 0.000861312
          27    0.803311    0.801057 0.000833762
          28    0.799036    0.800985 0.000807102
          29    0.798419    0.800896 0.000784104
          30    0.807109    0.801103 0.000784838
          31    0.805246    0.801237 0.000770815
          32    0.808331    0.801459 0.000777952
          33    0.796555     0.80131 0.000768437
          34    0.802199    0.801336 0.000746281
          35    0.806703    0.801489 0.000740543
          36    0.799661    0.801439 0.000721711
          37    0.796124    0.801295 0.000716359
          38      0.8031    0.801343 0.000699081
          39    0.805997    0.801462  0.00069127
          40    0.794029    0.801276  0.00069852
          41    0.810357    0.801498 0.000715734
          42    0.796767    0.801385   0.0007075
          43    0.801015    0.801376 0.000691098
          44    0.803163    0.801417 0.000676584
          45    0.798259    0.801347 0.000665179
          46    0.810554    0.801547  0.00068017
          47    0.792203    0.801348 0.000694144
          48    0.807425    0.801475 0.000691133
          49    0.796642    0.801376 0.000684028
          50    0.799425    0.801337 0.000671459
          51      0.8026    0.801362  0.00065875
          52    0.793217    0.801205 0.000664442
          53    0.804752    0.801272 0.000655267
          54    0.802918    0.801303 0.000643841
          55    0.796078    0.801208 0.000639104
          56    0.807962    0.801328  0.00063897
          57    0.800029    0.801305 0.000628166
          58    0.797737    0.801244 0.000620342
          59    0.802352    0.801263 0.000610112
          60    0.801937    0.801274 0.000600047
          61    0.805203    0.801338 0.000593658
          62    0.797792    0.801281 0.000586832
          63    0.805799    0.801353 0.000581882
          64    0.810076    0.801489 0.000588536
          65    0.792986    0.801358 0.000593843
          66    0.800052    0.801339 0.000585175
          67    0.797729    0.801285 0.000578916
          68    0.807486    0.801376 0.000577542
          69    0.789196    0.801199 0.000595536
          70    0.806119     0.80127 0.000591162
          71    0.800512    0.801259 0.000582932
          72    0.801555    0.801263  0.00057485
          73    0.809631    0.801378 0.000578292
          74    0.799686    0.801355 0.000570929
          75    0.810306    0.801474 0.000575655
          76    0.799162    0.801444 0.000568884
          77    0.795826    0.801371 0.000566155
          78    0.799982    0.801353 0.000559176
          79    0.806857    0.801423 0.000556422
          80    0.801146    0.801419 0.000549477
          81    0.811136    0.801539 0.000555635
          82     0.79241    0.801428 0.000559901
          83    0.804144    0.801461  0.00055411
          84    0.805497    0.801509 0.000549594
          85    0.799588    0.801486 0.000543592
          86    0.800029    0.801469 0.000537535
          87    0.798064     0.80143 0.000532779
          88    0.802303     0.80144 0.000526817
          89    0.803579    0.801464 0.000521446
          90    0.797197    0.801417 0.000517803
          91    0.802057    0.801424 0.000512161
          92    0.804145    0.801453 0.000507447
          93     0.80098    0.801448 0.000502016
          94    0.800618    0.801439 0.000496753
          95    0.805675    0.801484 0.000493521
          96     0.78588    0.801321 0.000514451
          97    0.810736    0.801418 0.000518222
          98    0.794874    0.801352 0.000517219
          99    0.804271    0.801381 0.000512835
         100    0.799614    0.801363 0.000508011
