#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.799121    0.799121           0
           2      0.7948    0.796961  0.00152765
           3    0.801814    0.798579  0.00166803
           4    0.807931    0.800917  0.00238006
           5    0.796478    0.800029    0.002063
           6    0.805743    0.800981  0.00192648
           7      0.8006    0.800927  0.00165203
           8    0.809304    0.801974  0.00174618
           9    0.799884    0.801742  0.00156752
          10    0.801536    0.801721   0.0014109
          11    0.798872    0.801462  0.00130619
          12    0.811315    0.802283  0.00143237
          13    0.797398    0.801907  0.00137058
          14    0.791801    0.801186  0.00145038
          15    0.803162    0.801317  0.00135966
          16    0.797124    0.801055   0.0012997
          17    0.802204    0.801123    0.001225
          18    0.799317    0.801023  0.00116105
          19     0.80211     0.80108  0.00110135
          20    0.805795    0.801316  0.00107122
          21    0.800164    0.801261  0.00102161
          22     0.79704    0.801069 0.000993027
          23    0.790139    0.800594  0.00105746
          24    0.812049    0.801071  0.00111593
          25    0.795594    0.800852  0.00109259
          26    0.795893    0.800661  0.00106709
          27    0.799035    0.800601  0.00102926
          28    0.804645    0.800745  0.00100259
          29    0.796361    0.800594 0.000979344
          30    0.803797    0.800701 0.000952501
          31    0.797957    0.800612 0.000925879
          32    0.804108    0.800722 0.000903367
          33    0.792382    0.800469 0.000910654
          34    0.813086     0.80084 0.000956492
          35    0.795082    0.800676 0.000943204
          36    0.813337    0.801027 0.000980386
          37    0.787004    0.800648  0.00102454
          38    0.798237    0.800585 0.000999538
          39    0.801463    0.800607 0.000974163
          40    0.806699     0.80076 0.000961641
          41    0.800764     0.80076 0.000938186
          42     0.80527    0.800867 0.000921972
          43       0.791    0.800638 0.000928646
          44    0.797763    0.800572 0.000909835
          45    0.796053    0.800472 0.000895142
          46    0.796117    0.800377 0.000880675
          47    0.798997    0.800348 0.000862426
          48    0.799854    0.800338  0.00084452
          49    0.794897    0.800226 0.000834553
          50    0.803772    0.800297 0.000820869
          51    0.801314    0.800317 0.000805016
          52    0.800239    0.800316 0.000789536
          53    0.800928    0.800327 0.000774724
          54    0.798005    0.800284  0.00076157
          55    0.805332    0.800376 0.000753232
          56    0.800478    0.800378 0.000739784
          57    0.801585    0.800399 0.000727108
          58    0.799177    0.800378 0.000714877
          59    0.798942    0.800354 0.000703174
          60    0.807094    0.800466  0.00070037
          61     0.79585     0.80039 0.000692964
          62    0.808517    0.800521 0.000694074
          63    0.797497    0.800473 0.000684716
          64     0.80091     0.80048 0.000674051
          65    0.800531    0.800481 0.000663681
          66     0.80663    0.800574 0.000660132
          67    0.791573     0.80044 0.000663811
          68    0.804973    0.800507 0.000657387
          69    0.801192    0.800516 0.000647935
          70     0.80433    0.800571 0.000640964
          71    0.800125    0.800565 0.000631968
          72    0.802909    0.800597 0.000624029
          73    0.805673    0.800667 0.000619342
          74    0.795536    0.800597 0.000614841
          75    0.800795      0.8006 0.000606649
          76    0.793746     0.80051 0.000605333
          77    0.803108    0.800544 0.000598411
          78    0.793674    0.800456 0.000597186
          79    0.805981    0.800525 0.000593709
          80    0.803274     0.80056 0.000587281
          81    0.797093    0.800517 0.000581588
          82     0.80655    0.800591 0.000579131
          83    0.798587    0.800566 0.000572656
          84    0.793958    0.800488 0.000571217
          85    0.800968    0.800493 0.000564525
          86    0.800292    0.800491 0.000557965
          87    0.797428    0.800456 0.000552661
          88    0.804766    0.800505 0.000548547
          89     0.80336    0.800537  0.00054332
          90      0.8039    0.800574 0.000538567
          91    0.799766    0.800565 0.000532722
          92     0.80134    0.800574 0.000526998
          93    0.803695    0.800607 0.000522399
          94    0.802238    0.800625 0.000517129
          95    0.795831    0.800574 0.000514141
          96    0.807205    0.800643 0.000513403
          97    0.792993    0.800565 0.000514134
          98    0.806296    0.800623 0.000512203
          99    0.790766    0.800523 0.000516617
         100    0.801293    0.800531 0.000511508
