BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-6.14404,-6.14404,0
2,-5.51446,-5.82925,0.222591
3,-5.45043,-5.70298,0.180696
4,-5.4827,-5.64791,0.143669
5,-5.55078,-5.62848,0.116241
6,-5.45148,-5.59898,0.100541
7,-5.41776,-5.57309,0.089449
8,-5.46574,-5.55968,0.0792681
9,-5.49828,-5.55285,0.0707535
10,-5.48632,-5.5462,0.0639902
11,-5.34883,-5.52826,0.0606363
12,-5.47689,-5.52398,0.0557342
13,-5.49339,-5.52162,0.0514966
14,-5.44142,-5.51589,0.0481359
15,-5.54481,-5.51782,0.0449654
16,-5.54105,-5.51927,0.0421785
17,-5.44111,-5.51468,0.0399472
18,-5.48033,-5.51277,0.0377735
19,-5.43944,-5.50891,0.035982
20,-5.41713,-5.50432,0.0344743
21,-5.38434,-5.49861,0.0333027
22,-5.40547,-5.49437,0.0320569
23,-5.46752,-5.49321,0.0306844
24,-5.49049,-5.49309,0.0294061
25,-5.37081,-5.4882,0.0286338
26,-5.49065,-5.4883,0.0275326
27,-5.46703,-5.48751,0.0265241
28,-5.45573,-5.48637,0.0256011
29,-5.53334,-5.48799,0.0247695
30,-5.49034,-5.48807,0.023944
31,-5.55688,-5.49029,0.0232742
32,-5.4433,-5.48882,0.0225932
33,-5.44109,-5.48738,0.0219548
34,-5.42582,-5.48557,0.0213836
35,-5.42352,-5.48379,0.020846
36,-5.41213,-5.4818,0.0203617
37,-5.52013,-5.48284,0.0198377
38,-5.48407,-5.48287,0.0193157
39,-5.47593,-5.48269,0.0188213
40,-5.48849,-5.48284,0.0183513
41,-5.36689,-5.48001,0.0181203
42,-5.45936,-5.47952,0.0176955
43,-5.53207,-5.48074,0.0173262
44,-5.49825,-5.48114,0.016937
45,-5.38383,-5.47898,0.016698
46,-5.47879,-5.47897,0.016335
47,-5.53694,-5.4802,0.016034
48,-5.4128,-5.4788,0.0157613
49,-5.48087,-5.47884,0.0154397
50,-5.45835,-5.47843,0.0151364
51,-5.44814,-5.47784,0.0148512
52,-5.43167,-5.47695,0.0145921
53,-5.43824,-5.47622,0.0143351
54,-5.45374,-5.4758,0.0140757
55,-5.5054,-5.47634,0.01383
56,-5.46882,-5.47621,0.0135837
57,-5.48874,-5.47643,0.0133472
58,-5.40562,-5.47521,0.0131728
59,-5.40892,-5.47408,0.0129973
60,-5.40829,-5.47299,0.0128269
61,-5.48867,-5.47324,0.0126192
62,-5.44363,-5.47277,0.0124247
63,-5.42621,-5.47203,0.0122494
64,-5.40091,-5.47092,0.0121083
65,-5.47342,-5.47096,0.0119221
66,-5.44282,-5.47053,0.0117491
67,-5.47866,-5.47065,0.0115743
68,-5.42809,-5.47002,0.011421
69,-5.42323,-5.46935,0.0112756
70,-5.37175,-5.46795,0.0112004
71,-5.36421,-5.46649,0.0111376
72,-5.4031,-5.46561,0.0110176
73,-5.54677,-5.46672,0.0109226
74,-5.35653,-5.46523,0.0108761
75,-5.52425,-5.46602,0.0107595
76,-5.45041,-5.46581,0.0106199
77,-5.45879,-5.46572,0.0104823
78,-5.468,-5.46575,0.010348
79,-5.44297,-5.46546,0.010221
80,-5.37099,-5.46428,0.0101612
81,-5.41933,-5.46373,0.0100509
82,-5.41707,-5.46316,0.00994447
83,-5.459,-5.46311,0.00982478
84,-5.45798,-5.46305,0.00970801
85,-5.46507,-5.46307,0.00959383
86,-5.5389,-5.46395,0.0095227
87,-5.53284,-5.46475,0.0094461
88,-5.55876,-5.46581,0.00939898
89,-5.46209,-5.46577,0.00929346
90,-5.43298,-5.46541,0.00919734
91,-5.39037,-5.46458,0.00913316
92,-5.50398,-5.46501,0.00904392
93,-5.42584,-5.46459,0.00895648
94,-5.58648,-5.46589,0.00895458
95,-5.5897,-5.46719,0.00895467
96,-5.4722,-5.46724,0.00886154
97,-5.59098,-5.46852,0.00886152
98,-5.44644,-5.46829,0.00877396
99,-5.52247,-5.46884,0.00870238
100,-5.46947,-5.46885,0.00861536
