BLOCK,ACTUAL_P,P_AVE,ERROR
1,0.379091,0.379091,0
2,0.0717176,0.225404,0.108673
3,0.0773169,0.176042,0.082905
4,0.0734267,0.150388,0.0660287
5,0.0421684,0.128744,0.0562586
6,0.0346079,0.113055,0.0490211
7,0.0381438,0.102353,0.0431704
8,0.0201671,0.0920799,0.0389773
9,0.0251099,0.0846388,0.0353496
10,0.0586705,0.082042,0.0319099
11,0.0577787,0.0798362,0.0290852
12,0.0346955,0.0760745,0.0269036
13,0.0219952,0.0719146,0.0251536
14,0.0483823,0.0702337,0.023413
15,0.0388426,0.068141,0.0219455
16,0.0511451,0.0670787,0.0205996
17,0.045986,0.065838,0.0194252
18,0.0275561,0.0637112,0.018462
19,-0.0114893,0.0597533,0.0179096
20,0.0277219,0.0581517,0.0170856
21,0.0427204,0.0574169,0.0162878
22,0.0239718,0.0558966,0.0156182
23,0.0342646,0.0549561,0.0149674
24,-0.00176528,0.0525927,0.0145292
25,0.00879706,0.0508409,0.0140532
26,0.0419345,0.0504983,0.0135169
27,0.0449574,0.0502931,0.0130178
28,0.0719434,0.0510663,0.0125759
29,0.0389622,0.050649,0.0121491
30,0.0891245,0.0519315,0.0118117
31,0.0599829,0.0521912,0.0114335
32,0.10183,0.0537424,0.0111809
33,0.0408154,0.0533507,0.010849
34,0.033061,0.0527539,0.0105463
35,0.0221255,0.0518788,0.0102812
36,-0.0169607,0.0499666,0.0101719
37,0.0319865,0.0494807,0.00990857
38,0.04111,0.0492604,0.00965027
39,0.0356366,0.0489111,0.00940915
40,0.0432826,0.0487704,0.00917497
41,0.0491444,0.0487795,0.00895119
42,0.0266376,0.0482523,0.00875358
43,0.0751362,0.0488775,0.00857231
44,0.0319471,0.0484927,0.00838611
45,0.0609855,0.0487703,0.00820435
46,0.0843875,0.0495446,0.00806245
47,0.0457083,0.049463,0.00789132
48,0.0371773,0.049207,0.00773107
49,0.0347332,0.0489117,0.00757893
50,0.048083,0.0488951,0.00742737
51,0.0303287,0.048531,0.00729065
52,0.0698535,0.0489411,0.00716197
53,0.0713523,0.0493639,0.00703931
54,0.0313348,0.0490301,0.00691687
55,-0.0137381,0.0478888,0.00688461
56,0.110258,0.0490026,0.00685116
57,0.0358919,0.0487725,0.00673483
58,0.0141799,0.0481761,0.00664507
59,0.0295546,0.0478605,0.00653993
60,0.0208263,0.0474099,0.00644643
61,0.040989,0.0473047,0.00634161
62,0.0474748,0.0473074,0.00623933
63,0.046445,0.0472937,0.00614031
64,0.0225725,0.0469075,0.0060565
65,0.0471249,0.0469108,0.00596333
66,-0.00830605,0.0460742,0.00593137
67,0.0375652,0.0459472,0.0058442
68,0.0802403,0.0464515,0.00577997
69,0.025223,0.0461438,0.00570439
70,0.000849654,0.0454968,0.00565948
71,0.0621509,0.0457313,0.00558462
72,0.0852189,0.0462798,0.00553392
73,0.0727062,0.0466418,0.00546995
74,0.0879424,0.0471999,0.00542443
75,0.0573195,0.0473348,0.00535378
76,0.0468429,0.0473284,0.00528334
77,0.0502575,0.0473664,0.00521486
78,0.013324,0.04693,0.00516623
79,0.0753676,0.0472899,0.00511336
80,0.0189174,0.0469353,0.00506173
81,0.0310004,0.0467385,0.00500306
82,0.0382929,0.0466355,0.00494311
83,0.0227166,0.0463474,0.00489195
84,0.052343,0.0464187,0.00483423
85,0.00412963,0.0459212,0.00480289
86,0.0432742,0.0458904,0.00474714
87,0.0532211,0.0459747,0.00469332
88,0.0288644,0.0457803,0.00464402
89,0.0566212,0.0459021,0.00459343
90,0.0670171,0.0461367,0.00454838
91,0.0271707,0.0459283,0.00450317
92,0.0463356,0.0459327,0.00445423
93,0.0627253,0.0461133,0.00440999
94,0.0481328,0.0461347,0.00436313
95,0.0808692,0.0465004,0.00433249
96,0.0965732,0.047022,0.00431865
97,0.045191,0.0470031,0.00427417
98,0.0328971,0.0468592,0.00423297
99,0.0752926,0.0471464,0.00419995
100,0.0411742,0.0470866,0.00415837
