BLOCK,ACTUAL_T,T_AVE,ERROR
1,1.57469,1.57469,0
2,1.14777,1.36123,0.150941
3,1.15471,1.29239,0.115261
4,1.14961,1.25669,0.0918066
5,1.10894,1.22714,0.0780566
6,1.09798,1.20562,0.0679509
7,1.10201,1.19081,0.0598339
8,1.07704,1.17659,0.0540185
9,1.08399,1.1663,0.0489865
10,1.13086,1.16276,0.0442159
11,1.12922,1.15971,0.0403012
12,1.09727,1.15451,0.0372772
13,1.07827,1.14864,0.034868
14,1.11319,1.14611,0.0324693
15,1.10053,1.14307,0.0304465
16,1.11922,1.14158,0.0285801
17,1.11359,1.13993,0.0269463
18,1.08867,1.13709,0.0255994
19,1.03656,1.13179,0.0247928
20,1.08882,1.12965,0.0236461
21,1.10908,1.12867,0.0225404
22,1.083,1.12659,0.0216112
23,1.09538,1.12523,0.0207141
24,1.04705,1.12198,0.0201056
25,1.0597,1.11948,0.0194551
26,1.10205,1.11881,0.0187183
27,1.10805,1.11842,0.0180293
28,1.14567,1.11939,0.0174117
29,1.10311,1.11883,0.0168203
30,1.17173,1.12059,0.0163518
31,1.13087,1.12092,0.0158277
32,1.18748,1.123,0.0154691
33,1.10479,1.12245,0.0150102
34,1.09506,1.12164,0.0145903
35,1.0796,1.12044,0.0142228
36,1.0267,1.11784,0.0140641
37,1.0943,1.1172,0.0136984
38,1.10672,1.11693,0.0133407
39,1.10001,1.11649,0.0130057
40,1.10909,1.11631,0.0126818
41,1.1166,1.11632,0.0123725
42,1.08631,1.1156,0.0120985
43,1.15329,1.11648,0.0118489
44,1.09441,1.11598,0.0115902
45,1.1345,1.11639,0.01134
46,1.1667,1.11748,0.0111461
47,1.11348,1.1174,0.0109092
48,1.1015,1.11707,0.010687
49,1.09878,1.11669,0.0104754
50,1.11734,1.1167,0.0102659
51,1.09401,1.11626,0.0100742
52,1.14728,1.11686,0.00989815
53,1.14804,1.11744,0.00972887
54,1.09333,1.117,0.00955895
55,1.03062,1.11543,0.00951329
56,1.2008,1.11695,0.00946479
57,1.09993,1.11665,0.00930345
58,1.06873,1.11583,0.00917966
59,1.08989,1.11539,0.0090346
60,1.07843,1.11477,0.00890499
61,1.10666,1.11464,0.00876
62,1.11648,1.11467,0.00861876
63,1.11375,1.11465,0.00848197
64,1.08227,1.11415,0.00836451
65,1.11363,1.11414,0.00823583
66,1.03738,1.11298,0.00819276
67,1.10087,1.1128,0.00807247
68,1.15951,1.11348,0.00798294
69,1.08538,1.11308,0.00787763
70,1.05305,1.11222,0.00781163
71,1.13394,1.11252,0.00770759
72,1.16406,1.11324,0.00763371
73,1.14793,1.11372,0.00754391
74,1.16643,1.11443,0.00747553
75,1.12447,1.11456,0.00737706
76,1.11143,1.11452,0.00728011
77,1.11719,1.11455,0.00718564
78,1.06757,1.11395,0.00711872
79,1.15058,1.11442,0.0070437
80,1.07465,1.11392,0.00697316
81,1.09233,1.11365,0.00689217
82,1.1008,1.1135,0.0068099
83,1.07711,1.11306,0.00674195
84,1.11675,1.1131,0.00666183
85,1.0516,1.11238,0.00662263
86,1.10756,1.11232,0.00654586
87,1.1224,1.11244,0.00647165
88,1.08866,1.11217,0.00640375
89,1.12508,1.11231,0.00633344
90,1.13986,1.11262,0.00627046
91,1.08783,1.11235,0.00620747
92,1.11348,1.11236,0.00614001
93,1.1355,1.11261,0.00607903
94,1.1171,1.11266,0.00601454
95,1.16215,1.11318,0.00597375
96,1.18383,1.11391,0.00595669
97,1.1136,1.11391,0.00589528
98,1.09725,1.11374,0.00583758
99,1.15375,1.11414,0.00579258
100,1.10682,1.11407,0.00573512
