BLOCK,ACTUAL_P,P_AVE,ERROR
1,0.350959,0.350959,0
2,0.048009,0.199484,0.107109
3,0.0193208,0.13943,0.0866208
4,0.0350115,0.113325,0.0687867
5,0.0669597,0.104052,0.0556509
6,0.0178802,0.08969,0.0481934
7,0.0019877,0.0771611,0.0429063
8,0.0243504,0.0705597,0.0380474
9,0.0395434,0.0671135,0.0339756
10,0.0347695,0.0638791,0.0307317
11,-0.0329831,0.0550734,0.0291722
12,0.0274164,0.0527687,0.026832
13,0.0336385,0.0512971,0.0248084
14,0.00857004,0.0482452,0.0232233
15,0.0599346,0.0490245,0.0216881
16,0.0599831,0.0497094,0.0203434
17,0.0106478,0.0474117,0.0192761
18,0.0286194,0.0463676,0.0182335
19,0.00822714,0.0443603,0.0173839
20,-0.000807151,0.0421019,0.0166608
21,-0.0160417,0.0393331,0.0160958
22,-0.00476653,0.0373286,0.0154885
23,0.0255387,0.036816,0.0148236
24,0.0353294,0.0367541,0.0142061
25,-0.0223035,0.0343918,0.0138328
26,0.0350506,0.0344171,0.0133008
27,0.0248716,0.0340636,0.0128129
28,0.0190636,0.0335278,0.0123665
29,0.055757,0.0342944,0.0119638
30,0.0359973,0.0343511,0.0115651
31,0.0682609,0.035445,0.0112437
32,0.0147649,0.0347987,0.0109109
33,0.011574,0.034095,0.0106029
34,0.00432197,0.0332193,0.0103272
35,0.00533597,0.0324226,0.0100628
36,-0.00102633,0.0314935,0.00982607
37,0.050028,0.0319944,0.00957326
38,0.0317525,0.0319881,0.00932133
39,0.0286005,0.0319012,0.00908273
40,0.036672,0.0320205,0.00885644
41,-0.0242348,0.0306484,0.00874607
42,0.0193368,0.0303791,0.00854198
43,0.0536376,0.03092,0.00836043
44,0.0403787,0.0311349,0.00817319
45,-0.0160884,0.0300855,0.00805865
46,0.0311533,0.0301087,0.0078835
47,0.05869,0.0307168,0.00773918
48,-0.00106607,0.0300547,0.00760622
49,0.0335006,0.030125,0.00745132
50,0.0207598,0.0299377,0.00730464
51,0.0163245,0.0296708,0.00716629
52,0.00800698,0.0292542,0.00704058
53,0.00879172,0.0288681,0.00691831
54,0.0172947,0.0286538,0.00679352
55,0.0430885,0.0289162,0.00667506
56,0.0237616,0.0288242,0.0065565
57,0.0332892,0.0289025,0.00644194
58,-0.00529832,0.0283128,0.00635781
59,-0.00453391,0.0277561,0.00627437
60,-0.004943,0.0272111,0.00619342
61,0.0346364,0.0273329,0.00609309
62,0.011695,0.0270806,0.00600003
63,0.00465208,0.0267246,0.00591535
64,-0.00942204,0.0261598,0.00584982
65,0.0258907,0.0261557,0.00575982
66,0.0120874,0.0259425,0.0056765
67,0.0295834,0.0259969,0.00559203
68,0.00550994,0.0256956,0.00551791
69,0.00145316,0.0253443,0.00544911
70,-0.0221798,0.0246653,0.00541339
71,-0.0247123,0.0239699,0.00538164
72,-0.00897083,0.0235124,0.0053263
73,0.0622497,0.024043,0.00527971
74,-0.0310984,0.0232979,0.00526068
75,0.051147,0.0236692,0.00520363
76,0.0176495,0.02359,0.00513576
77,0.0195395,0.0235374,0.00506933
78,0.0224189,0.023523,0.00500436
79,0.00807553,0.0233275,0.00494483
80,-0.0240343,0.0227355,0.00491834
81,0.00100236,0.0224672,0.00486493
82,-0.000424829,0.022188,0.0048136
83,0.0202099,0.0221642,0.00475567
84,0.0205969,0.0221455,0.00469909
85,0.0233755,0.02216,0.00464383
86,0.0589064,0.0225873,0.00460945
87,0.0552376,0.0229626,0.00457172
88,0.0694674,0.023491,0.00455021
89,0.0199914,0.0234517,0.00449925
90,0.00491266,0.0232457,0.00445397
91,-0.0124631,0.0228533,0.00442228
92,0.0442767,0.0230862,0.00438034
93,0.00351457,0.0228757,0.00433829
94,0.0827985,0.0235132,0.00433872
95,0.0843852,0.024154,0.00434011
96,0.0258956,0.0241721,0.00429493
97,0.0849264,0.0247984,0.00429608
98,0.0140674,0.0246889,0.00425364
99,0.0532089,0.024977,0.00422042
100,0.025967,0.0249869,0.00417823
