BLOCK,ACTUAL_T,T_AVE,ERROR
1,1.53921,1.53921,0
2,1.1178,1.3285,0.14899
3,1.07725,1.24475,0.12059
4,1.09972,1.20849,0.0957382
5,1.14295,1.19539,0.0774828
6,1.07532,1.17538,0.0671032
7,1.05343,1.15795,0.0597355
8,1.08415,1.14873,0.0529763
9,1.10644,1.14403,0.0472979
10,1.09967,1.13959,0.0427756
11,1.00734,1.12757,0.0405414
12,1.09086,1.12451,0.0372782
13,1.10132,1.12273,0.0344533
14,1.06779,1.1188,0.032215
15,1.13625,1.11997,0.0300883
16,1.13421,1.12086,0.028221
17,1.06726,1.1177,0.0267364
18,1.09277,1.11632,0.0252869
19,1.06611,1.11368,0.0240937
20,1.05263,1.11062,0.0230815
21,1.03086,1.10683,0.0222928
22,1.04569,1.10405,0.021452
23,1.08753,1.10333,0.0205313
24,1.10208,1.10328,0.0196759
25,1.02147,1.1,0.019159
26,1.09872,1.09996,0.0184222
27,1.0848,1.09939,0.0177485
28,1.07714,1.0986,0.0171324
29,1.128,1.09961,0.0165716
30,1.10283,1.09972,0.0160195
31,1.14586,1.10121,0.0155718
32,1.07195,1.10029,0.015112
33,1.06863,1.09933,0.0146845
34,1.05937,1.09816,0.0142995
35,1.05943,1.09705,0.0139337
36,1.05134,1.09578,0.0136044
37,1.12342,1.09653,0.0132572
38,1.09781,1.09656,0.0129084
39,1.09256,1.09646,0.0125778
40,1.10124,1.09658,0.0122639
41,1.01812,1.09467,0.0121132
42,1.07952,1.09431,0.0118301
43,1.12667,1.09506,0.0115789
44,1.10764,1.09534,0.0113193
45,1.03233,1.09394,0.0111541
46,1.0962,1.09399,0.0109117
47,1.13362,1.09484,0.010712
48,1.05069,1.09392,0.0105283
49,1.09613,1.09396,0.0103135
50,1.08006,1.09368,0.010111
51,1.07461,1.09331,0.00991965
52,1.06464,1.09276,0.0097442
53,1.06646,1.09226,0.00957297
54,1.07696,1.09198,0.00939989
55,1.11221,1.09235,0.00923618
56,1.08569,1.09223,0.00907201
57,1.09839,1.09234,0.0089135
58,1.04578,1.09153,0.00879589
59,1.04926,1.09082,0.00867593
60,1.0477,1.0901,0.00856105
61,1.10109,1.09028,0.0084226
62,1.07018,1.08995,0.00829299
63,1.05852,1.08945,0.00817634
64,1.04023,1.08869,0.00808468
65,1.08859,1.08868,0.0079603
66,1.06914,1.08839,0.0078452
67,1.09284,1.08845,0.00772839
68,1.06059,1.08804,0.00762559
69,1.05723,1.0876,0.00752814
70,1.02481,1.0867,0.00747383
71,1.01955,1.08576,0.00742817
72,1.04174,1.08514,0.00735011
73,1.13852,1.08588,0.00728571
74,1.0119,1.08488,0.00725551
75,1.12477,1.08541,0.00717824
76,1.07762,1.08531,0.00708452
77,1.0805,1.08524,0.00699279
78,1.08547,1.08525,0.00690314
79,1.06691,1.08501,0.00681965
80,1.02133,1.08422,0.00678071
81,1.05398,1.08384,0.00670727
82,1.05494,1.08349,0.00663473
83,1.08224,1.08348,0.00655481
84,1.08247,1.08346,0.00647678
85,1.08588,1.08349,0.00640065
86,1.13417,1.08408,0.00635329
87,1.1293,1.0846,0.00630149
88,1.14632,1.0853,0.00626879
89,1.08073,1.08525,0.00619857
90,1.06101,1.08498,0.00613554
91,1.03565,1.08444,0.00609202
92,1.11109,1.08473,0.00603268
93,1.05747,1.08444,0.00597493
94,1.16551,1.0853,0.0059733
95,1.16838,1.08617,0.0059741
96,1.08808,1.08619,0.0059119
97,1.1685,1.08704,0.00591153
98,1.07258,1.08689,0.00585305
99,1.12358,1.08727,0.00580564
100,1.08864,1.08728,0.0057476
