BLOCK,ACTUAL_KE,KE_AVE,ERROR
281,1.617830e+00,1.652916e+00,1.755605e-03
282,1.629495e+00,1.652833e+00,1.751343e-03
283,1.614642e+00,1.652698e+00,1.750346e-03
284,1.639139e+00,1.652650e+00,1.744834e-03
285,1.669046e+00,1.652708e+00,1.739660e-03
286,1.691978e+00,1.652845e+00,1.738988e-03
287,1.661247e+00,1.652875e+00,1.733175e-03
288,1.636994e+00,1.652819e+00,1.728034e-03
289,1.647179e+00,1.652800e+00,1.722165e-03
290,1.629614e+00,1.652720e+00,1.718081e-03
291,1.660368e+00,1.652746e+00,1.712378e-03
292,1.637200e+00,1.652693e+00,1.707341e-03
293,1.672201e+00,1.652760e+00,1.702811e-03
294,1.675086e+00,1.652835e+00,1.698712e-03
295,1.649397e+00,1.652824e+00,1.692994e-03
296,1.641361e+00,1.652785e+00,1.687717e-03
297,1.630997e+00,1.652712e+00,1.683628e-03
298,1.647214e+00,1.652693e+00,1.678080e-03
299,1.687028e+00,1.652808e+00,1.676392e-03
300,1.668201e+00,1.652859e+00,1.671589e-03
