BLOCK,ACTUAL_KE,KE_AVE,ERROR
1,2.36204,2.36204,0
2,1.72165,2.04184,0.226412
3,1.73207,1.93859,0.172891
4,1.72441,1.88504,0.13771
5,1.66341,1.84071,0.117085
6,1.64697,1.80842,0.101926
7,1.65301,1.78622,0.0897508
8,1.61555,1.76489,0.0810277
9,1.62599,1.74946,0.0734797
10,1.69629,1.74414,0.0663238
11,1.69384,1.73957,0.0604518
12,1.6459,1.73176,0.0559158
13,1.6174,1.72296,0.052302
14,1.66978,1.71916,0.0487039
15,1.65079,1.71461,0.0456698
16,1.67883,1.71237,0.0428701
17,1.67038,1.7099,0.0404194
18,1.633,1.70563,0.038399
19,1.55483,1.69769,0.0371892
20,1.63322,1.69447,0.0354691
21,1.66361,1.693,0.0338105
22,1.6245,1.68989,0.0324168
23,1.64307,1.68785,0.0310712
24,1.57057,1.68296,0.0301584
25,1.58954,1.67923,0.0291826
26,1.65308,1.67822,0.0280775
27,1.66207,1.67762,0.027044
28,1.7185,1.67908,0.0261175
29,1.65466,1.67824,0.0252305
30,1.75759,1.68089,0.0245277
31,1.69631,1.68138,0.0237415
32,1.78122,1.6845,0.0232037
33,1.65718,1.68367,0.0225153
34,1.6426,1.68247,0.0218855
35,1.6194,1.68066,0.0213342
36,1.54005,1.67676,0.0210962
37,1.64144,1.6758,0.0205476
38,1.66008,1.67539,0.020011
39,1.65002,1.67474,0.0195085
40,1.66363,1.67446,0.0190228
41,1.6749,1.67447,0.0185588
42,1.62947,1.6734,0.0181478
43,1.72994,1.67472,0.0177733
44,1.64161,1.67396,0.0173853
45,1.70175,1.67458,0.0170099
46,1.75005,1.67622,0.0167191
47,1.67022,1.67609,0.0163638
48,1.65225,1.6756,0.0160305
49,1.64817,1.67504,0.0157131
50,1.67601,1.67506,0.0153988
51,1.64101,1.67439,0.0151114
52,1.72091,1.67528,0.0148472
53,1.72206,1.67617,0.0145933
54,1.63999,1.6755,0.0143384
55,1.54593,1.67314,0.0142699
56,1.80121,1.67543,0.0141972
57,1.6499,1.67498,0.0139552
58,1.6031,1.67374,0.0137695
59,1.63483,1.67308,0.0135519
60,1.61765,1.67216,0.0133575
61,1.65998,1.67196,0.01314
62,1.67473,1.672,0.0129281
63,1.67062,1.67198,0.012723
64,1.62341,1.67122,0.0125468
65,1.67045,1.67121,0.0123538
66,1.55607,1.66947,0.0122891
67,1.65131,1.66919,0.0121087
68,1.73927,1.67022,0.0119744
69,1.62807,1.66961,0.0118164
70,1.57957,1.66833,0.0117174
71,1.70091,1.66879,0.0115614
72,1.74609,1.66986,0.0114506
73,1.72189,1.67057,0.0113159
74,1.74965,1.67164,0.0112133
75,1.68671,1.67184,0.0110656
76,1.66714,1.67178,0.0109202
77,1.67579,1.67183,0.0107785
78,1.60135,1.67093,0.0106781
79,1.72587,1.67162,0.0105655
80,1.61198,1.67088,0.0104597
81,1.63849,1.67048,0.0103383
82,1.6512,1.67024,0.0102149
83,1.61567,1.66959,0.0101129
84,1.67512,1.66965,0.00999274
85,1.5774,1.66857,0.00993395
86,1.66134,1.66848,0.00981879
87,1.6836,1.66866,0.00970747
88,1.63298,1.66825,0.00960562
89,1.68762,1.66847,0.00950016
90,1.70979,1.66893,0.00940569
91,1.63174,1.66852,0.0093112
92,1.67022,1.66854,0.00921001
93,1.70325,1.66891,0.00911854
94,1.67564,1.66898,0.00902182
95,1.74322,1.66976,0.00896063
96,1.77574,1.67087,0.00893504
97,1.6704,1.67086,0.00884292
98,1.64588,1.67061,0.00875636
99,1.73063,1.67121,0.00868888
100,1.66023,1.6711,0.00860268
