BLOCK,ACTUAL_KE,KE_AVE,ERROR
1,2.30881,2.30881,0
2,1.6767,1.99275,0.223485
3,1.61588,1.86713,0.180885
4,1.64958,1.81274,0.143607
5,1.71443,1.79308,0.116224
6,1.61299,1.76306,0.100655
7,1.58015,1.73693,0.0896033
8,1.62622,1.72309,0.0794644
9,1.65966,1.71604,0.0709469
10,1.64951,1.70939,0.0641634
11,1.51101,1.69136,0.0608121
12,1.63628,1.68677,0.0559173
13,1.65197,1.68409,0.05168
14,1.60169,1.67821,0.0483225
15,1.70437,1.67995,0.0451325
16,1.70131,1.68128,0.0423315
17,1.60089,1.67656,0.0401046
18,1.63916,1.67448,0.0379304
19,1.59917,1.67051,0.0361406
20,1.57895,1.66594,0.0346223
21,1.54628,1.66024,0.0334391
22,1.56853,1.65607,0.032178
23,1.6313,1.65499,0.0307969
24,1.65313,1.65492,0.0295138
25,1.5322,1.65001,0.0287386
26,1.64809,1.64993,0.0276333
27,1.6272,1.64909,0.0266227
28,1.6157,1.6479,0.0256986
29,1.692,1.64942,0.0248574
30,1.65425,1.64958,0.0240293
31,1.71879,1.65181,0.0233577
32,1.60792,1.65044,0.022668
33,1.60295,1.649,0.0220267
34,1.58906,1.64724,0.0214493
35,1.58915,1.64558,0.0209006
36,1.57701,1.64367,0.0204066
37,1.68512,1.64479,0.0198858
38,1.64672,1.64485,0.0193626
39,1.63884,1.64469,0.0188667
40,1.65186,1.64487,0.0183959
41,1.52718,1.642,0.0181698
42,1.61927,1.64146,0.0177452
43,1.69,1.64259,0.0173684
44,1.66145,1.64302,0.016979
45,1.54849,1.64092,0.0167311
46,1.6443,1.64099,0.0163675
47,1.70042,1.64225,0.0160681
48,1.57603,1.64087,0.0157924
49,1.64419,1.64094,0.0154703
50,1.62009,1.64052,0.0151665
51,1.61192,1.63996,0.0148795
52,1.59696,1.63914,0.0146163
53,1.59969,1.63839,0.0143595
54,1.61544,1.63797,0.0140998
55,1.66832,1.63852,0.0138543
56,1.62853,1.63834,0.013608
57,1.64759,1.6385,0.0133702
58,1.56867,1.6373,0.0131938
59,1.5739,1.63622,0.0130139
60,1.57154,1.63515,0.0128416
61,1.65163,1.63542,0.0126339
62,1.60526,1.63493,0.0124395
63,1.58779,1.63418,0.0122645
64,1.56035,1.63303,0.012127
65,1.63289,1.63303,0.0119405
66,1.60371,1.63258,0.0117678
67,1.63925,1.63268,0.0115926
68,1.59089,1.63207,0.0114384
69,1.58585,1.6314,0.0112922
70,1.53722,1.63005,0.0112107
71,1.52933,1.62863,0.0111423
72,1.56261,1.62772,0.0110252
73,1.70778,1.62881,0.0109286
74,1.51785,1.62731,0.0108833
75,1.68715,1.62811,0.0107674
76,1.61643,1.62796,0.0106268
77,1.62075,1.62786,0.0104892
78,1.6282,1.62787,0.0103547
79,1.60037,1.62752,0.0102295
80,1.532,1.62633,0.0101711
81,1.58096,1.62577,0.0100609
82,1.58241,1.62524,0.00995209
83,1.62337,1.62521,0.00983221
84,1.6237,1.6252,0.00971518
85,1.62883,1.62524,0.00960097
86,1.70126,1.62612,0.00952994
87,1.69395,1.6269,0.00945223
88,1.71949,1.62796,0.00940319
89,1.6211,1.62788,0.00929785
90,1.59152,1.62747,0.00920331
91,1.55348,1.62666,0.00913803
92,1.66663,1.6271,0.00904903
93,1.5862,1.62666,0.0089624
94,1.74827,1.62795,0.00895995
95,1.75257,1.62926,0.00896115
96,1.63212,1.62929,0.00886785
97,1.75274,1.63056,0.00886729
98,1.60887,1.63034,0.00877957
99,1.68537,1.6309,0.00870847
100,1.63296,1.63092,0.00862141
