BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,4.350068e-01,4.350068e-01,0.000000e+00
2,4.234058e-01,4.292063e-01,4.101578e-03
3,4.411272e-01,4.331799e-01,4.243043e-03
4,4.224355e-01,4.304938e-01,3.941864e-03
5,4.281233e-01,4.300197e-01,3.181875e-03
6,4.405642e-01,4.317771e-01,3.099116e-03
7,4.315534e-01,4.317452e-01,2.656550e-03
8,4.235739e-01,4.307238e-01,2.513181e-03
9,4.630792e-01,4.343188e-01,4.059410e-03
10,4.281719e-01,4.337041e-01,3.699716e-03
11,4.622372e-01,4.362980e-01,4.174809e-03
12,4.328488e-01,4.360106e-01,3.836791e-03
13,4.267683e-01,4.352996e-01,3.606920e-03
14,4.244169e-01,4.345223e-01,3.432024e-03
15,4.070686e-01,4.326921e-01,3.658840e-03
16,4.535772e-01,4.339974e-01,3.655597e-03
17,4.390993e-01,4.342975e-01,3.452859e-03
18,4.288900e-01,4.339971e-01,3.274076e-03
19,4.255415e-01,4.335520e-01,3.131856e-03
20,4.168723e-01,4.327181e-01,3.084307e-03
21,4.542375e-01,4.337428e-01,3.103000e-03
22,4.290994e-01,4.335317e-01,2.969124e-03
23,4.530180e-01,4.343790e-01,2.958440e-03
24,4.504055e-01,4.350467e-01,2.909560e-03
25,4.236510e-01,4.345909e-01,2.828659e-03
26,4.367034e-01,4.346722e-01,2.721031e-03
27,4.596147e-01,4.355959e-01,2.772637e-03
28,4.263421e-01,4.352655e-01,2.693239e-03
29,4.181486e-01,4.346752e-01,2.664261e-03
30,4.276695e-01,4.344417e-01,2.585666e-03
31,4.259155e-01,4.341667e-01,2.516843e-03
32,4.537542e-01,4.347788e-01,2.511523e-03
33,4.397485e-01,4.349294e-01,2.439928e-03
34,4.541231e-01,4.354939e-01,2.432595e-03
35,4.198454e-01,4.350468e-01,2.403829e-03
36,4.253805e-01,4.347783e-01,2.352004e-03
37,4.492269e-01,4.351688e-01,2.320628e-03
38,4.346910e-01,4.351562e-01,2.259592e-03
39,4.175819e-01,4.347056e-01,2.246138e-03
40,4.451991e-01,4.349679e-01,2.205251e-03
41,4.395286e-01,4.350792e-01,2.154268e-03
42,4.315064e-01,4.349941e-01,2.104655e-03
43,4.439201e-01,4.352017e-01,2.065921e-03
44,4.287075e-01,4.350541e-01,2.024233e-03
45,4.260305e-01,4.348536e-01,1.989158e-03
46,4.489610e-01,4.351602e-01,1.969415e-03
47,4.344036e-01,4.351441e-01,1.927579e-03
48,4.463991e-01,4.353786e-01,1.901629e-03
49,4.407856e-01,4.354890e-01,1.866019e-03
50,4.092289e-01,4.349638e-01,1.901173e-03
51,4.150896e-01,4.345741e-01,1.903414e-03
52,4.236943e-01,4.343648e-01,1.878273e-03
53,4.367919e-01,4.344106e-01,1.843392e-03
54,4.334407e-01,4.343927e-01,1.809343e-03
55,4.343353e-01,4.343916e-01,1.776446e-03
56,4.512431e-01,4.346926e-01,1.770027e-03
57,4.444628e-01,4.348640e-01,1.747254e-03
58,4.413684e-01,4.349761e-01,1.720724e-03
59,4.523211e-01,4.352701e-01,1.716489e-03
60,4.473609e-01,4.354716e-01,1.699668e-03
61,4.223824e-01,4.352570e-01,1.685295e-03
62,4.432783e-01,4.353864e-01,1.663071e-03
63,4.225756e-01,4.351831e-01,1.649058e-03
64,4.569112e-01,4.355226e-01,1.657871e-03
65,4.399171e-01,4.355902e-01,1.633743e-03
66,4.424812e-01,4.356946e-01,1.612323e-03
67,4.298167e-01,4.356068e-01,1.590643e-03
68,4.318242e-01,4.355512e-01,1.568224e-03
69,4.278655e-01,4.354398e-01,1.549446e-03
70,4.399881e-01,4.355048e-01,1.528673e-03
71,4.643264e-01,4.359107e-01,1.560110e-03
72,4.340664e-01,4.358851e-01,1.538652e-03
73,4.432497e-01,4.359860e-01,1.520879e-03
74,4.795632e-01,4.365749e-01,1.610302e-03
75,4.499234e-01,4.367529e-01,1.598637e-03
76,4.395897e-01,4.367902e-01,1.578038e-03
77,4.461346e-01,4.369116e-01,1.562203e-03
78,4.518707e-01,4.371033e-01,1.553903e-03
79,4.197768e-01,4.368840e-01,1.549634e-03
80,4.462603e-01,4.370012e-01,1.534689e-03
81,4.497796e-01,4.371590e-01,1.523829e-03
82,4.556973e-01,4.373851e-01,1.521924e-03
83,4.324294e-01,4.373253e-01,1.504758e-03
84,4.510219e-01,4.374884e-01,1.495652e-03
85,4.260693e-01,4.373541e-01,1.484078e-03
86,4.269359e-01,4.372329e-01,1.471757e-03
87,4.721099e-01,4.376338e-01,1.508450e-03
88,4.346407e-01,4.375998e-01,1.491692e-03
89,4.382868e-01,4.376075e-01,1.474951e-03
90,4.343147e-01,4.375709e-01,1.459016e-03
91,4.264040e-01,4.374482e-01,1.448135e-03
92,4.366113e-01,4.374391e-01,1.432423e-03
93,4.358820e-01,4.374224e-01,1.417118e-03
94,4.391192e-01,4.374404e-01,1.402157e-03
95,4.462371e-01,4.375330e-01,1.390452e-03
96,4.239438e-01,4.373915e-01,1.383155e-03
97,4.540262e-01,4.375630e-01,1.379486e-03
98,4.261841e-01,4.374468e-01,1.370287e-03
99,4.513867e-01,4.375877e-01,1.363661e-03
100,4.484769e-01,4.376965e-01,1.354365e-03
