BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,-0.3428,-0.3428,0
2,-0.34264,-0.34272,5.65685e-05
3,-0.3436,-0.343013,0.000242457
4,-0.34392,-0.34324,0.000267582
5,-0.33728,-0.342048,0.00108744
6,-0.3444,-0.34244,0.000974292
7,-0.33968,-0.342046,0.000911404
8,-0.33544,-0.34122,0.0011102
9,-0.33368,-0.340382,0.00126402
10,-0.34952,-0.341296,0.00143027
11,-0.34272,-0.341425,0.00130609
12,-0.33896,-0.34122,0.0012133
13,-0.34864,-0.341791,0.00124702
14,-0.34608,-0.342097,0.00119499
15,-0.35048,-0.342656,0.00123913
16,-0.3376,-0.34234,0.0012013
17,-0.34192,-0.342315,0.00113089
18,-0.3472,-0.342587,0.00110014
19,-0.34312,-0.342615,0.0010426
20,-0.34552,-0.34276,0.00100054
21,-0.3404,-0.342648,0.000959182
22,-0.34008,-0.342531,0.000922656
23,-0.344,-0.342595,0.000884749
24,-0.34208,-0.342573,0.000848144
25,-0.33832,-0.342403,0.000831107
26,-0.34224,-0.342397,0.000799165
27,-0.3392,-0.342279,0.000778288
28,-0.34448,-0.342357,0.000754453
29,-0.34944,-0.342601,0.000766952
30,-0.3472,-0.342755,0.000756551
31,-0.34336,-0.342774,0.000732398
32,-0.35088,-0.343027,0.00075204
33,-0.34496,-0.343086,0.000731527
34,-0.33936,-0.342976,0.000718174
35,-0.336,-0.342777,0.000724788
36,-0.35288,-0.343058,0.000757038
37,-0.34288,-0.343053,0.000736593
38,-0.34352,-0.343065,0.000717312
39,-0.352,-0.343294,0.000734593
40,-0.34528,-0.343344,0.000717904
41,-0.34008,-0.343264,0.000704794
42,-0.3412,-0.343215,0.000689725
43,-0.34472,-0.34325,0.000674572
44,-0.34176,-0.343216,0.000660091
45,-0.33624,-0.343061,0.000663377
46,-0.35024,-0.343217,0.00066706
47,-0.3492,-0.343345,0.000664901
48,-0.35104,-0.343505,0.000670098
49,-0.33552,-0.343342,0.000675947
50,-0.3444,-0.343363,0.000662759
51,-0.34096,-0.343316,0.000651437
52,-0.34328,-0.343315,0.00063891
53,-0.33832,-0.343221,0.000633769
54,-0.34176,-0.343194,0.00062261
55,-0.34696,-0.343263,0.000615043
56,-0.34568,-0.343306,0.000605573
57,-0.34192,-0.343281,0.000595437
58,-0.34272,-0.343272,0.000585249
59,-0.33608,-0.34315,0.000587887
60,-0.34584,-0.343195,0.000579796
61,-0.34496,-0.343224,0.000571013
62,-0.34248,-0.343212,0.000561929
63,-0.33768,-0.343124,0.000559827
64,-0.34272,-0.343117,0.000551115
65,-0.34,-0.34307,0.00054472
66,-0.35216,-0.343207,0.000553606
67,-0.33648,-0.343107,0.000554374
68,-0.3472,-0.343167,0.000549479
69,-0.34144,-0.343142,0.000542085
70,-0.33848,-0.343075,0.000538417
71,-0.3436,-0.343083,0.000530884
72,-0.34376,-0.343092,0.000523594
73,-0.34288,-0.343089,0.00051643
74,-0.34768,-0.343151,0.000513164
75,-0.34656,-0.343197,0.00050833
76,-0.33512,-0.343091,0.00051263
77,-0.34816,-0.343156,0.000510183
78,-0.342,-0.343142,0.000503857
79,-0.34304,-0.34314,0.000497481
80,-0.34304,-0.343139,0.000491264
81,-0.34552,-0.343168,0.000486078
82,-0.34608,-0.343204,0.000481445
83,-0.35072,-0.343294,0.000484086
84,-0.34064,-0.343263,0.000479353
85,-0.35064,-0.34335,0.000481507
86,-0.33744,-0.343281,0.000480786
87,-0.33784,-0.343218,0.00047931
88,-0.34616,-0.343252,0.000475028
89,-0.34896,-0.343316,0.000474
90,-0.3452,-0.343337,0.000469196
91,-0.3516,-0.343428,0.000472745
92,-0.33976,-0.343388,0.000469284
93,-0.33672,-0.343316,0.000469683
94,-0.3564,-0.343455,0.000484872
95,-0.34056,-0.343425,0.000480725
96,-0.35024,-0.343496,0.000480931
97,-0.34248,-0.343485,0.000476087
98,-0.3468,-0.343519,0.000472429
99,-0.33464,-0.343429,0.000476094
100,-0.34792,-0.343474,0.000473446
