BLOCK,ACTUAL_M,M_AVE,ERROR
1,8.550000e-02,8.550000e-02,0.000000e+00
2,6.395200e-02,7.472600e-02,7.618368e-03
3,9.288800e-02,8.078000e-02,7.087263e-03
4,7.916000e-02,8.037500e-02,5.327006e-03
5,9.479200e-02,8.325840e-02,4.981212e-03
6,8.260800e-02,8.315000e-02,4.152189e-03
7,1.009440e-01,8.569200e-02,4.266764e-03
8,8.814000e-02,8.599800e-02,3.744375e-03
9,7.587200e-02,8.487289e-02,3.493283e-03
10,7.683600e-02,8.406920e-02,3.235085e-03
11,8.263600e-02,8.393891e-02,2.943609e-03
12,1.023920e-01,8.547667e-02,3.073842e-03
13,1.002480e-01,8.661292e-02,3.040159e-03
14,6.805600e-02,8.528743e-02,3.098515e-03
15,1.023760e-01,8.642667e-02,3.094301e-03
16,1.077000e-01,8.775625e-02,3.173731e-03
17,4.932400e-02,8.549553e-02,3.705756e-03
18,7.083200e-02,8.468089e-02,3.588306e-03
19,7.380800e-02,8.410863e-02,3.444777e-03
20,7.211200e-02,8.350880e-02,3.324351e-03
21,6.373200e-02,8.256705e-02,3.296745e-03
22,7.354800e-02,8.215709e-02,3.172280e-03
23,1.190000e-01,8.375896e-02,3.414926e-03
24,1.101680e-01,8.485933e-02,3.445364e-03
25,9.214400e-02,8.515072e-02,3.319849e-03
26,9.963600e-02,8.570785e-02,3.238572e-03
27,1.006680e-01,8.626193e-02,3.165668e-03
28,1.059880e-01,8.696643e-02,3.130019e-03
29,9.490400e-02,8.724014e-02,3.034031e-03
30,9.343600e-02,8.744667e-02,2.939918e-03
31,9.449600e-02,8.767406e-02,2.853862e-03
32,9.402000e-02,8.787238e-02,2.771561e-03
33,9.953200e-02,8.822570e-02,2.710002e-03
34,8.350800e-02,8.808694e-02,2.633845e-03
35,6.611200e-02,8.745909e-02,2.632363e-03
36,7.385600e-02,8.708122e-02,2.586220e-03
37,9.266000e-02,8.723200e-02,2.520714e-03
38,9.918400e-02,8.754653e-02,2.473924e-03
39,9.599600e-02,8.776318e-02,2.419958e-03
40,9.066800e-02,8.783580e-02,2.360549e-03
41,6.490400e-02,8.727649e-02,2.368310e-03
42,1.072520e-01,8.775210e-02,2.359194e-03
43,8.706000e-02,8.773600e-02,2.304384e-03
44,5.404400e-02,8.697027e-02,2.375830e-03
45,1.053040e-01,8.737769e-02,2.357708e-03
46,1.037800e-01,8.773426e-02,2.333261e-03
47,9.194800e-02,8.782391e-02,2.285339e-03
48,7.248800e-02,8.750442e-02,2.259951e-03
49,8.020000e-02,8.735535e-02,2.218740e-03
50,7.116400e-02,8.703152e-02,2.197870e-03
51,7.341600e-02,8.676455e-02,2.170928e-03
52,9.754800e-02,8.697192e-02,2.139061e-03
53,7.902000e-02,8.682189e-02,2.103957e-03
54,7.458800e-02,8.659533e-02,2.077156e-03
55,8.476400e-02,8.656204e-02,2.039657e-03
56,7.385200e-02,8.633507e-02,2.015823e-03
57,9.910400e-02,8.655909e-02,1.992866e-03
58,8.694800e-02,8.656579e-02,1.958517e-03
59,8.368800e-02,8.651702e-02,1.925929e-03
60,1.035040e-01,8.680013e-02,1.914527e-03
61,7.920000e-02,8.667554e-02,1.887191e-03
62,7.078400e-02,8.641923e-02,1.874078e-03
63,9.176000e-02,8.650400e-02,1.846247e-03
64,7.224400e-02,8.628119e-02,1.830795e-03
65,7.677600e-02,8.613495e-02,1.808459e-03
66,9.817600e-02,8.631739e-02,1.790237e-03
67,1.053760e-01,8.660185e-02,1.785973e-03
68,9.600400e-02,8.674012e-02,1.765053e-03
69,8.984400e-02,8.678510e-02,1.740046e-03
70,7.755600e-02,8.665326e-02,1.720176e-03
71,8.116000e-02,8.657589e-02,1.697687e-03
72,8.232000e-02,8.651678e-02,1.675137e-03
73,8.470000e-02,8.649189e-02,1.652374e-03
74,6.916400e-02,8.625773e-02,1.646553e-03
75,8.277600e-02,8.621131e-02,1.625253e-03
76,1.069400e-01,8.648405e-02,1.626593e-03
77,7.490400e-02,8.633366e-02,1.612406e-03
78,9.760000e-02,8.647810e-02,1.598191e-03
79,7.633200e-02,8.634967e-02,1.583112e-03
80,6.953600e-02,8.613950e-02,1.577213e-03
81,9.630800e-02,8.626504e-02,1.562729e-03
82,1.138640e-01,8.660161e-02,1.579500e-03
83,8.834000e-02,8.662255e-02,1.560609e-03
84,1.095200e-01,8.689514e-02,1.565656e-03
85,1.096400e-01,8.716273e-02,1.569936e-03
86,9.251200e-02,8.722493e-02,1.552913e-03
87,8.668000e-02,8.721867e-02,1.535076e-03
88,1.104720e-01,8.748291e-02,1.540207e-03
89,6.110000e-02,8.718647e-02,1.551166e-03
90,6.714000e-02,8.696373e-02,1.549840e-03
91,9.918800e-02,8.709807e-02,1.538620e-03
92,7.812400e-02,8.700052e-02,1.524984e-03
93,1.183000e-01,8.733708e-02,1.545278e-03
94,1.093440e-01,8.757119e-02,1.546472e-03
95,7.288000e-02,8.741655e-02,1.537906e-03
96,8.552400e-02,8.739683e-02,1.522012e-03
97,1.299520e-01,8.783555e-02,1.568276e-03
98,7.516400e-02,8.770624e-02,1.557594e-03
99,6.750000e-02,8.750214e-02,1.555176e-03
100,8.956400e-02,8.752276e-02,1.539761e-03
