BLOCK,ACTUAL_M,M_AVE,ERROR
1,-9.967960e-01,-9.967960e-01,0.000000e+00
2,-1.000000e+00,-9.983980e-01,1.132785e-03
3,-1.000000e+00,-9.989320e-01,8.720183e-04
4,-1.000000e+00,-9.991990e-01,6.936863e-04
5,-1.000000e+00,-9.993592e-01,5.731489e-04
6,-1.000000e+00,-9.994660e-01,4.874731e-04
7,-1.000000e+00,-9.995423e-01,4.237611e-04
8,-1.000000e+00,-9.995995e-01,3.746334e-04
9,-1.000000e+00,-9.996440e-01,3.356400e-04
10,-1.000000e+00,-9.996796e-01,3.039581e-04
11,-1.000000e+00,-9.997087e-01,2.777176e-04
12,-1.000000e+00,-9.997330e-01,2.556330e-04
13,-1.000000e+00,-9.997535e-01,2.367926e-04
14,-1.000000e+00,-9.997711e-01,2.205323e-04
15,-1.000000e+00,-9.997864e-01,2.063572e-04
16,-1.000000e+00,-9.997997e-01,1.938912e-04
17,-1.000000e+00,-9.998115e-01,1.828433e-04
18,-1.000000e+00,-9.998220e-01,1.729849e-04
19,-1.000000e+00,-9.998314e-01,1.641339e-04
20,-1.000000e+00,-9.998398e-01,1.561436e-04
21,-1.000000e+00,-9.998474e-01,1.488945e-04
22,-1.000000e+00,-9.998544e-01,1.422880e-04
23,-1.000000e+00,-9.998607e-01,1.362423e-04
24,-1.000000e+00,-9.998665e-01,1.306892e-04
25,-1.000000e+00,-9.998718e-01,1.255706e-04
26,-1.000000e+00,-9.998768e-01,1.208377e-04
27,-1.000000e+00,-9.998813e-01,1.164484e-04
28,-1.000000e+00,-9.998856e-01,1.123666e-04
29,-1.000000e+00,-9.998895e-01,1.085612e-04
30,-1.000000e+00,-9.998932e-01,1.050049e-04
31,-1.000000e+00,-9.998966e-01,1.016742e-04
32,-1.000000e+00,-9.998999e-01,9.854813e-05
33,-1.000000e+00,-9.999029e-01,9.560852e-05
34,-1.000000e+00,-9.999058e-01,9.283914e-05
35,-1.000000e+00,-9.999085e-01,9.022563e-05
36,-1.000000e+00,-9.999110e-01,8.775518e-05
37,-1.000000e+00,-9.999134e-01,8.541638e-05
38,-1.000000e+00,-9.999157e-01,8.319897e-05
39,-1.000000e+00,-9.999178e-01,8.109375e-05
40,-1.000000e+00,-9.999199e-01,7.909241e-05
41,-1.000000e+00,-9.999219e-01,7.718745e-05
42,-1.000000e+00,-9.999237e-01,7.537208e-05
43,-1.000000e+00,-9.999255e-01,7.364012e-05
44,-1.000000e+00,-9.999272e-01,7.198595e-05
45,-1.000000e+00,-9.999288e-01,7.040444e-05
46,-1.000000e+00,-9.999303e-01,6.889093e-05
47,-1.000000e+00,-9.999318e-01,6.744110e-05
48,-1.000000e+00,-9.999333e-01,6.605103e-05
49,-1.000000e+00,-9.999346e-01,6.471709e-05
50,-1.000000e+00,-9.999359e-01,6.343596e-05
51,-1.000000e+00,-9.999372e-01,6.220456e-05
52,-1.000000e+00,-9.999384e-01,6.102005e-05
53,-1.000000e+00,-9.999395e-01,5.987980e-05
54,-1.000000e+00,-9.999407e-01,5.878138e-05
55,-1.000000e+00,-9.999417e-01,5.772253e-05
56,-1.000000e+00,-9.999428e-01,5.670114e-05
57,-1.000000e+00,-9.999438e-01,5.571527e-05
58,-1.000000e+00,-9.999448e-01,5.476309e-05
59,-1.000000e+00,-9.999457e-01,5.384291e-05
60,-1.000000e+00,-9.999466e-01,5.295313e-05
61,-1.000000e+00,-9.999475e-01,5.209228e-05
62,-1.000000e+00,-9.999483e-01,5.125897e-05
63,-1.000000e+00,-9.999491e-01,5.045190e-05
64,-1.000000e+00,-9.999499e-01,4.966985e-05
65,-1.000000e+00,-9.999507e-01,4.891167e-05
66,-1.000000e+00,-9.999515e-01,4.817628e-05
67,-1.000000e+00,-9.999522e-01,4.746268e-05
68,-1.000000e+00,-9.999529e-01,4.676991e-05
69,-1.000000e+00,-9.999536e-01,4.609707e-05
70,-1.000000e+00,-9.999542e-01,4.544331e-05
71,-1.000000e+00,-9.999549e-01,4.480784e-05
72,-1.000000e+00,-9.999555e-01,4.418989e-05
73,-1.000000e+00,-9.999561e-01,4.358876e-05
74,-1.000000e+00,-9.999567e-01,4.300375e-05
75,-1.000000e+00,-9.999573e-01,4.243424e-05
76,-1.000000e+00,-9.999578e-01,4.187962e-05
77,-1.000000e+00,-9.999584e-01,4.133931e-05
78,-1.000000e+00,-9.999589e-01,4.081276e-05
79,-1.000000e+00,-9.999594e-01,4.029945e-05
80,-1.000000e+00,-9.999600e-01,3.979890e-05
81,-1.000000e+00,-9.999604e-01,3.931063e-05
82,-1.000000e+00,-9.999609e-01,3.883419e-05
