BLOCK,ACTUAL_M,M_AVE,ERROR
1,5.426920e-01,5.426920e-01,0.000000e+00
2,6.671440e-01,6.049180e-01,4.400043e-02
3,5.837000e-01,5.978453e-01,2.989665e-02
4,5.324600e-01,5.814990e-01,2.651735e-02
5,7.994240e-01,6.250840e-01,4.438187e-02
6,6.530120e-01,6.297387e-01,3.722818e-02
7,6.412160e-01,6.313783e-01,3.194595e-02
8,6.739640e-01,6.367015e-01,2.839275e-02
9,6.618640e-01,6.394973e-01,2.537528e-02
10,8.332600e-01,6.588736e-01,2.931653e-02
11,7.233960e-01,6.647393e-01,2.723187e-02
12,6.995680e-01,6.676417e-01,2.511674e-02
13,8.537280e-01,6.819560e-01,2.695678e-02
14,6.256520e-01,6.779343e-01,2.532952e-02
15,5.148160e-01,6.670597e-01,2.587013e-02
16,7.404040e-01,6.716438e-01,2.465603e-02
17,6.869920e-01,6.725466e-01,2.322220e-02
18,5.653280e-01,6.665900e-01,2.268316e-02
19,6.382640e-01,6.650992e-01,2.153825e-02
20,6.426400e-01,6.639762e-01,2.049059e-02
21,6.690680e-01,6.642187e-01,1.951628e-02
22,7.366840e-01,6.675125e-01,1.890510e-02
23,7.393800e-01,6.706372e-01,1.833955e-02
24,6.768840e-01,6.708975e-01,1.757725e-02
25,7.472400e-01,6.739512e-01,1.713736e-02
26,6.606720e-01,6.734405e-01,1.648584e-02
27,6.486640e-01,6.725228e-01,1.590078e-02
28,7.727480e-01,6.761023e-01,1.573062e-02
29,7.267920e-01,6.778502e-01,1.528499e-02
30,7.773280e-01,6.811661e-01,1.513090e-02
31,7.396120e-01,6.830515e-01,1.475980e-02
32,7.638160e-01,6.855754e-01,1.451274e-02
33,7.778600e-01,6.883719e-01,1.433986e-02
34,5.395960e-01,6.839961e-01,1.457044e-02
35,8.418640e-01,6.885066e-01,1.483587e-02
36,5.459000e-01,6.845453e-01,1.494326e-02
37,7.290920e-01,6.857493e-01,1.458781e-02
38,7.174200e-01,6.865827e-01,1.422770e-02
39,3.941160e-01,6.790836e-01,1.571544e-02
40,5.686440e-01,6.763226e-01,1.556320e-02
41,5.480960e-01,6.731951e-01,1.549466e-02
42,5.850280e-01,6.710959e-01,1.526728e-02
43,7.786320e-01,6.735967e-01,1.511566e-02
44,5.337760e-01,6.704190e-01,1.510246e-02
45,7.871880e-01,6.730139e-01,1.498811e-02
46,7.069760e-01,6.737522e-01,1.468045e-02
47,6.343960e-01,6.729148e-01,1.439197e-02
48,5.399880e-01,6.701455e-01,1.435610e-02
49,7.319760e-01,6.714073e-01,1.411846e-02
50,6.456640e-01,6.708925e-01,1.384548e-02
51,5.489600e-01,6.685016e-01,1.377888e-02
52,6.655200e-01,6.684443e-01,1.351402e-02
53,5.785080e-01,6.667474e-01,1.336515e-02
54,5.300640e-01,6.642162e-01,1.335518e-02
55,7.420640e-01,6.656316e-01,1.318715e-02
56,7.432720e-01,6.670181e-01,1.302434e-02
57,6.535080e-01,6.667811e-01,1.279800e-02
58,5.880440e-01,6.654235e-01,1.264914e-02
59,7.554920e-01,6.669501e-01,1.252653e-02
60,7.752400e-01,6.687549e-01,1.244710e-02
61,7.758320e-01,6.705103e-01,1.236620e-02
62,3.360880e-01,6.651164e-01,1.329115e-02
63,2.798240e-01,6.590006e-01,1.441873e-02
64,7.406720e-01,6.602768e-01,1.424980e-02
65,8.107280e-01,6.625914e-01,1.421731e-02
66,7.308880e-01,6.636262e-01,1.403951e-02
67,6.955720e-01,6.641030e-01,1.383806e-02
68,7.544680e-01,6.654319e-01,1.369822e-02
69,6.436840e-01,6.651167e-01,1.350332e-02
70,5.255200e-01,6.631225e-01,1.345687e-02
71,6.547400e-01,6.630044e-01,1.326785e-02
72,8.051920e-01,6.649792e-01,1.322973e-02
73,5.371960e-01,6.632288e-01,1.316379e-02
74,6.055320e-01,6.624491e-01,1.300897e-02
75,6.559080e-01,6.623619e-01,1.283581e-02
76,6.147800e-01,6.617358e-01,1.268218e-02
77,4.586440e-01,6.590982e-01,1.278881e-02
78,6.588440e-01,6.590950e-01,1.262485e-02
79,6.786600e-01,6.593426e-01,1.246747e-02
80,5.573360e-01,6.580676e-01,1.237666e-02
81,6.470720e-01,6.579318e-01,1.222460e-02
82,8.130400e-01,6.598234e-01,1.222099e-02
83,7.539200e-01,6.609571e-01,1.212622e-02
84,5.897400e-01,6.601092e-01,1.201146e-02
85,5.271240e-01,6.585447e-01,1.197161e-02
86,6.195280e-01,6.580910e-01,1.184100e-02
87,8.630880e-01,6.604473e-01,1.193704e-02
88,7.957880e-01,6.619853e-01,1.190005e-02
89,7.047720e-01,6.624660e-01,1.177605e-02
90,6.544640e-01,6.623771e-01,1.164554e-02
91,6.260680e-01,6.619781e-01,1.152440e-02
92,8.075320e-01,6.635602e-01,1.150722e-02
93,6.452880e-01,6.633637e-01,1.138517e-02
94,7.584680e-01,6.643755e-01,1.130891e-02
95,7.600840e-01,6.653829e-01,1.123466e-02
96,7.894760e-01,6.666756e-01,1.119175e-02
97,8.131320e-01,6.681854e-01,1.117775e-02
98,7.873040e-01,6.694009e-01,1.112958e-02
99,5.162080e-01,6.678535e-01,1.112421e-02
100,4.603480e-01,6.657785e-01,1.120484e-02
