BLOCK,ACTUAL_M,M_AVE,ERROR
1,9.712000e-03,9.712000e-03,0.000000e+00
2,4.184000e-03,6.948000e-03,1.954443e-03
3,1.906400e-02,1.098667e-02,3.545645e-03
4,5.344000e-03,9.576000e-03,2.926433e-03
5,1.453600e-02,1.056800e-02,2.503641e-03
6,1.318000e-02,1.100333e-02,2.123878e-03
7,1.366800e-02,1.138400e-02,1.854267e-03
8,1.350400e-02,1.164900e-02,1.641310e-03
9,1.060000e-02,1.153244e-02,1.463075e-03
10,1.863200e-02,1.224240e-02,1.479023e-03
11,6.524000e-03,1.172255e-02,1.433018e-03
12,1.200000e-02,1.174567e-02,1.313786e-03
13,1.892400e-02,1.229785e-02,1.323689e-03
14,1.064400e-02,1.217971e-02,1.234400e-03
15,7.972000e-03,1.189920e-02,1.183550e-03
16,1.724400e-02,1.223325e-02,1.155759e-03
17,8.516000e-03,1.201459e-02,1.108265e-03
18,1.234000e-02,1.203267e-02,1.046842e-03
19,1.620800e-02,1.225242e-02,1.014549e-03
20,1.341600e-02,1.231060e-02,9.654879e-04
21,1.092800e-02,1.224476e-02,9.217543e-04
22,9.052000e-03,1.209964e-02,8.912078e-04
23,8.148000e-03,1.192783e-02,8.688629e-04
24,1.143200e-02,1.190717e-02,8.329059e-04
25,8.948000e-03,1.178880e-02,8.079566e-04
26,9.736000e-03,1.170985e-02,7.807295e-04
27,5.084000e-03,1.146444e-02,7.894398e-04
28,1.560000e-02,1.161214e-02,7.749390e-04
29,1.224000e-02,1.163379e-02,7.485194e-04
30,1.601600e-02,1.177987e-02,7.376842e-04
31,1.235600e-02,1.179845e-02,7.141220e-04
32,9.708000e-03,1.173312e-02,6.947872e-04
33,1.724000e-02,1.190000e-02,6.934837e-04
34,1.563600e-02,1.200988e-02,6.817370e-04
35,1.028000e-02,1.196046e-02,6.640480e-04
36,9.716000e-03,1.189811e-02,6.485224e-04
37,1.271200e-02,1.192011e-02,6.313677e-04
38,2.040800e-02,1.214347e-02,6.530698e-04
39,9.744000e-03,1.208195e-02,6.392160e-04
40,1.820800e-02,1.223510e-02,6.413201e-04
41,1.154000e-02,1.221815e-02,6.259022e-04
42,1.130400e-02,1.219638e-02,6.113781e-04
43,1.378400e-02,1.223330e-02,5.982738e-04
44,7.744000e-03,1.213127e-02,5.933130e-04
45,1.624000e-02,1.222258e-02,5.871117e-04
46,1.410000e-02,1.226339e-02,5.757652e-04
47,9.368000e-03,1.220179e-02,5.668010e-04
48,1.244800e-02,1.220692e-02,5.550158e-04
49,1.395600e-02,1.224261e-02,5.448356e-04
50,1.652800e-02,1.232832e-02,5.406382e-04
51,1.778800e-02,1.243537e-02,5.405324e-04
52,1.478400e-02,1.248054e-02,5.320212e-04
53,1.219200e-02,1.247509e-02,5.220109e-04
54,1.422000e-02,1.250741e-02,5.133432e-04
55,6.100000e-03,1.239091e-02,5.170598e-04
56,1.141200e-02,1.237343e-02,5.081220e-04
57,1.211600e-02,1.236891e-02,4.992276e-04
58,1.231200e-02,1.236793e-02,4.906212e-04
59,6.528000e-03,1.226895e-02,4.921890e-04
60,2.413600e-02,1.246673e-02,5.222154e-04
61,1.532800e-02,1.251364e-02,5.157568e-04
62,9.100000e-03,1.245858e-02,5.103685e-04
63,1.218800e-02,1.245429e-02,5.022855e-04
64,1.586800e-02,1.250762e-02,4.972614e-04
65,1.016800e-02,1.247163e-02,4.909122e-04
66,1.200000e-02,1.246448e-02,4.835261e-04
67,1.684800e-02,1.252991e-02,4.807153e-04
68,1.466800e-02,1.256135e-02,4.746731e-04
69,1.049200e-02,1.253136e-02,4.687403e-04
70,9.364000e-03,1.248611e-02,4.642228e-04
71,1.110000e-02,1.246659e-02,4.580947e-04
72,1.612400e-02,1.251739e-02,4.545400e-04
73,1.074000e-02,1.249304e-02,4.489651e-04
74,9.696000e-03,1.245524e-02,4.444862e-04
75,1.356000e-02,1.246997e-02,4.388037e-04
76,1.819200e-02,1.254526e-02,4.394416e-04
77,1.541600e-02,1.258255e-02,4.353132e-04
78,1.144400e-02,1.256795e-02,4.299769e-04
79,1.871200e-02,1.264572e-02,4.315105e-04
80,1.157600e-02,1.263235e-02,4.263238e-04
81,1.578000e-02,1.267121e-02,4.228279e-04
82,1.416000e-02,1.268937e-02,4.180610e-04
83,1.681600e-02,1.273908e-02,4.159701e-04
84,1.092800e-02,1.271752e-02,4.115764e-04
85,1.212800e-02,1.271059e-02,4.067928e-04
86,1.248800e-02,1.270800e-02,4.020709e-04
87,1.619600e-02,1.274809e-02,3.994432e-04
88,1.586400e-02,1.278350e-02,3.964703e-04
89,3.820000e-03,1.268279e-02,4.046053e-04
90,1.658400e-02,1.272613e-02,4.024250e-04
91,1.086800e-02,1.270571e-02,3.985204e-04
92,1.568800e-02,1.273813e-02,3.955049e-04
93,1.429600e-02,1.275488e-02,3.916067e-04
94,2.018400e-02,1.283391e-02,3.953354e-04
95,1.737200e-02,1.288168e-02,3.940494e-04
96,1.078000e-02,1.285979e-02,3.905524e-04
97,1.309200e-02,1.286219e-02,3.865335e-04
98,9.872000e-03,1.283167e-02,3.837916e-04
99,1.172800e-02,1.282053e-02,3.800768e-04
100,1.120400e-02,1.280436e-02,3.766197e-04
