BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,78.2933,78.2933,0
2,80.3024,79.2978,0.710338
3,78.4602,79.0186,0.525579
4,77.2596,78.5789,0.548106
5,78.1526,78.4936,0.445065
6,79.2422,78.6184,0.38798
7,78.192,78.5575,0.337303
8,81.7467,78.9561,0.475568
9,84.3648,79.5571,0.706918
10,83.7588,79.9772,0.750781
11,79.8861,79.969,0.682574
12,82.3093,80.164,0.652961
13,76.9333,79.9155,0.648303
14,81.6663,80.0405,0.613939
15,79.4081,79.9984,0.574456
16,77.6174,79.8496,0.557493
17,82.1083,79.9824,0.540301
18,84.562,80.2368,0.56703
19,82.7129,80.3672,0.551959
20,80.2763,80.3626,0.524379
21,77.9025,80.2455,0.512327
22,79.7473,80.2228,0.48954
23,79.4298,80.1884,0.469468
24,79.852,80.1743,0.450116
25,83.7655,80.318,0.454455
26,79.8425,80.2997,0.437343
27,78.3065,80.2259,0.427331
28,79.0994,80.1856,0.413958
29,81.8155,80.2418,0.403481
30,80.8557,80.2623,0.39055
31,78.8647,80.2172,0.380545
32,79.8549,80.2059,0.368822
33,79.104,80.1725,0.359153
34,78.877,80.1344,0.350605
35,77.4585,80.058,0.348825
36,81.2595,80.0913,0.340728
37,78.3716,80.0448,0.334674
38,81.1669,80.0744,0.327167
39,79.4681,80.0588,0.319147
40,79.4551,80.0437,0.311525
41,80.656,80.0587,0.304285
42,81.624,80.0959,0.299313
43,81.8078,80.1358,0.294988
44,79.2008,80.1145,0.289048
45,80.5846,80.125,0.282814
46,80.0055,80.1224,0.276678
47,79.3573,80.1061,0.271269
48,79.6337,80.0962,0.265796
49,81.2994,80.1208,0.261504
50,80.0833,80.12,0.256275
51,79.4433,80.1068,0.251593
52,80.2779,80.1101,0.246776
53,80.175,80.1113,0.242123
54,80.5131,80.1187,0.237754
55,78.4706,80.0888,0.235312
56,76.0101,80.0159,0.242119
57,82.0045,80.0508,0.240372
58,77.9024,80.0138,0.239064
59,81.3433,80.0363,0.236072
60,84.1952,80.1056,0.2421
61,78.7297,80.0831,0.239179
62,81.2637,80.1021,0.236079
63,77.6075,80.0625,0.235629
64,79.3142,80.0508,0.232237
65,81.105,80.067,0.229229
66,80.3265,80.071,0.22579
67,78.7966,80.0519,0.22322
68,80.36,80.0565,0.219983
69,82.1938,80.0875,0.218965
70,80.1415,80.0882,0.215838
71,82.5984,80.1236,0.215674
72,80.2914,80.1259,0.212691
73,81.8166,80.1491,0.211035
74,82.3845,80.1793,0.210334
75,81.4411,80.1961,0.208202
76,79.6407,80.1888,0.20559
77,79.9552,80.1858,0.202943
78,78.9359,80.1697,0.200973
79,79.2179,80.1577,0.198789
80,80.8872,80.1668,0.196514
81,79.8118,80.1624,0.194136
82,77.6197,80.1314,0.194229
83,82.8128,80.1637,0.194557
84,79.0779,80.1508,0.19267
85,81.7316,80.1694,0.191299
86,77.2082,80.135,0.192148
87,80.6442,80.1408,0.190029
88,77.0074,80.1052,0.191176
89,78.1893,80.0837,0.190236
90,79.9025,80.0817,0.188133
91,80.1441,80.0824,0.186067
92,83.4898,80.1194,0.187695
93,79.7717,80.1157,0.185714
94,79.9489,80.1139,0.183746
95,80.3822,80.1167,0.181834
96,78.6403,80.1013,0.180589
97,77.0454,80.0698,0.181455
98,85.0924,80.1211,0.186701
99,79.0031,80.1098,0.185156
100,85.0838,80.1595,0.189868
