BLOCK,ACTUAL_M,M_AVE,ERROR
1,4.011600e-02,4.011600e-02,0.000000e+00
2,1.606800e-02,2.809200e-02,8.502252e-03
3,3.727600e-02,3.115333e-02,6.194834e-03
4,1.762800e-02,2.777200e-02,5.491953e-03
5,3.349600e-02,2.891680e-02,4.511302e-03
6,1.942400e-02,2.733467e-02,4.027304e-03
7,4.952800e-02,3.050514e-02,4.531232e-03
8,3.221200e-02,3.071850e-02,3.969848e-03
9,3.324800e-02,3.099956e-02,3.538689e-03
10,4.414800e-02,3.231440e-02,3.420382e-03
11,2.326400e-02,3.149164e-02,3.206868e-03
12,3.916000e-02,3.213067e-02,3.002624e-03
13,2.810400e-02,3.182092e-02,2.787583e-03
14,3.233600e-02,3.185771e-02,2.588713e-03
15,3.006400e-02,3.173813e-02,2.418892e-03
16,5.134400e-02,3.296350e-02,2.559335e-03
17,3.260800e-02,3.294259e-02,2.408871e-03
18,3.171600e-02,3.287444e-02,2.276009e-03
19,4.408800e-02,3.346463e-02,2.231427e-03
20,3.948800e-02,3.376580e-02,2.140083e-03
21,3.213200e-02,3.368800e-02,2.039588e-03
22,2.575600e-02,3.332745e-02,1.978490e-03
23,4.763600e-02,3.394957e-02,1.987872e-03
24,3.994400e-02,3.419933e-02,1.920671e-03
25,2.972000e-02,3.402016e-02,1.852182e-03
26,4.145600e-02,3.430615e-02,1.802889e-03
27,3.328000e-02,3.426815e-02,1.736516e-03
28,3.439600e-02,3.427271e-02,1.674504e-03
29,3.330000e-02,3.423917e-02,1.617098e-03
30,4.278800e-02,3.452413e-02,1.588104e-03
31,2.985600e-02,3.437355e-02,1.543998e-03
32,3.003600e-02,3.423800e-02,1.501686e-03
33,4.497200e-02,3.456327e-02,1.490992e-03
34,3.330400e-02,3.452624e-02,1.447599e-03
35,2.029600e-02,3.411966e-02,1.462221e-03
36,3.288800e-02,3.408544e-02,1.422004e-03
37,2.778800e-02,3.391524e-02,1.393720e-03
38,5.306000e-02,3.441905e-02,1.445237e-03
39,3.508800e-02,3.443621e-02,1.408282e-03
40,3.383200e-02,3.442110e-02,1.373156e-03
41,2.569600e-02,3.420829e-02,1.356054e-03
42,4.010800e-02,3.434876e-02,1.331023e-03
43,3.568000e-02,3.437972e-02,1.300429e-03
44,2.746000e-02,3.422245e-02,1.280348e-03
45,3.780400e-02,3.430204e-02,1.254367e-03
46,3.934800e-02,3.441174e-02,1.231885e-03
47,3.139200e-02,3.434749e-02,1.207349e-03
48,1.858000e-02,3.401900e-02,1.226069e-03
49,4.274000e-02,3.419698e-02,1.213896e-03
50,3.102000e-02,3.413344e-02,1.191280e-03
51,3.938400e-02,3.423639e-02,1.172362e-03
52,2.874800e-02,3.413085e-02,1.154558e-03
53,3.075200e-02,3.406709e-02,1.134532e-03
54,3.192400e-02,3.402741e-02,1.114216e-03
55,3.024400e-02,3.395862e-02,1.096079e-03
56,3.338400e-02,3.394836e-02,1.076554e-03
57,3.810400e-02,3.402126e-02,1.060133e-03
58,3.924800e-02,3.411138e-02,1.045678e-03
59,3.949600e-02,3.420264e-02,1.031930e-03
60,4.689200e-02,3.441413e-02,1.036176e-03
61,3.434000e-02,3.441292e-02,1.019191e-03
62,3.238400e-02,3.438019e-02,1.003277e-03
63,2.729200e-02,3.426768e-02,9.936408e-04
64,3.664000e-02,3.430475e-02,9.788063e-04
65,2.464800e-02,3.415618e-02,9.749574e-04
66,2.549600e-02,3.402497e-02,9.689748e-04
67,3.866000e-02,3.409415e-02,9.569789e-04
68,4.953200e-02,3.432118e-02,9.694609e-04
69,3.641200e-02,3.435148e-02,9.558842e-04
70,3.474800e-02,3.435714e-02,9.422455e-04
71,3.191200e-02,3.432270e-02,9.296036e-04
72,3.580000e-02,3.434322e-02,9.169188e-04
73,2.946400e-02,3.427638e-02,9.067911e-04
74,3.035600e-02,3.422341e-02,8.960834e-04
75,2.974800e-02,3.416373e-02,8.861203e-04
76,4.104000e-02,3.425421e-02,8.790677e-04
77,3.047600e-02,3.420514e-02,8.690196e-04
78,4.452000e-02,3.433738e-02,8.678819e-04
79,3.608800e-02,3.435954e-02,8.571789e-04
80,3.080400e-02,3.431510e-02,8.476156e-04
81,4.570400e-02,3.445570e-02,8.487328e-04
82,4.018400e-02,3.452556e-02,8.412524e-04
83,3.806400e-02,3.456819e-02,8.321964e-04
84,3.982800e-02,3.463081e-02,8.246416e-04
85,4.219200e-02,3.471976e-02,8.197238e-04
86,3.950000e-02,3.477535e-02,8.120745e-04
87,3.928400e-02,3.482717e-02,8.043922e-04
88,3.489600e-02,3.482795e-02,7.952517e-04
89,2.183600e-02,3.468198e-02,7.996019e-04
90,2.506400e-02,3.457511e-02,7.978268e-04
91,3.164400e-02,3.454290e-02,7.897094e-04
92,3.054000e-02,3.449939e-02,7.823233e-04
93,4.746400e-02,3.463880e-02,7.862335e-04
94,4.928400e-02,3.479460e-02,7.931558e-04
95,3.792000e-02,3.482749e-02,7.854888e-04
96,3.837200e-02,3.486442e-02,7.781739e-04
97,4.909600e-02,3.501113e-02,7.838606e-04
98,3.332800e-02,3.499396e-02,7.760501e-04
99,3.299200e-02,3.497374e-02,7.684747e-04
100,3.906400e-02,3.501464e-02,7.618777e-04
