BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,1.091520e-01,1.091520e-01,0.000000e+00
2,1.124579e-01,1.108049e-01,1.168814e-03
3,1.100456e-01,1.105518e-01,8.061475e-04
4,1.107774e-01,1.106082e-01,6.065798e-04
5,1.098020e-01,1.104469e-01,5.062428e-04
6,1.097428e-01,1.103296e-01,4.352595e-04
7,1.092096e-01,1.101696e-01,4.014112e-04
8,1.108646e-01,1.102565e-01,3.605142e-04
9,1.099100e-01,1.102180e-01,3.225062e-04
10,1.064239e-01,1.098386e-01,4.623863e-04
11,1.103551e-01,1.098855e-01,4.227287e-04
12,1.119203e-01,1.100551e-01,4.201360e-04
13,1.101916e-01,1.100656e-01,3.879490e-04
14,1.123394e-01,1.102280e-01,3.927678e-04
15,1.085162e-01,1.101139e-01,3.828039e-04
16,1.124788e-01,1.102617e-01,3.863609e-04
17,1.077321e-01,1.101129e-01,3.912388e-04
18,1.110107e-01,1.101628e-01,3.726690e-04
19,1.085466e-01,1.100777e-01,3.626330e-04
20,1.114834e-01,1.101480e-01,3.512466e-04
21,1.079603e-01,1.100438e-01,3.496279e-04
22,1.088074e-01,1.099876e-01,3.382228e-04
23,1.099328e-01,1.099852e-01,3.235258e-04
24,1.107671e-01,1.100178e-01,3.116814e-04
25,1.106377e-01,1.100426e-01,3.001987e-04
26,1.097627e-01,1.100318e-01,2.888456e-04
27,1.090197e-01,1.099943e-01,2.805697e-04
28,1.100053e-01,1.099947e-01,2.705496e-04
29,1.105176e-01,1.100128e-01,2.618203e-04
30,1.109996e-01,1.100457e-01,2.551508e-04
31,1.096642e-01,1.100334e-01,2.472166e-04
32,1.103563e-01,1.100434e-01,2.396969e-04
33,1.123787e-01,1.101142e-01,2.426546e-04
34,1.076801e-01,1.100426e-01,2.458519e-04
35,1.095994e-01,1.100300e-01,2.391534e-04
36,1.090196e-01,1.100019e-01,2.341514e-04
37,1.105725e-01,1.100173e-01,2.283302e-04
38,1.076353e-01,1.099546e-01,2.307655e-04
39,1.080287e-01,1.099052e-01,2.300714e-04
40,1.101366e-01,1.099110e-01,2.243923e-04
41,1.091271e-01,1.098919e-01,2.197323e-04
42,1.067614e-01,1.098174e-01,2.267903e-04
43,1.082507e-01,1.097809e-01,2.244238e-04
44,1.077864e-01,1.097356e-01,2.238545e-04
45,1.094758e-01,1.097298e-01,2.189544e-04
46,1.106994e-01,1.097509e-01,2.152066e-04
47,1.096831e-01,1.097495e-01,2.106326e-04
48,1.110017e-01,1.097756e-01,2.078538e-04
49,1.091258e-01,1.097623e-01,2.040344e-04
50,1.104973e-01,1.097770e-01,2.004825e-04
51,1.100875e-01,1.097831e-01,1.966439e-04
52,1.111987e-01,1.098103e-01,1.947376e-04
53,1.070827e-01,1.097588e-01,1.977466e-04
54,1.081100e-01,1.097283e-01,1.964278e-04
55,1.129454e-01,1.097868e-01,2.013770e-04
56,1.064665e-01,1.097275e-01,2.063249e-04
57,1.105684e-01,1.097423e-01,2.032318e-04
58,1.114598e-01,1.097719e-01,2.018736e-04
59,1.091207e-01,1.097608e-01,1.987535e-04
60,1.084055e-01,1.097383e-01,1.967204e-04
61,1.076283e-01,1.097037e-01,1.965129e-04
62,1.121135e-01,1.097425e-01,1.971499e-04
63,1.095851e-01,1.097400e-01,1.940364e-04
64,1.097317e-01,1.097399e-01,1.910046e-04
65,1.086086e-01,1.097225e-01,1.888573e-04
66,1.124388e-01,1.097637e-01,1.904274e-04
67,1.087823e-01,1.097490e-01,1.881477e-04
68,1.113442e-01,1.097725e-01,1.868376e-04
69,1.102996e-01,1.097801e-01,1.842859e-04
70,1.097898e-01,1.097802e-01,1.816533e-04
71,1.117821e-01,1.098084e-01,1.812698e-04
72,1.101354e-01,1.098130e-01,1.788090e-04
73,1.106685e-01,1.098247e-01,1.767432e-04
74,1.107935e-01,1.098378e-01,1.748390e-04
75,1.090208e-01,1.098269e-01,1.728468e-04
76,1.089625e-01,1.098155e-01,1.709463e-04
77,1.094453e-01,1.098107e-01,1.687938e-04
78,1.081675e-01,1.097897e-01,1.679394e-04
79,1.096758e-01,1.097882e-01,1.658198e-04
80,1.091304e-01,1.097800e-01,1.639508e-04
81,1.093290e-01,1.097744e-01,1.620212e-04
82,1.076996e-01,1.097491e-01,1.620090e-04
83,1.100891e-01,1.097532e-01,1.601089e-04
84,1.098077e-01,1.097539e-01,1.582042e-04
85,1.080106e-01,1.097334e-01,1.576666e-04
86,1.104382e-01,1.097416e-01,1.560462e-04
87,1.092435e-01,1.097358e-01,1.543575e-04
88,1.093895e-01,1.097319e-01,1.526536e-04
89,1.102279e-01,1.097375e-01,1.510401e-04
90,1.096293e-01,1.097363e-01,1.493666e-04
91,1.110929e-01,1.097512e-01,1.484674e-04
92,1.104964e-01,1.097593e-01,1.470744e-04
93,1.103450e-01,1.097656e-01,1.456277e-04
94,1.111730e-01,1.097805e-01,1.448461e-04
95,1.105602e-01,1.097887e-01,1.435537e-04
96,1.090776e-01,1.097813e-01,1.422494e-04
97,1.064612e-01,1.097471e-01,1.448425e-04
98,1.106411e-01,1.097562e-01,1.436515e-04
99,1.106934e-01,1.097657e-01,1.425120e-04
100,1.105812e-01,1.097739e-01,1.413201e-04
