BLOCK,ACTUAL_M,M_AVE,ERROR
1,3.969200e-02,3.969200e-02,0.000000e+00
2,1.184000e-02,2.576600e-02,9.847169e-03
3,3.640800e-02,2.931333e-02,7.175331e-03
4,1.454400e-02,2.562100e-02,6.259834e-03
5,3.078400e-02,2.665360e-02,5.092322e-03
6,1.912800e-02,2.539933e-02,4.395355e-03
7,3.913200e-02,2.736114e-02,4.182408e-03
8,2.825600e-02,2.747300e-02,3.661103e-03
9,2.869600e-02,2.760889e-02,3.256834e-03
10,4.280000e-02,2.912800e-02,3.266278e-03
11,1.930800e-02,2.823527e-02,3.088934e-03
12,3.544400e-02,2.883600e-02,2.889346e-03
13,2.691200e-02,2.868800e-02,2.670877e-03
14,3.012000e-02,2.879029e-02,2.482058e-03
15,2.368400e-02,2.844987e-02,2.339815e-03
16,4.486800e-02,2.947600e-02,2.408095e-03
17,2.665600e-02,2.931012e-02,2.272148e-03
18,2.532800e-02,2.908889e-02,2.156661e-03
19,4.060400e-02,2.969495e-02,2.126605e-03
20,3.636800e-02,3.002860e-02,2.046281e-03
21,3.194400e-02,3.011981e-02,1.950871e-03
22,2.738000e-02,2.999527e-02,1.866166e-03
23,4.123200e-02,3.048383e-02,1.847872e-03
24,3.322800e-02,3.059817e-02,1.774412e-03
25,2.690800e-02,3.045056e-02,1.709563e-03
26,3.246800e-02,3.052815e-02,1.645571e-03
27,2.684800e-02,3.039185e-02,1.590259e-03
28,3.268800e-02,3.047386e-02,1.535577e-03
29,3.078000e-02,3.048441e-02,1.482662e-03
30,3.743200e-02,3.071600e-02,1.451214e-03
31,2.883600e-02,3.065535e-02,1.405667e-03
32,3.039200e-02,3.064712e-02,1.361764e-03
33,4.457600e-02,3.106921e-02,1.384368e-03
34,2.984000e-02,3.103306e-02,1.344123e-03
35,1.761200e-02,3.064960e-02,1.359317e-03
36,2.932400e-02,3.061278e-02,1.322057e-03
37,2.130800e-02,3.036130e-02,1.310026e-03
38,5.030800e-02,3.088621e-02,1.376704e-03
39,2.859200e-02,3.082738e-02,1.342660e-03
40,2.892800e-02,3.077990e-02,1.309933e-03
41,2.430000e-02,3.062185e-02,1.287483e-03
42,3.519600e-02,3.073076e-02,1.261426e-03
43,3.435200e-02,3.081498e-02,1.234899e-03
44,2.844400e-02,3.076109e-02,1.208008e-03
45,3.224800e-02,3.079413e-02,1.181615e-03
46,3.834800e-02,3.095835e-02,1.167283e-03
47,2.579200e-02,3.084843e-02,1.147611e-03
48,2.134000e-02,3.065033e-02,1.140671e-03
49,4.126800e-02,3.086702e-02,1.137787e-03
50,2.709200e-02,3.079152e-02,1.117534e-03
51,3.460000e-02,3.086620e-02,1.098113e-03
52,2.916800e-02,3.083354e-02,1.077481e-03
53,2.900400e-02,3.079902e-02,1.057704e-03
54,2.930400e-02,3.077133e-02,1.038480e-03
55,2.828000e-02,3.072604e-02,1.020586e-03
56,3.280400e-02,3.076314e-02,1.003035e-03
57,3.470400e-02,3.083228e-02,9.878179e-04
58,3.599600e-02,3.092131e-02,9.747903e-04
59,3.127200e-02,3.092725e-02,9.582866e-04
60,4.328400e-02,3.113320e-02,9.641911e-04
61,3.200000e-02,3.114741e-02,9.484894e-04
62,2.971200e-02,3.112426e-02,9.334737e-04
63,1.842400e-02,3.092267e-02,9.401724e-04
64,3.510400e-02,3.098800e-02,9.277495e-04
65,2.262400e-02,3.085932e-02,9.223568e-04
66,2.824400e-02,3.081970e-02,9.092325e-04
67,3.540400e-02,3.088812e-02,8.982327e-04
68,4.346400e-02,3.107306e-02,9.038617e-04
69,3.491600e-02,3.112875e-02,8.924766e-04
70,3.072000e-02,3.112291e-02,8.797460e-04
71,2.782400e-02,3.107645e-02,8.685813e-04
72,3.230400e-02,3.109350e-02,8.566850e-04
73,2.919600e-02,3.106751e-02,8.453438e-04
74,2.630800e-02,3.100319e-02,8.363635e-04
75,2.563600e-02,3.093163e-02,8.282679e-04
76,3.288400e-02,3.095732e-02,8.177679e-04
77,3.016800e-02,3.094706e-02,8.072118e-04
78,3.878800e-02,3.104759e-02,8.030979e-04
79,3.364800e-02,3.108051e-02,7.936064e-04
80,2.779200e-02,3.103940e-02,7.847502e-04
81,4.051600e-02,3.115640e-02,7.837345e-04
82,3.971600e-02,3.126078e-02,7.810974e-04
83,3.606800e-02,3.131870e-02,7.738309e-04
84,3.316000e-02,3.134062e-02,7.649290e-04
85,3.656400e-02,3.140207e-02,7.583943e-04
86,3.489600e-02,3.144270e-02,7.506631e-04
87,3.698400e-02,3.150639e-02,7.447321e-04
88,3.141600e-02,3.150536e-02,7.362699e-04
89,2.138000e-02,3.139160e-02,7.367345e-04
90,2.712400e-02,3.134418e-02,7.300729e-04
91,2.769600e-02,3.130409e-02,7.231500e-04
92,3.199600e-02,3.131161e-02,7.153288e-04
93,4.109200e-02,3.141677e-02,7.153259e-04
94,4.648000e-02,3.157702e-02,7.254432e-04
95,3.528000e-02,3.161600e-02,7.188534e-04
96,3.273200e-02,3.162762e-02,7.114593e-04
97,4.689200e-02,3.178499e-02,7.213182e-04
98,2.676800e-02,3.173380e-02,7.157722e-04
99,3.692400e-02,3.178622e-02,7.104595e-04
100,3.610000e-02,3.182936e-02,7.046634e-04
