BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,12.2688,12.2688,0
2,12.4852,12.377,0.0765269
3,12.5234,12.4258,0.0647256
4,12.4787,12.439,0.0498791
5,12.4294,12.4371,0.0399408
6,12.268,12.4089,0.0420652
7,12.2943,12.3925,0.0391126
8,12.4022,12.3938,0.0342421
9,12.146,12.3662,0.0400034
10,12.3929,12.3689,0.0360919
11,12.2232,12.3556,0.0351558
12,12.3709,12.3569,0.032249
13,12.4374,12.3631,0.0303561
14,12.4753,12.3711,0.0292258
15,12.5544,12.3833,0.0297209
16,12.8569,12.4129,0.0399688
17,12.6435,12.4265,0.0398528
18,12.5606,12.4339,0.0383288
19,12.7043,12.4482,0.0388623
20,11.9977,12.4256,0.0429527
21,12.8648,12.4466,0.0457156
22,12.5785,12.4526,0.0440294
23,12.6465,12.461,0.0429147
24,12.2456,12.452,0.0420548
25,12.3947,12.4497,0.0404349
26,12.6592,12.4578,0.0396746
27,12.4563,12.4577,0.0382052
28,12.2864,12.4516,0.0373274
29,12.0113,12.4364,0.0390059
30,12.3139,12.4323,0.0379189
31,12.6953,12.4408,0.0376324
32,12.2141,12.4337,0.0371175
33,12.4786,12.4351,0.0360175
34,12.4441,12.4354,0.0349592
35,12.0371,12.424,0.0357641
36,12.6719,12.4309,0.0354273
37,12.2453,12.4259,0.0348228
38,12.3953,12.425,0.0339157
39,12.7464,12.4333,0.034032
40,12.9874,12.4471,0.0358901
41,12.5937,12.4507,0.0351924
42,12.592,12.4541,0.0345148
43,12.1879,12.4479,0.0342629
44,12.27,12.4438,0.0337219
45,12.7783,12.4513,0.0337817
46,12.7108,12.4569,0.0335152
47,12.5008,12.4579,0.0328151
48,12.6667,12.4622,0.0324187
49,12.1444,12.4557,0.0323993
50,12.3947,12.4545,0.0317742
51,12.3601,12.4526,0.0312051
52,12.1522,12.4469,0.0311352
53,12.2331,12.4428,0.0308079
54,12.0906,12.4363,0.0309204
55,12.3436,12.4346,0.0304041
56,12.2782,12.4318,0.0299893
57,12.3986,12.4312,0.0294689
58,12.2848,12.4287,0.0290687
59,12.4522,12.4291,0.0285787
60,12.4903,12.4301,0.0281206
61,12.2503,12.4272,0.0278136
62,12.479,12.428,0.0273776
63,12.6964,12.4323,0.0272725
64,12.1945,12.4286,0.0270982
65,12.887,12.4356,0.0275837
66,12.144,12.4312,0.0275175
67,12.6325,12.4342,0.0272703
68,12.4604,12.4346,0.026872
69,12.801,12.4399,0.0270021
70,12.275,12.4376,0.0267189
71,12.6038,12.4399,0.0264449
72,12.5053,12.4408,0.0260932
73,12.4462,12.4409,0.0257359
74,12.5545,12.4424,0.0254339
75,12.4176,12.4421,0.0250969
76,12.2519,12.4396,0.0248911
77,12.1353,12.4356,0.0248796
78,12.4392,12.4357,0.0245607
79,12.6618,12.4385,0.024416
80,12.2733,12.4365,0.024198
81,12.2476,12.4341,0.0240113
82,12.3424,12.433,0.0237446
83,12.5375,12.4343,0.0234918
84,12.2629,12.4322,0.0233005
85,12.3425,12.4312,0.0230503
86,12.5594,12.4327,0.0228305
87,12.5392,12.4339,0.0226009
88,12.4377,12.4339,0.0223441
89,12.4675,12.4343,0.0220962
90,12.3221,12.4331,0.0218858
91,12.5829,12.4347,0.0217072
92,12.173,12.4319,0.0216569
93,12.6585,12.4343,0.0215606
94,12.6515,12.4366,0.0214547
95,12.9158,12.4417,0.0218136
96,12.5342,12.4426,0.0216077
97,12.1249,12.4394,0.0216318
98,12.2834,12.4378,0.0214695
99,12.4436,12.4378,0.0212527
100,12.269,12.4361,0.0211071
